gender,age,deaths,child_age,nb_c,orphans
Female,90-94,13304,10,0,0
Female,90-94,13304,11,0,0
Female,90-94,13304,12,0,0
Female,90-94,13304,13,0,0
Female,90-94,13304,14,0,0
Female,90-94,13304,15,0,0
Female,90-94,13304,16,0,0
Female,90-94,13304,17,0,0
Male,90-94,14866,0,1.27937892162076e-4,2
Male,90-94,14866,1,1.27937892162076e-4,2
Male,90-94,14866,2,1.27937892162076e-4,2
Male,90-94,14866,3,1.27937892162076e-4,2
Male,90-94,14866,4,1.27937892162076e-4,2
Male,90-94,14866,5,1.27937892162076e-4,2
Male,90-94,14866,6,1.27937892162076e-4,2
Male,90-94,14866,7,1.27937892162076e-4,2
Male,90-94,14866,8,1.27937892162076e-4,2
Male,90-94,14866,9,1.14160743575724e-4,2
Male,90-94,14866,10,1.14160743575724e-4,2
Male,90-94,14866,11,1.14160743575724e-4,2
Male,90-94,14866,12,1.14160743575724e-4,2
Male,90-94,14866,13,1.14160743575724e-4,2
Male,90-94,14866,14,1.14160743575724e-4,2
Male,90-94,14866,15,1.14160743575724e-4,2
Male,90-94,14866,16,1.14160743575724e-4,2
Male,90-94,14866,17,1.14160743575724e-4,2
Female,95-99,2031,0,0,0
Female,95-99,2031,1,0,0
Female,95-99,2031,2,0,0
Female,95-99,2031,3,0,0
Female,95-99,2031,4,0,0
Female,95-99,2031,5,0,0
Female,95-99,2031,6,0,0
Female,95-99,2031,7,0,0
Female,95-99,2031,8,0,0
Female,95-99,2031,9,0,0
Female,95-99,2031,10,0,0
Female,95-99,2031,11,0,0
Female,95-99,2031,12,0,0
Female,95-99,2031,13,0,0
Female,95-99,2031,14,0,0
Female,95-99,2031,15,0,0
Female,95-99,2031,16,0,0
Female,95-99,2031,17,0,0
Male,95-99,2270,0,1.27937892162076e-4,0
Male,95-99,2270,1,1.27937892162076e-4,0
Male,95-99,2270,2,1.27937892162076e-4,0
Male,95-99,2270,3,1.27937892162076e-4,0
Male,95-99,2270,4,1.27937892162076e-4,0
Male,95-99,2270,5,1.27937892162076e-4,0
Male,95-99,2270,6,1.27937892162076e-4,0
Male,95-99,2270,7,1.27937892162076e-4,0
Male,95-99,2270,8,1.27937892162076e-4,0
Male,95-99,2270,9,1.14160743575724e-4,0
Male,95-99,2270,10,1.14160743575724e-4,0
Male,95-99,2270,11,1.14160743575724e-4,0
Male,95-99,2270,12,1.14160743575724e-4,0
Male,95-99,2270,13,1.14160743575724e-4,0
Male,95-99,2270,14,1.14160743575724e-4,0
Male,95-99,2270,15,1.14160743575724e-4,0
Male,95-99,2270,16,1.14160743575724e-4,0
Male,95-99,2270,17,1.14160743575724e-4,0
