country,date,gender,age,deaths,child_age,nb_c,orphans
SouthAfrica,02/05/2021,Female,20-29,106.8513444,10,0.03217521041606195,3
SouthAfrica,02/05/2021,Female,20-29,106.8513444,11,0.02574016833284956,3
SouthAfrica,02/05/2021,Female,20-29,106.8513444,12,0.01930512624963717,2
SouthAfrica,02/05/2021,Female,20-29,106.8513444,13,0.01287008416642478,1
SouthAfrica,02/05/2021,Female,20-29,106.8513444,14,0.00440297759574237,0
SouthAfrica,02/05/2021,Female,20-29,106.8513444,15,0,0
SouthAfrica,02/05/2021,Female,20-29,106.8513444,16,0,0
SouthAfrica,02/05/2021,Female,20-29,106.8513444,17,0,0
SouthAfrica,11/05/2021,Male,20-29,133.1486556,0,0.07644983165314925,10
SouthAfrica,11/05/2021,Male,20-29,133.1486556,1,0.06491868055581754,9
SouthAfrica,11/05/2021,Male,20-29,133.1486556,2,0.05338752945848582,7
SouthAfrica,11/05/2021,Male,20-29,133.1486556,3,0.041856378361154106,6
SouthAfrica,11/05/2021,Male,20-29,133.1486556,4,0.030325227263822394,4
SouthAfrica,11/05/2021,Male,20-29,133.1486556,5,0.01879407616649068,3
SouthAfrica,11/05/2021,Male,20-29,133.1486556,6,0.01537546756075503,2
SouthAfrica,11/05/2021,Male,20-29,133.1486556,7,0.01195685895501938,2
SouthAfrica,11/05/2021,Male,20-29,133.1486556,8,0.00853825034928373,1
SouthAfrica,11/05/2021,Male,20-29,133.1486556,9,0.01001317522585059,1
SouthAfrica,11/05/2021,Male,20-29,133.1486556,10,0.00372632391136882,0
SouthAfrica,11/05/2021,Male,20-29,133.1486556,11,0.002981059129095056,0
SouthAfrica,11/05/2021,Male,20-29,133.1486556,12,0.002235794346821292,0
SouthAfrica,11/05/2021,Male,20-29,133.1486556,13,0.001490529564547528,0
SouthAfrica,11/05/2021,Male,20-29,133.1486556,14,7.78893291175197e-4,0
SouthAfrica,11/05/2021,Male,20-29,133.1486556,15,0,0
SouthAfrica,11/05/2021,Male,20-29,133.1486556,16,0,0
SouthAfrica,11/05/2021,Male,20-29,133.1486556,17,0,0
SouthAfrica,03/05/2021,Female,30-39,624.635151,0,0.09568145798262309,60
SouthAfrica,03/05/2021,Female,30-39,624.635151,1,0.10152663533282048,63
SouthAfrica,03/05/2021,Female,30-39,624.635151,2,0.10737181268301786,67
SouthAfrica,03/05/2021,Female,30-39,624.635151,3,0.11321699003321524,71
SouthAfrica,03/05/2021,Female,30-39,624.635151,4,0.11906216738341262,74
SouthAfrica,03/05/2021,Female,30-39,624.635151,5,0.12490734473361001,78
SouthAfrica,03/05/2021,Female,30-39,624.635151,6,0.1260312308126997,79
SouthAfrica,03/05/2021,Female,30-39,624.635151,7,0.1271551168917894,79
SouthAfrica,03/05/2021,Female,30-39,624.635151,8,0.1282790029708791,80
SouthAfrica,03/05/2021,Female,30-39,624.635151,9,0.1211092987576549,76
SouthAfrica,03/05/2021,Female,30-39,624.635151,10,0.121852841945114,76
SouthAfrica,03/05/2021,Female,30-39,624.635151,11,0.11589238935630149,72
SouthAfrica,03/05/2021,Female,30-39,624.635151,12,0.10993193676748898,69
SouthAfrica,03/05/2021,Female,30-39,624.635151,13,0.10397148417867647,65
SouthAfrica,03/05/2021,Female,30-39,624.635151,14,0.08013715187070357,50
SouthAfrica,03/05/2021,Female,30-39,624.635151,15,0.07461363756863135,47
SouthAfrica,03/05/2021,Female,30-39,624.635151,16,0.06409388765064745,40
SouthAfrica,03/05/2021,Female,30-39,624.635151,17,0.053574137732663556,33
SouthAfrica,12/05/2021,Male,30-39,778.364849,0,0.1659444355549675,129
SouthAfrica,12/05/2021,Male,30-39,778.364849,1,0.1613634114007532,126
SouthAfrica,12/05/2021,Male,30-39,778.364849,2,0.1567823872465389,122
SouthAfrica,12/05/2021,Male,30-39,778.364849,3,0.1522013630923246,118
SouthAfrica,12/05/2021,Male,30-39,778.364849,4,0.1476203389381103,115
SouthAfrica,12/05/2021,Male,30-39,778.364849,5,0.143039314783896,111
SouthAfrica,12/05/2021,Male,30-39,778.364849,6,0.12972141815774665,101
SouthAfrica,12/05/2021,Male,30-39,778.364849,7,0.1164035215315973,91
SouthAfrica,12/05/2021,Male,30-39,778.364849,8,0.10308562490544795,80
SouthAfrica,12/05/2021,Male,30-39,778.364849,9,0.09709262137085238,76
SouthAfrica,12/05/2021,Male,30-39,778.364849,10,0.08852583332662435,69
SouthAfrica,12/05/2021,Male,30-39,778.364849,11,0.07785278275805502,61
SouthAfrica,12/05/2021,Male,30-39,778.364849,12,0.06717973218948568,52
SouthAfrica,12/05/2021,Male,30-39,778.364849,13,0.05650668162091634,44
SouthAfrica,12/05/2021,Male,30-39,778.364849,14,0.03414109094142863,27
SouthAfrica,12/05/2021,Male,30-39,778.364849,15,0.026977860838945284,21
SouthAfrica,12/05/2021,Male,30-39,778.364849,16,0.022361181962331424,17
SouthAfrica,12/05/2021,Male,30-39,778.364849,17,0.017744503085717563,14
SouthAfrica,04/05/2021,Female,40-49,1860,0,0.015571970961359484,29
SouthAfrica,04/05/2021,Female,40-49,1860,1,0.0227034691776041,42
SouthAfrica,04/05/2021,Female,40-49,1860,2,0.02983496739384871,55
SouthAfrica,04/05/2021,Female,40-49,1860,3,0.03696646561009333,69
SouthAfrica,04/05/2021,Female,40-49,1860,4,0.04409796382633794,82
SouthAfrica,04/05/2021,Female,40-49,1860,5,0.05122946204258255,95
SouthAfrica,04/05/2021,Female,40-49,1860,6,0.06011986123059066,112
SouthAfrica,04/05/2021,Female,40-49,1860,7,0.06901026041859877,128
SouthAfrica,04/05/2021,Female,40-49,1860,8,0.07790065960660687,145
SouthAfrica,04/05/2021,Female,40-49,1860,9,0.08809256613256039,164
SouthAfrica,04/05/2021,Female,40-49,1860,10,0.0961278533352387,179
SouthAfrica,04/05/2021,Female,40-49,1860,11,0.10052930786975466,187
SouthAfrica,04/05/2021,Female,40-49,1860,12,0.10493076240427061,195
SouthAfrica,04/05/2021,Female,40-49,1860,13,0.10933221693878657,203
SouthAfrica,04/05/2021,Female,40-49,1860,14,0.09729976959729109,181
SouthAfrica,04/05/2021,Female,40-49,1860,15,0.09961010634931905,185
SouthAfrica,04/05/2021,Female,40-49,1860,16,0.10013432689525371,186
SouthAfrica,04/05/2021,Female,40-49,1860,17,0.10065854744118839,187
SouthAfrica,13/05/2021,Male,40-49,2236,0,0.0913228071125361,204
SouthAfrica,13/05/2021,Male,40-49,2236,1,0.10204567916168808,228
SouthAfrica,13/05/2021,Male,40-49,2236,2,0.11276855121084006,252
SouthAfrica,13/05/2021,Male,40-49,2236,3,0.12349142325999204,276
SouthAfrica,13/05/2021,Male,40-49,2236,4,0.13421429530914403,300
SouthAfrica,13/05/2021,Male,40-49,2236,5,0.14493716735829598,324
SouthAfrica,13/05/2021,Male,40-49,2236,6,0.14913862099763028,333
SouthAfrica,13/05/2021,Male,40-49,2236,7,0.15334007463696459,343
SouthAfrica,13/05/2021,Male,40-49,2236,8,0.1575415282762989,352
SouthAfrica,13/05/2021,Male,40-49,2236,9,0.1389231065507587,311
SouthAfrica,13/05/2021,Male,40-49,2236,10,0.1447194077534435,324
SouthAfrica,13/05/2021,Male,40-49,2236,11,0.1420474809123077,318
SouthAfrica,13/05/2021,Male,40-49,2236,12,0.1393755540711719,312
SouthAfrica,13/05/2021,Male,40-49,2236,13,0.1367036272300361,306
SouthAfrica,13/05/2021,Male,40-49,2236,14,0.10988319857353156,246
SouthAfrica,13/05/2021,Male,40-49,2236,15,0.1068500801840942,239
SouthAfrica,13/05/2021,Male,40-49,2236,16,0.09803886641754776,219
SouthAfrica,13/05/2021,Male,40-49,2236,17,0.08922765265100131,200
SouthAfrica,05/05/2021,Female,50-59,3518,0,0,0
SouthAfrica,05/05/2021,Female,50-59,3518,1,4.3897469170990703e-4,2
SouthAfrica,05/05/2021,Female,50-59,3518,2,8.779493834198141e-4,3
SouthAfrica,05/05/2021,Female,50-59,3518,3,0.0013169240751297212,5
SouthAfrica,05/05/2021,Female,50-59,3518,4,0.0017558987668396281,6
SouthAfrica,05/05/2021,Female,50-59,3518,5,0.002238962057691139,8
SouthAfrica,05/05/2021,Female,50-59,3518,6,0.005435205384551639,19
SouthAfrica,05/05/2021,Female,50-59,3518,7,0.008675537310553743,31
SouthAfrica,05/05/2021,Female,50-59,3518,8,0.011350956811115732,40
SouthAfrica,05/05/2021,Female,50-59,3518,9,0.014591288737117836,51
SouthAfrica,05/05/2021,Female,50-59,3518,10,0.017251427421166914,61
SouthAfrica,05/05/2021,Female,50-59,3518,11,0.0249429796373828,88
SouthAfrica,05/05/2021,Female,50-59,3518,12,0.03205433861164566,113
SouthAfrica,05/05/2021,Female,50-59,3518,13,0.0401302278837432,141
SouthAfrica,05/05/2021,Female,50-59,3518,14,0.04724158685800606,166
SouthAfrica,05/05/2021,Female,50-59,3518,15,0.05475256370466349,193
SouthAfrica,05/05/2021,Female,50-59,3518,16,0.06117396475812989,215
SouthAfrica,05/05/2021,Female,50-59,3518,17,0.06799498368399086,239
SouthAfrica,14/05/2021,Male,50-59,4658,0,0.0239243165806893,111
SouthAfrica,14/05/2021,Male,50-59,4658,1,0.02796321001157148,130
SouthAfrica,14/05/2021,Male,50-59,4658,2,0.03200210344245366,149
SouthAfrica,14/05/2021,Male,50-59,4658,3,0.03604099687333584,168
SouthAfrica,14/05/2021,Male,50-59,4658,4,0.04007989030421802,187
SouthAfrica,14/05/2021,Male,50-59,4658,5,0.04441336703070695,207
SouthAfrica,14/05/2021,Male,50-59,4658,6,0.05517583178506272,257
SouthAfrica,14/05/2021,Male,50-59,4658,7,0.06623287983502524,309
SouthAfrica,14/05/2021,Male,50-59,4658,8,0.07567368451051242,352
SouthAfrica,14/05/2021,Male,50-59,4658,9,0.07443612218884751,347
SouthAfrica,14/05/2021,Male,50-59,4658,10,0.07647434313185718,356
SouthAfrica,14/05/2021,Male,50-59,4658,11,0.0867508578467765,404
SouthAfrica,14/05/2021,Male,50-59,4658,12,0.09310250226574397,434
SouthAfrica,14/05/2021,Male,50-59,4658,13,0.10146323462776635,473
SouthAfrica,14/05/2021,Male,50-59,4658,14,0.09496203284262227,442
SouthAfrica,14/05/2021,Male,50-59,4658,15,0.09898436598986587,461
SouthAfrica,14/05/2021,Male,50-59,4658,16,0.10335492047700116,481
SouthAfrica,14/05/2021,Male,50-59,4658,17,0.10811831953271601,504
SouthAfrica,06/05/2021,Female,60-69,3726,0,0,0
SouthAfrica,06/05/2021,Female,60-69,3726,1,0,0
SouthAfrica,06/05/2021,Female,60-69,3726,2,0,0
SouthAfrica,06/05/2021,Female,60-69,3726,3,0,0
SouthAfrica,06/05/2021,Female,60-69,3726,4,0,0
SouthAfrica,06/05/2021,Female,60-69,3726,5,0,0
SouthAfrica,06/05/2021,Female,60-69,3726,6,0,0
SouthAfrica,06/05/2021,Female,60-69,3726,7,0,0
SouthAfrica,06/05/2021,Female,60-69,3726,8,0,0
SouthAfrica,06/05/2021,Female,60-69,3726,9,0,0
SouthAfrica,06/05/2021,Female,60-69,3726,10,0,0
SouthAfrica,06/05/2021,Female,60-69,3726,11,4.8951535501084e-4,2
SouthAfrica,06/05/2021,Female,60-69,3726,12,9.7903071002168e-4,4
SouthAfrica,06/05/2021,Female,60-69,3726,13,0.001462094000873191,5
SouthAfrica,06/05/2021,Female,60-69,3726,14,0.001951609355884031,7
SouthAfrica,06/05/2021,Female,60-69,3726,15,0.002434672646735542,9
SouthAfrica,06/05/2021,Female,60-69,3726,16,0.005615635157083131,21
SouthAfrica,06/05/2021,Female,60-69,3726,17,0.00879014560327139,33
SouthAfrica,15/05/2021,Male,60-69,4976,0,0.008029897023849314,40
SouthAfrica,15/05/2021,Male,60-69,4976,1,0.009060439372911028,45
SouthAfrica,15/05/2021,Male,60-69,4976,2,0.010090981721972741,50
SouthAfrica,15/05/2021,Male,60-69,4976,3,0.011121524071034453,55
SouthAfrica,15/05/2021,Male,60-69,4976,4,0.012152066420096166,60
SouthAfrica,15/05/2021,Male,60-69,4976,5,0.0114614040384211,57
SouthAfrica,15/05/2021,Male,60-69,4976,6,0.01447992019093417,72
SouthAfrica,15/05/2021,Male,60-69,4976,7,0.01577723161271046,79
SouthAfrica,15/05/2021,Male,60-69,4976,8,0.017925573175016744,89
SouthAfrica,15/05/2021,Male,60-69,4976,9,0.019222884596793038,96
SouthAfrica,15/05/2021,Male,60-69,4976,10,0.022595395662980144,112
SouthAfrica,15/05/2021,Male,60-69,4976,11,0.0255650514817467,127
SouthAfrica,15/05/2021,Male,60-69,4976,12,0.030609906944924072,152
SouthAfrica,15/05/2021,Male,60-69,4976,13,0.036559627045888346,182
SouthAfrica,15/05/2021,Male,60-69,4976,14,0.04160448250906572,207
SouthAfrica,15/05/2021,Male,60-69,4976,15,0.04840523275055998,241
SouthAfrica,15/05/2021,Male,60-69,4976,16,0.05137226920385866,256
SouthAfrica,15/05/2021,Male,60-69,4976,17,0.05609520043547423,279
SouthAfrica,07/05/2021,Female,70-79,3152,0,0,0
SouthAfrica,07/05/2021,Female,70-79,3152,1,0,0
SouthAfrica,07/05/2021,Female,70-79,3152,2,0,0
SouthAfrica,07/05/2021,Female,70-79,3152,3,0,0
SouthAfrica,07/05/2021,Female,70-79,3152,4,0,0
SouthAfrica,07/05/2021,Female,70-79,3152,5,0,0
SouthAfrica,07/05/2021,Female,70-79,3152,6,0,0
SouthAfrica,07/05/2021,Female,70-79,3152,7,0,0
SouthAfrica,07/05/2021,Female,70-79,3152,8,0,0
SouthAfrica,07/05/2021,Female,70-79,3152,9,0,0
SouthAfrica,07/05/2021,Female,70-79,3152,10,0,0
SouthAfrica,07/05/2021,Female,70-79,3152,11,0,0
SouthAfrica,07/05/2021,Female,70-79,3152,12,0,0
SouthAfrica,07/05/2021,Female,70-79,3152,13,0,0
SouthAfrica,07/05/2021,Female,70-79,3152,14,0,0
SouthAfrica,07/05/2021,Female,70-79,3152,15,0,0
SouthAfrica,07/05/2021,Female,70-79,3152,16,0,0
SouthAfrica,07/05/2021,Female,70-79,3152,17,0,0
SouthAfrica,16/05/2021,Male,70-79,4106,0,0.00287880072918787,12
SouthAfrica,16/05/2021,Male,70-79,4106,1,0.003538874779200497,15
SouthAfrica,16/05/2021,Male,70-79,4106,2,0.0041989488292131245,17
SouthAfrica,16/05/2021,Male,70-79,4106,3,0.004859022879225751,20
SouthAfrica,16/05/2021,Male,70-79,4106,4,0.005519096929238378,23
SouthAfrica,16/05/2021,Male,70-79,4106,5,0.005702466522361652,23
SouthAfrica,16/05/2021,Male,70-79,4106,6,0.0059318211895173795,24
SouthAfrica,16/05/2021,Male,70-79,4106,7,0.005684471399783753,23
SouthAfrica,16/05/2021,Male,70-79,4106,8,0.006054616608703415,25
SouthAfrica,16/05/2021,Male,70-79,4106,9,0.005765363114916538,24
SouthAfrica,16/05/2021,Male,70-79,4106,10,0.005772208640938344,24
SouthAfrica,16/05/2021,Male,70-79,4106,11,0.005978481960346903,25
SouthAfrica,16/05/2021,Male,70-79,4106,12,0.006397046891457643,26
SouthAfrica,16/05/2021,Male,70-79,4106,13,0.005706384509782576,23
SouthAfrica,16/05/2021,Male,70-79,4106,14,0.0059452443943046225,24
SouthAfrica,16/05/2021,Male,70-79,4106,15,0.006051782057871537,25
SouthAfrica,16/05/2021,Male,70-79,4106,16,0.010294467714265431,42
SouthAfrica,16/05/2021,Male,70-79,4106,17,0.014045421056526806,58
SouthAfrica,08/05/2021,Female,80+,2530,0,0,0
SouthAfrica,08/05/2021,Female,80+,2530,1,0,0
SouthAfrica,08/05/2021,Female,80+,2530,2,0,0
SouthAfrica,08/05/2021,Female,80+,2530,3,0,0
SouthAfrica,08/05/2021,Female,80+,2530,4,0,0
SouthAfrica,08/05/2021,Female,80+,2530,5,0,0
SouthAfrica,08/05/2021,Female,80+,2530,6,0,0
SouthAfrica,08/05/2021,Female,80+,2530,7,0,0
SouthAfrica,08/05/2021,Female,80+,2530,8,0,0
SouthAfrica,08/05/2021,Female,80+,2530,9,0,0
SouthAfrica,08/05/2021,Female,80+,2530,10,0,0
SouthAfrica,08/05/2021,Female,80+,2530,11,0,0
SouthAfrica,08/05/2021,Female,80+,2530,12,0,0
SouthAfrica,08/05/2021,Female,80+,2530,13,0,0
SouthAfrica,08/05/2021,Female,80+,2530,14,0,0
SouthAfrica,08/05/2021,Female,80+,2530,15,0,0
SouthAfrica,08/05/2021,Female,80+,2530,16,0,0
SouthAfrica,08/05/2021,Female,80+,2530,17,0,0
SouthAfrica,17/05/2021,Male,80+,2449,0,0,0
SouthAfrica,17/05/2021,Male,80+,2449,1,0,0
SouthAfrica,17/05/2021,Male,80+,2449,2,0,0
SouthAfrica,17/05/2021,Male,80+,2449,3,0,0
SouthAfrica,17/05/2021,Male,80+,2449,4,0,0
SouthAfrica,17/05/2021,Male,80+,2449,5,8.82187981582543e-5,0
SouthAfrica,17/05/2021,Male,80+,2449,6,1.353881738478831e-4,0
SouthAfrica,17/05/2021,Male,80+,2449,7,2.707763476957662e-4,1
SouthAfrica,17/05/2021,Male,80+,2449,8,5.449478457136586e-4,1
SouthAfrica,17/05/2021,Male,80+,2449,9,6.803360195615416e-4,2
SouthAfrica,17/05/2021,Male,80+,2449,10,0.0016638168028014228,4
SouthAfrica,17/05/2021,Male,80+,2449,11,0.001626446316254399,4
SouthAfrica,17/05/2021,Male,80+,2449,12,0.0024371684390993727,6
SouthAfrica,17/05/2021,Male,80+,2449,13,0.0025927519463385903,6
SouthAfrica,17/05/2021,Male,80+,2449,14,0.0034034740691835643,8
SouthAfrica,17/05/2021,Male,80+,2449,15,0.003697840900592791,9
SouthAfrica,17/05/2021,Male,80+,2449,16,0.004304962388965922,11
SouthAfrica,17/05/2021,Male,80+,2449,17,0.004395728585903305,11
