Period,age,fertility_rate,country,gender,date
2015-2020,25-29,99.85456187895213,United States of America,Female,2015
2015-2020,25-29,99.77667913771602,United States of America,Female,2016
2015-2020,25-29,99.76152832674572,United States of America,Female,2017
2015-2020,25-29,99.81684155754054,United States of America,Female,2018
2015-2020,25-29,99.90454506400893,United States of America,Female,2019
2000-2005,30-34,94.44728564180619,United States of America,Female,2003
2000-2005,30-34,94.18940936863544,United States of America,Female,2004
2005-2010,30-34,98.45806978167721,United States of America,Female,2005
2005-2010,30-34,98.39899815988551,United States of America,Female,2006
2005-2010,30-34,98.49596320899336,United States of America,Female,2007
2005-2010,30-34,98.38868501529052,United States of America,Female,2008
2005-2010,30-34,98.44734172077922,United States of America,Female,2009
2010-2015,30-34,98.45088161209068,United States of America,Female,2010
2010-2015,30-34,98.31243135297055,United States of America,Female,2011
2010-2015,30-34,98.30768471934498,United States of America,Female,2012
2010-2015,30-34,98.33991441353822,United States of America,Female,2013
2010-2015,30-34,98.42297374976049,United States of America,Female,2014
2015-2020,30-34,100.3428328772294,United States of America,Female,2015
2015-2020,30-34,100.36213953488372,United States of America,Female,2016
2015-2020,30-34,100.24678781204112,United States of America,Female,2017
2015-2020,30-34,100.16773842949009,United States of America,Female,2018
2015-2020,30-34,100.22232150835492,United States of America,Female,2019
2000-2005,35-39,42.88069679849341,United States of America,Female,2003
2000-2005,35-39,43.053756228440015,United States of America,Female,2004
2005-2010,35-39,46.87646887442945,United States of America,Female,2005
2005-2010,35-39,46.815426997245176,United States of America,Female,2006
2005-2010,35-39,46.8815711168419,United States of America,Female,2007
2005-2010,35-39,46.89315941451758,United States of America,Female,2008
2005-2010,35-39,46.88558603491272,United States of America,Female,2009
2010-2015,35-39,48.87965644661939,United States of America,Female,2010
2010-2015,35-39,48.91996798719488,United States of America,Female,2011
2010-2015,35-39,48.84556100490441,United States of America,Female,2012
2010-2015,35-39,48.991601679664065,United States of America,Female,2013
2010-2015,35-39,48.830842797369996,United States of America,Female,2014
2015-2020,35-39,51.35780724322185,United States of America,Female,2015
2015-2020,35-39,51.41245098039216,United States of America,Female,2016
2015-2020,35-39,51.401143632486914,United States of America,Female,2017
2015-2020,35-39,51.45298900047824,United States of America,Female,2018
2015-2020,35-39,51.53498679743493,United States of America,Female,2019
2000-2005,40-44,8.554829018291066,United States of America,Female,2003
2000-2005,40-44,8.537587645335936,United States of America,Female,2004
2005-2010,40-44,9.664759009210409,United States of America,Female,2005
2005-2010,40-44,9.611121173700417,United States of America,Female,2006
2005-2010,40-44,9.680404783808648,United States of America,Female,2007
2005-2010,40-44,9.683171096967428,United States of America,Female,2008
2005-2010,40-44,9.682998763200457,United States of America,Female,2009
2010-2015,40-44,10.473237534959976,United States of America,Female,2010
2010-2015,40-44,10.491517160686428,United States of America,Female,2011
2010-2015,40-44,10.45979381443299,United States of America,Female,2012
2010-2015,40-44,10.449526813880126,United States of America,Female,2013
2010-2015,40-44,10.445685479885341,United States of America,Female,2014
2015-2020,40-44,11.18494304110946,United States of America,Female,2015
2015-2020,40-44,11.119607259744123,United States of America,Female,2016
2015-2020,40-44,11.124466501240695,United States of America,Female,2017
2015-2020,40-44,11.084821428571429,United States of America,Female,2018
2015-2020,40-44,11.15625,United States of America,Female,2019
2000-2005,45-49,0.4971948864158926,United States of America,Female,2003
2000-2005,45-49,0.4911676782317239,United States of America,Female,2004
2005-2010,45-49,0.6207236252910622,United States of America,Female,2005
2005-2010,45-49,0.6091902941960715,United States of America,Female,2006
2005-2010,45-49,0.5993983898080155,United States of America,Female,2007
2005-2010,45-49,0.6319511979488993,United States of America,Female,2008
2005-2010,45-49,0.6323777403035413,United States of America,Female,2009
2010-2015,45-49,0.6714694827277609,United States of America,Female,2010
2010-2015,45-49,0.6750951604132681,United States of America,Female,2011
2010-2015,45-49,0.6780519241392009,United States of America,Female,2012
2010-2015,45-49,0.68,United States of America,Female,2013
2010-2015,45-49,0.6895829365835079,United States of America,Female,2014
2015-2020,45-49,0.7399613899613899,United States of America,Female,2015
2015-2020,45-49,0.7543158100068272,United States of America,Female,2016
2015-2020,45-49,0.7434184675834971,United States of America,Female,2017
2015-2020,45-49,0.7438831886345698,United States of America,Female,2018
2015-2020,45-49,0.7602651627584842,United States of America,Female,2019
