"category","gender","li_raw","ui_raw","li_percent","ui_percent","raw","percent","country"
"[5-10)","Female",36053.958932968,37683.740979552,4.07795505341081,4.24962674792941,36839.036870042,4.15862687906664,"India"
"[5-10)","Male",148657.985578354,152514.059838267,16.8726487958021,17.1465910701306,150685.275441178,17.0103208436168,"India"
"[10-18)","Female",132499.292848198,136395.863216891,14.9726778368626,15.3914921568721,134476.894233992,15.1806147632937,"India"
"[10-18)","Male",436781.588484512,444872.114756922,49.4983596015101,50.0303595622981,440865.981296378,49.7677810186224,"India"
"[0-5)","Female",1411.005168,1553.950136,3.50347722139729,3.83915454256327,1487.08878,3.67730900798176,"Iran (Islamic Republic of)"
"[0-5)","Male",5180.602308,5452.7164991,12.9203787944394,13.3829546814348,5318.936148,13.1527936145952,"Iran (Islamic Republic of)"
"[5-10)","Female",2001.229552,2160.313468,4.9749861392692,5.33434966687645,2088.840984,5.16533637400228,"Iran (Islamic Republic of)"
"[5-10)","Male",7151.859528,7430.832772,17.8463069459745,18.2347719437241,7292.498932,18.0330672748005,"Iran (Islamic Republic of)"
"[10-18)","Female",5201.2947449,5480.325628,12.9236016157126,13.5245137487417,5351.214044,13.2326111744584,"Iran (Islamic Republic of)"
"[10-18)","Male",18633.2224134,19166.153532,46.3346776287377,47.1600196794186,18901.013672,46.7388825541619,"Iran (Islamic Republic of)"
"[0-5)","Female",59,76,1.86999690574557,2.37203495630462,67,2.0930959075289,"Italy"
"[0-5)","Male",236,258,7.44943618099582,7.98365943500595,248,7.7475788815995,"Italy"
"[5-10)","Female",122,145,3.86189512127347,4.49600318395198,135,4.2174320524836,"Italy"
"[5-10)","Male",467,501.025,14.7737519523125,15.4594099348412,483,15.0890346766635,"Italy"
"[10-18)","Female",444,497,13.9787303988376,15.4395943601376,470,14.6829115901281,"Italy"
"[10-18)","Male",1754,1843,55.3708576283596,57.0129817405138,1798,56.1699468915964,"Italy"
"[0-5)","Female",106.975,143.025,2.48905193355102,3.27015030447983,125,2.90292614955876,"Kenya"
"[0-5)","Male",756.975,863.025,18.0610804905584,19.5731418615444,811,18.8341848583372,"Kenya"
"[5-10)","Female",164,211.025,3.8535139581478,4.84823468251724,187,4.3427775197399,"Kenya"
"[5-10)","Male",895.975,1026,21.5524321987623,23.0146727219522,963,22.3641430562006,"Kenya"
"[10-18)","Female",379.975,471.025,8.89792591921347,10.878295940174,423,9.82350209010683,"Kenya"
"[10-18)","Male",1689.925,1902.05,40.5472964972442,42.9279838516068,1797,41.7324663260567,"Kenya"
"[0-5)","Female",53,81,2.41015332143649,3.6028676351257,65,2.91479820627803,"Malawi"
"[0-5)","Male",304.975,379.025,14.243331885342,16.3543911366351,338,15.1569506726457,"Malawi"
"[5-10)","Female",72,105.025,3.29842723648033,4.56457082585903,87,3.90134529147982,"Malawi"
"[5-10)","Male",405,501.025,19.1922027455409,21.3364956553701,455,20.4035874439462,"Malawi"
"[10-18)","Female",179,255,8.14963176978145,11.3154824570827,217,9.73094170403587,"Malawi"
"[10-18)","Male",969,1162.025,45.8950597670931,49.7974022106411,1068,47.8923766816144,"Malawi"
"[0-5)","Female",3714.23843509,3920.346463858,2.83243014761332,2.97868833947527,3815.145490841,2.90492382135618,"Mexico"
"[0-5)","Male",12218.2342324713,12536.1988060186,9.33677555787323,9.51102958507584,12364.334767447,9.41443797815994,"Mexico"
"[5-10)","Female",6749.98426818618,7039.98470553865,5.15688246940802,5.34674431714173,6893.884170563,5.24913359053162,"Mexico"
"[5-10)","Male",21619.87343431,22077.3366450365,16.5382854235047,16.7352065270415,21849.598008041,16.6366965278232,"Mexico"
"[10-18)","Female",22311.0867662044,23028.3319715238,17.0248605160354,17.4786416104871,22663.295329948,17.2562610344602,"Mexico"
"[10-18)","Male",63204.1541749895,64301.5184062817,48.297765190886,48.7751817940769,63747.495731036,48.5385470476689,"Mexico"
"[0-5)","Female",84,121.025,2.1888913643222,3.14949514845402,103,2.67185473411154,"Nigeria"
"[0-5)","Male",572.975,661,15.4656880975718,16.5661211853162,619,16.0570687418936,"Nigeria"
"[5-10)","Female",118,160.025,3.09536978863976,4.1308072869779,140,3.63164721141375,"Nigeria"
"[5-10)","Male",778.95,884.025,21.0468994032321,22.1492380451918,833,21.6083009079118,"Nigeria"
"[10-18)","Female",276,353,7.19295694285953,9.11424895295863,311,8.0674448767834,"Nigeria"
"[10-18)","Male",1737.975,1953,46.8303207032848,49.0802962118311,1849,47.9636835278859,"Nigeria"
"[0-5)","Female",730,836,2.92325451868944,3.32612560560013,778,3.09012193668825,"Peru"
"[0-5)","Male",3012,3375.075,12.0772874913099,13.4790718565156,3214,12.765619414545,"Peru"
"[5-10)","Female",1137.95,1271,4.57696748727421,5.05462741757681,1208,4.79802994796838,"Peru"
"[5-10)","Male",4433,4938.05,17.9115781041434,19.4682918213682,4736,18.8108193986575,"Peru"
"[10-18)","Female",3202.975,3495.05,12.8544275033719,13.8986102275668,3339,13.2621043015451,"Peru"
"[10-18)","Male",11397.9,12302.05,46.217356831034,48.3300385870584,11902,47.2733050005958,"Peru"
"[0-5)","Female",328,376,5.10346455602713,5.7063981193305,350,5.37964955425761,"Philippines"
"[0-5)","Male",580,630.025,9.01775721533454,9.60706443895019,607,9.32984936981248,"Philippines"
"[5-10)","Female",538,604.025,8.37804016932478,9.16374195678791,568,8.73040270519521,"Philippines"
"[5-10)","Male",919,988,14.3180529342159,15.0481502110871,954,14.6633876421765,"Philippines"
"[10-18)","Female",1490,1632.025,23.1489266884086,24.8178611168492,1562,24.0086074392868,"Philippines"
"[10-18)","Male",2383.975,2539,37.0127886573646,38.7598825650747,2465,37.8881032892714,"Philippines"
"[0-5)","Female",133,160,4.2833813991409,5.02043475032259,146,4.62464364903389,"Poland"
"[0-5)","Male",303,334,9.70375488809841,10.4726704534287,320,10.1362052581565,"Poland"
"[5-10)","Female",209,239,6.71919610385913,7.52158399373987,225,7.12701932214127,"Poland"
"[5-10)","Male",458,494,14.7077698573606,15.4260872894859,477,15.1092809629395,"Poland"
"[10-18)","Female",539,595,17.3195330159025,18.7501510634869,568,17.9917643332277,"Poland"
"[10-18)","Male",1378,1466,44.2144050158106,45.9462912289485,1421,45.0110864745011,"Poland"
"[0-5)","Female",4131.98001966025,4607.80585678238,5.06019736906823,5.56295143107631,4374.051173545,5.32000267504849,"South Africa"
"[0-5)","Male",11150.8750525576,12036.20115511,13.6434103734578,14.5537142870382,11571.578497455,14.0740988430415,"South Africa"
"[5-10)","Female",6356.25789644,6884.18195464237,7.77367907175052,8.32670569690335,6611.937820475,8.04186450879422,"South Africa"
"[5-10)","Male",14689.1552916226,15821.9823098874,18.0522917691852,19.0378099488693,15236.32407529,18.5313983815957,"South Africa"
"[10-18)","Female",15244.3656212879,16259.04377143,18.6192221773515,19.7094646928882,15736.68693738,19.1399719119909,"South Africa"
"[10-18)","Male",27778.1116608305,29521.8899814466,34.1418966415817,35.4989400021174,28688.387175325,34.8926636795292,"South Africa"
"[0-5)","Female",62,79,2.71198445009422,3.36314288593809,70,3.02114803625378,"Spain"
"[0-5)","Male",167,188,7.31081090552351,8.02579784425991,178,7.68234786361675,"Spain"
"[5-10)","Female",109,130,4.77869823161166,5.56279889121047,120,5.17911091929219,"Spain"
"[5-10)","Male",304,332.025,13.361829459399,14.1575044648199,319,13.7678031937851,"Spain"
"[10-18)","Female",402,452.025,17.6337196527935,19.3651034947992,429,18.5153215364696,"Spain"
"[10-18)","Male",1167,1237,50.8820813416584,52.8706342970568,1201,51.8342684505827,"Spain"
"[0-5)","Female",5532,5697.025,5.28140142097277,5.41981137735807,5614,5.3520697084676,"USA"
"[0-5)","Male",15837.975,16108,15.1476983173504,15.3147297618155,15974,15.2287070757145,"USA"
"[5-10)","Female",7442,7646.05,7.110153288054,7.27252779438377,7542,7.19011573588575,"USA"
"[5-10)","Male",19183,19469.025,18.3444914311297,18.5088783465712,19330,18.4281274429424,"USA"
"[10-18)","Female",15893.95,16268,15.1822043053256,15.4892102295614,16081,15.3307148168627,"USA"
"[10-18)","Male",40070.875,40605.025,38.3118799993431,38.6167944438862,40353,38.470265220127,"USA"
"[0-5)","Female",168,217,6.44414656941485,8.20056912627196,193,7.25563909774436,"Zimbabwe"
"[0-5)","Male",434,533.025,17.0333831825682,19.4113786011071,486,18.2706766917293,"Zimbabwe"
"[5-10)","Female",189,243,7.30848394652692,9.00096044286465,215,8.08270676691729,"Zimbabwe"
"[5-10)","Male",495,610,19.6984476989743,21.9739832559382,556,20.9022556390977,"Zimbabwe"
"[10-18)","Female",298,375,11.3258754975208,14.0429095146163,335,12.593984962406,"Zimbabwe"
"[10-18)","Male",791.975,947,31.2379505348287,34.4956443584071,875,32.8947368421053,"Zimbabwe"
