country,age,gender,date,estimated_value,pop,rate,afr
Brazil,35-39,female,2015,310268.58446805814,8016,38.7061607370332,36.9015011430222
Brazil,35-39,female,2016,314399.97867525654,8191,38.38358914360354,36.5601996995888
Brazil,35-39,female,2017,317091.72700135177,8370,37.88431624866807,36.1693913304916
Brazil,35-39,female,2018,318957.00749033334,8535,37.37047539429799,35.8379464372521
Brazil,35-39,female,2019,322487.46457445045,8662,37.23013906424041,35.855714640307106
Brazil,40-44,female,2002,55653.46599413878,5963,9.333131979563774,9.23685836144276
Brazil,40-44,female,2003,56400.922371496956,6152,9.16790025544489,9.10664391466006
Brazil,40-44,female,2004,57125.87528041182,6323,9.034615733103244,8.99805952401767
Brazil,40-44,female,2005,57730.70912459189,6464,8.9311121789282,8.897004668455839
Brazil,40-44,female,2006,58166.49745364557,6583,8.83586472028643,8.79415105140986
Brazil,40-44,female,2007,58255.19548400095,6674,8.728677777045393,8.68274184441948
Brazil,40-44,female,2008,58484.03658282273,6745,8.670724474843993,8.625135699932699
Brazil,40-44,female,2009,59588.08645890021,6805,8.75651527684059,8.71447471830589
Brazil,40-44,female,2010,61251.44314639979,6860,8.928781799766734,8.889633561546379
Brazil,40-44,female,2011,62908.59161459135,6911,9.102675678569144,9.06044959079302
Brazil,40-44,female,2012,64694.62470254,6953,9.304562735875162,9.22261239814959
Brazil,40-44,female,2013,66627.87567831298,6999,9.519627900887695,9.372879689750949
Brazil,40-44,female,2014,68728.66821400636,7065,9.728049287191276,9.51067705226438
Brazil,40-44,female,2015,71092.79246713105,7162,9.926388224955465,9.6404785894233
Brazil,40-44,female,2016,73840.60941427093,7282,10.140155096713944,9.766116258170259
Brazil,40-44,female,2017,76847.46254569244,7432,10.340078383435474,9.88625738348568
Brazil,40-44,female,2018,79732.57708874722,7603,10.486988963402238,9.97540164199302
Brazil,40-44,female,2019,82670.84086437598,7781,10.62470644703457,10.072026284801499
Brazil,45-49,female,2002,13665.58182595068,5039,2.71196305337382,2.6936024770536697
Brazil,45-49,female,2003,13502.729542195488,5190,2.6016819927158936,2.57478861333419
Brazil,45-49,female,2004,13376.025589095312,5347,2.5015944621461217,2.4692306240313497
Brazil,45-49,female,2005,13289.559895174383,5514,2.4101486933577045,2.3767159090927
Brazil,45-49,female,2006,13237.763915321722,5691,2.3260874917100196,2.29634098672812
Brazil,45-49,female,2007,13212.850162739405,5877,2.2482304173454835,2.22501725026625
Brazil,45-49,female,2008,13172.128838639284,6063,2.1725431038494616,2.15773366889124
Brazil,45-49,female,2009,13075.60272654587,6232,2.09813907678849,2.0891107435593
Brazil,45-49,female,2010,12903.202433156888,6374,2.0243492992087995,2.0164849436267898
Brazil,45-49,female,2011,12646.508132284394,6489,1.948914799242471,1.9381973612892
Brazil,45-49,female,2012,12267.466681337497,6580,1.8643566385011394,1.8532187028
Brazil,45-49,female,2013,11784.138285440917,6652,1.7715180825978527,1.76166120501196
Brazil,45-49,female,2014,11237.882761374556,6714,1.6737984452449444,1.66607738378452
Brazil,45-49,female,2015,10681.404724606824,6773,1.5770566550430865,1.57102505200039
Brazil,45-49,female,2016,10127.394712518837,6820,1.484955236439712,1.4767864474349501
Brazil,45-49,female,2017,9605.779600003289,6864,1.3994434149188941,1.38444936587207
Brazil,45-49,female,2018,9222.133231960652,6913,1.3340276626588532,1.3094442093744698
Brazil,45-49,female,2019,9171.687427494664,6982,1.313618938340685,1.2790780766814
Brazil,50-54,female,2002,391.16711968820147,4102,0.09536009743739675,0.0913319494446246
Brazil,50-54,female,2003,388.49063186346507,4278,0.09081127439538687,0.0873033290795224
Brazil,50-54,female,2004,386.73642208767995,4452,0.08686801933685534,0.0837241755018837
Brazil,50-54,female,2005,386.3229422127385,4620,0.0836196844616317,0.0805872800840777
Brazil,50-54,female,2006,387.09071535705993,4780,0.08098132120440585,0.07786200847902369
Brazil,50-54,female,2007,387.73336718272213,4931,0.0786317921684693,0.0754436353344227
Brazil,50-54,female,2008,388.30387054250116,5078,0.07646787525452957,0.0731622516837374
Brazil,50-54,female,2009,388.072997426959,5233,0.0741587994318668,0.0708354549122945
Brazil,50-54,female,2010,386.36787483847814,5400,0.07154960645157003,0.068372932715973
Brazil,50-54,female,2011,382.42539558732415,5573,0.0686211009487393,0.0657184365261641
Brazil,50-54,female,2012,376.22134276106937,5757,0.06535024192479927,0.06283706609117061
Brazil,50-54,female,2013,366.9890305718537,5941,0.06177226570810532,0.05973262702472
Brazil,50-54,female,2014,355.0067156812474,6108,0.05812159719732275,0.0564916674538714
Brazil,50-54,female,2015,341.40124322327637,6251,0.05461546044205349,0.053268729089708
Brazil,50-54,female,2016,326.541013144143,6363,0.051318719651759076,0.0500733817653629
Brazil,50-54,female,2017,309.6403029767459,6455,0.047969063203213924,0.0469425093604676
Brazil,50-54,female,2018,295.22466745947884,6530,0.04521051569057869,0.0443993103473682
Brazil,50-54,female,2019,290.4017093213135,6593,0.04404697547722031,0.0433696862214705
Colombia,15-19,female,2002,177624.58633328642,1967,90.30228079984059,89.5050078356344
Colombia,15-19,female,2003,175845.5997091587,1977,88.94567511844143,88.8666576952903
Colombia,15-19,female,2004,174418.07822800748,1992,87.55927621887926,88.1563817790593
Colombia,15-19,female,2005,173025.95255224197,2012,85.99699431025942,87.1151151540887
Colombia,15-19,female,2006,171319.44294799515,2036,84.14510950294458,85.66353378690431
Colombia,15-19,female,2007,169089.04425305955,2065,81.88331440826128,83.7900185631932
Colombia,15-19,female,2008,166138.87026707668,2096,79.26472818085719,81.4649399917057
Colombia,15-19,female,2009,162606.1957715089,2121,76.66487306530358,78.84739519793659
Colombia,15-19,female,2010,158633.6810537171,2135,74.30148995490262,76.2153365741025
Colombia,15-19,female,2011,154091.48983567132,2139,72.03903218123952,73.6790426757544
Colombia,15-19,female,2012,148914.07428119064,2131,69.87990346372156,71.3020087462713
Colombia,15-19,female,2013,143500.32164167383,2117,67.78475278302967,69.1559176640393
Colombia,15-19,female,2014,138240.68528350632,2103,65.73499062458693,67.1981362700577
Colombia,15-19,female,2015,133221.67112060904,2095,63.59029647761768,65.3294725542247
Colombia,15-19,female,2016,129033.76178764686,2101,61.415403040288844,63.53847104893549
Colombia,15-19,female,2017,125147.31021576234,2108,59.36779422000111,61.7972043988525
Colombia,15-19,female,2018,120839.68693364788,2111,57.242864487753614,60.4118499556853
Colombia,15-19,female,2019,117619.6164160555,2103,55.929441947720164,59.921858036805304
Colombia,20-24,female,2002,291793.37151439465,1871,155.95583726049955,154.78227715050198
Colombia,20-24,female,2003,292639.1993639361,1887,155.081716674052,153.51320395306502
Colombia,20-24,female,2004,292577.3735381256,1901,153.90708760553687,152.717482541536
Colombia,20-24,female,2005,290154.7489383716,1916,151.43776040624823,151.619233988283
Colombia,20-24,female,2006,285206.8333526192,1929,147.85216866387725,149.839537264068
Colombia,20-24,female,2007,278843.04758364893,1942,143.58550339013848,147.42900243336499
Colombia,20-24,female,2008,271760.87933405134,1956,138.9370548742594,144.341803186422
Colombia,20-24,female,2009,264240.8205421723,1971,134.06434324818483,140.514958549615
Colombia,20-24,female,2010,257684.26922360098,1991,129.42454506459114,136.59266743733102
Colombia,20-24,female,2011,252523.87935796494,2015,125.32202449526795,132.900002089954
Colombia,20-24,female,2012,248446.6736892879,2043,121.60874874659223,129.435037982744
Colombia,20-24,female,2013,245008.74379969537,2071,118.30456001916724,126.24113042733501
Colombia,20-24,female,2014,242098.00061886763,2095,115.55990483000842,123.487913769393
Colombia,20-24,female,2015,238986.03392054004,2114,113.0492118829423,120.79526747412899
Colombia,20-24,female,2016,238516.7387808364,2138,111.56068231096184,118.084040362005
Colombia,20-24,female,2017,239208.97219341327,2156,110.95035816021024,115.40031178464601
Colombia,20-24,female,2018,233982.48016151073,2168,107.92549822947912,112.62310636199099
Colombia,20-24,female,2019,227273.52634338816,2175,104.49357533029341,111.20425166321999
Colombia,25-29,female,2002,218489.2550694537,1717,127.25058536368883,131.075538622832
Colombia,25-29,female,2003,218626.6425407592,1747,125.14404266786445,129.70459607385303
Colombia,25-29,female,2004,220130.2194576972,1775,124.01702504658998,128.677292189996
Colombia,25-29,female,2005,221894.36321447187,1800,123.27464623026215,127.52088883544299
Colombia,25-29,female,2006,223232.7609850302,1823,122.45351672245212,126.125988951442
Colombia,25-29,female,2007,223415.93025487315,1843,121.22405331246509,124.4173330924
Colombia,25-29,female,2008,221806.73713100975,1861,119.18685498710894,122.337949970321
Colombia,25-29,female,2009,218460.1265305926,1877,116.3879203679236,120.06331732742399
Colombia,25-29,female,2010,213982.58377598287,1892,113.09861721774993,117.814363281217
Colombia,25-29,female,2011,209029.07977951516,1906,109.66898204591561,115.656403333213
Colombia,25-29,female,2012,204451.71766584483,1917,106.65191323205259,113.67780567559501
Colombia,25-29,female,2013,201117.17723477934,1927,104.36802139843246,112.09345847909
Colombia,25-29,female,2014,198897.09758959775,1943,102.36597920205752,110.67292624125399
Colombia,25-29,female,2015,197910.73670378883,1967,100.6155245062475,109.26842478507801
Colombia,25-29,female,2016,199742.83964741506,2008,99.47352572082424,107.82667556760799
Colombia,25-29,female,2017,203916.5495400418,2058,99.08481513121565,106.316373092368
Colombia,25-29,female,2018,207379.20822922877,2112,98.19091298732423,105.186160570626
Colombia,25-29,female,2019,210210.03883927962,2158,97.40965655202947,104.817075763158
Colombia,30-34,female,2002,151943.1948176352,1622,93.67644563356055,96.43621540894661
Colombia,30-34,female,2003,150055.3847766816,1625,92.34177524718868,95.51982913440581
Colombia,30-34,female,2004,148250.66602470382,1631,90.89556469938923,94.6809121085034
Colombia,30-34,female,2005,146532.33425209805,1644,89.131590177675207,93.73143348706441
Colombia,30-34,female,2006,145166.28866287184,1663,87.29181519114363,92.6499160186453
Colombia,30-34,female,2007,144362.88459290215,1691,85.37130963506928,91.5335107775988
Colombia,30-34,female,2008,144021.65427922373,1722,83.63626845483375,90.3051932158652
Colombia,30-34,female,2009,144267.15033890627,1753,82.29729055271322,89.03530852750049
Colombia,30-34,female,2010,145168.18031378716,1778,81.64689556455971,87.9017110275137
Colombia,30-34,female,2011,146574.48088214776,1801,81.38505323828305,86.9907862072913
Colombia,30-34,female,2012,148034.97231382816,1819,81.38261259693687,86.2808786460547
Colombia,30-34,female,2013,148999.5352035125,1834,81.24293086342011,85.68021051738981
Colombia,30-34,female,2014,148963.55697531163,1850,80.52084160827656,85.01649169653359
Colombia,30-34,female,2015,148094.45171350738,1869,79.23726683440738,84.2654949265509
Colombia,30-34,female,2016,147524.18453000282,1894,77.89027694297931,83.4208721199664
Colombia,30-34,female,2017,147420.59179247325,1923,76.66177420305421,82.4424736525511
Colombia,30-34,female,2018,146826.2110197326,1955,75.1029212377149,81.50278534471619
Colombia,30-34,female,2019,146895.4395956229,1989,73.85391633766864,81.0740638639694
Colombia,35-39,female,2002,83227.22083368666,1541,54.00857938590958,53.444484951849006
Colombia,35-39,female,2003,82871.31471263897,1560,53.12263763630703,52.8794451770618
Colombia,35-39,female,2004,82151.33421696161,1575,52.15957728061054,52.2833615895201
Colombia,35-39,female,2005,80713.63406990949,1587,50.85925272206017,51.3939286183495
Colombia,35-39,female,2006,78853.21044074693,1595,49.437749492631305,50.3659857733157
Colombia,35-39,female,2007,76964.5743621384,1599,48.1329420651272,49.4055218838946
Colombia,35-39,female,2008,75247.3324864823,1604,46.912302048929114,48.5912364943448
Colombia,35-39,female,2009,73535.63545596373,1611,45.64595621102652,47.7643515101417
Colombia,35-39,female,2010,72346.12172677727,1624,44.54810451156236,47.1433124077922
Colombia,35-39,female,2011,71871.54728108487,1644,43.71748618070856,46.753836538144704
Colombia,35-39,female,2012,72029.05394885711,1669,43.15701255174183,46.5208494577398
Colombia,35-39,female,2013,72774.96453764632,1698,42.85922528718864,46.4009434996938
Colombia,35-39,female,2014,74169.55926520402,1728,42.92219864884492,46.4121397979347
Colombia,35-39,female,2015,75653.22350647471,1757,43.05818070943353,46.2632435767094
Colombia,35-39,female,2016,77188.46938587548,1787,43.19444285723306,45.8779163487157
Colombia,35-39,female,2017,78446.76353657682,1818,43.15003494861212,45.276945088715095
Colombia,35-39,female,2018,78752.6202623474,1849,42.592006631880686,44.5711085204677
Colombia,35-39,female,2019,78705.49604936533,1877,41.931537586236196,44.15570089786
Colombia,40-44,female,2002,24070.641231799964,1326,18.15282144177976,17.4833745825383
Colombia,40-44,female,2003,24626.47598269975,1377,17.884151040450075,17.3727838330054
Colombia,40-44,female,2004,25127.54902076965,1423,17.658151103843746,17.2702112472506
Colombia,40-44,female,2005,25230.838069443653,1462,17.257755177458037,16.9758532874264
Colombia,40-44,female,2006,24842.512127307356,1494,16.628187501544414,16.4633460677849
Colombia,40-44,female,2007,24088.586854626978,1520,15.847754509623012,15.816884786495702
Colombia,40-44,female,2008,23117.569966259824,1541,15.001667726320457,15.112376922701399
Colombia,40-44,female,2009,22110.946324881166,1556,14.210119746067587,14.4402963520745
Colombia,40-44,female,2010,21137.3033654593,1567,13.489025759705997,13.8309075518431
Colombia,40-44,female,2011,20273.564077923744,1576,12.863936597667351,13.3252062121608
Colombia,40-44,female,2012,19517.939898466495,1579,12.36094990403198,12.9100203353496
Colombia,40-44,female,2013,18853.59295930902,1580,11.932653771714568,12.5601254079961
Colombia,40-44,female,2014,18316.82702047521,1588,11.534525831533509,12.2832488299331
Colombia,40-44,female,2015,17953.86124937739,1604,11.19318033003578,12.071639214498799
Colombia,40-44,female,2016,18022.153314115956,1628,11.070118743314469,12.0433121152261
Colombia,40-44,female,2017,18356.89672223538,1663,11.038422562979783,12.0889897913603
Colombia,40-44,female,2018,18620.312631246314,1703,10.933830082939703,12.038380719757699
Colombia,40-44,female,2019,18880.16212852077,1741,10.844435455784474,11.934265010888701
Colombia,45-49,female,2002,3655.635182542939,1113,3.2844880346297747,3.25715267727755
Colombia,45-49,female,2003,3761.5564972633956,1142,3.2938323093374744,3.2004314595233003
Colombia,45-49,female,2004,3937.0764234562603,1175,3.350703339111711,3.21675691581807
Colombia,45-49,female,2005,4071.901792601912,1214,3.3541200927528103,3.20484215179594
Colombia,45-49,female,2006,4116.172144492133,1257,3.274599955840997,3.13112535241388
Colombia,45-49,female,2007,4082.3199663820815,1306,3.1258192698178267,3.01027157867476
Colombia,45-49,female,2008,3975.8086006896333,1357,2.9298515848855073,2.85054704443847
Colombia,45-49,female,2009,3808.943394586319,1404,2.7129226457167515,2.66313123169225
Colombia,45-49,female,2010,3598.5251794677133,1443,2.4937804431515684,2.46572417753873
Colombia,45-49,female,2011,3368.8645384139613,1474,2.2855254670379654,2.27715253049545
Colombia,45-49,female,2012,3157.404484105175,1498,2.107746651605591,2.1179399256546496
Colombia,45-49,female,2013,3020.667180778505,1516,1.9925245255794888,2.01958384857646
Colombia,45-49,female,2014,2952.846272629937,1532,1.9274453476696718,1.9727354474754701
Colombia,45-49,female,2015,2891.544228566169,1547,1.869130076642643,1.93450802891586
Colombia,45-49,female,2016,2811.5142287787985,1558,1.8045662572392802,1.8851036832783
Colombia,45-49,female,2017,2713.484791539814,1567,1.7316431343585283,1.8243447245834798
Colombia,45-49,female,2018,2615.0413806875995,1578,1.6571871867475283,1.76717912092155
Colombia,45-49,female,2019,2577.2313058384802,1591,1.6198813990185295,1.75160958215518
Colombia,50-54,female,2002,100.35801696520929,891,0.1126352603425469,0.11044023986046
Colombia,50-54,female,2003,102.56788640783883,938,0.1093474268740286,0.10851699415642599
Colombia,50-54,female,2004,107.85741339805689,983,0.10972269928591749,0.109070541222735
Colombia,50-54,female,2005,112.77071354549247,1024,0.11012764994676999,0.10866654745060801
Colombia,50-54,female,2006,115.63014196125677,1060,0.1090850395860913,0.106167032747999
Colombia,50-54,female,2007,116.4877325528174,1092,0.1066737477589903,0.102069245176387
Colombia,50-54,female,2008,115.09791477788997,1122,0.10258281174499997,0.0966534671578378
Colombia,50-54,female,2009,111.46816604050325,1155,0.09650923466710239,0.0902987612646419
Colombia,50-54,female,2010,106.7349602752121,1193,0.089467695117529,0.0836052824593793
Colombia,50-54,female,2011,101.6691463406679,1235,0.08232319541754485,0.07721138570543619
Colombia,50-54,female,2012,97.30194604610382,1282,0.07589855385811531,0.0718129656712475
Colombia,50-54,female,2013,95.21406147539213,1331,0.07153573364041482,0.0684780072518809
Colombia,50-54,female,2014,95.17336560620146,1377,0.06911646013522256,0.0668895190330855
Colombia,50-54,female,2015,95.00594532372517,1419,0.06695274511890428,0.06559334237412169
Colombia,50-54,female,2016,93.67807832889933,1451,0.06456104640172249,0.0639181897721498
Colombia,50-54,female,2017,91.31532525889779,1480,0.061699544093849853,0.0618580364306318
Colombia,50-54,female,2018,88.70750239462151,1505,0.05894186205622692,0.0599197229385334
Colombia,50-54,female,2019,87.98769856836037,1524,0.057734710346693155,0.0593918067595129
France,15-19,female,2002,20593.216167996197,1943,10.598670184249201,10.3119597482653
France,15-19,female,2003,20486.38041206597,1948,10.516622388124214,10.261650202820599
France,15-19,female,2004,20478.3770768097,1948,10.51251389979964,10.2380698433547
France,15-19,female,2005,20289.253910816118,1945,10.431493013273068,10.1261530379837
France,15-19,female,2006,20145.595759220112,1928,10.448960456027029,10.0168321369743
France,15-19,female,2007,20033.53398250807,1908,10.499755756031483,9.96295650533649
France,15-19,female,2008,19687.147063038003,1887,10.433040308976153,9.83553190900545
France,15-19,female,2009,19096.361371876043,1871,10.206499931521135,9.618874833786029
France,15-19,female,2010,18483.107940387927,1863,9.92115294706813,9.40752229253787
France,15-19,female,2011,17916.00809585756,1853,9.668649808881575,9.24007790699962
France,15-19,female,2012,17144.97140166717,1849,9.272564305931407,8.93114083938759
France,15-19,female,2013,16130.819116235583,1853,8.705245070823304,8.43710727341675
France,15-19,female,2014,15133.735092321625,1861,8.132044649286204,7.90935433541942
France,15-19,female,2015,13802.33016401964,1871,7.376980312143047,7.175547268601719
France,15-19,female,2016,12724.223586279057,1876,6.782635173922738,6.54453728681336
France,15-19,female,2017,12160.466292264771,1881,6.464894360587332,6.18404787048686
France,15-19,female,2018,12105.86600154693,1887,6.415403286458362,6.08619598423672
France,15-19,female,2019,12316.092353909506,1894,6.50268867682656,6.14124076143448
France,20-24,female,2002,116560.64656944398,1860,62.6670142846473,60.6166914996044
France,20-24,female,2003,118876.2129061295,1899,62.599374884744336,60.7472662704487
France,20-24,female,2004,120582.85575012198,1937,62.25237777497263,60.8416561659739
France,20-24,female,2005,121664.2055952537,1964,61.94715152507826,61.0653988061951
France,20-24,female,2006,119740.18524931575,1977,60.56660862383194,60.127907439541005
France,20-24,female,2007,118050.55763281362,1980,59.621493753946275,59.412041354741795
France,20-24,female,2008,118986.51986933753,1973,60.30740996925369,60.1250963297565
France,20-24,female,2009,118805.24320790426,1960,60.61492000403279,60.218090506973205
France,20-24,female,2010,116691.62721790632,1946,59.96486496295289,59.310017420851
France,20-24,female,2011,113282.40606249942,1931,58.66515073148597,57.6856807528321
France,20-24,female,2012,109564.7333652492,1910,57.36373474620377,56.1167421692874
France,20-24,female,2013,104785.13159839311,1885,55.58892922991677,54.1655495588218
France,20-24,female,2014,98573.29682342133,1862,52.939471978206946,51.530421699197106
France,20-24,female,2015,91948.99598627213,1843,49.89093650910045,48.6241677534328
France,20-24,female,2016,86707.05474280288,1838,47.17467613863051,46.3567349282228
France,20-24,female,2017,82716.71578291859,1835,45.07722930949242,44.4906768116407
France,20-24,female,2018,80652.9405852988,1833,44.00051313982477,43.3681730631627
France,20-24,female,2019,80824.36805715889,1831,44.14219992198738,43.2253653882529
France,25-29,female,2002,263787.86643689795,1991,132.49013884324359,129.894574875654
France,25-29,female,2003,255965.46901507294,1939,132.0090092909092,129.42592469269402
France,25-29,female,2004,250470.57217014613,1898,131.9655280137756,128.907446519856
France,25-29,female,2005,255337.62282520943,1877,136.03496154779404,132.00294170705402
France,25-29,female,2006,260567.14087643404,1879,138.67330541587762,133.984046468134
France,25-29,female,2007,260988.26225638998,1901,137.28998540578115,132.72310654599002
France,25-29,female,2008,263464.88351044053,1932,136.36898732424459,132.341234209089
France,25-29,female,2009,264721.6157876116,1960,135.0620488712304,132.072398176147
France,25-29,female,2010,262639.83989381755,1975,132.98219741459116,130.900234346855
France,25-29,female,2011,256617.44620015926,1990,128.95349055284385,128.279741196165
France,25-29,female,2012,252707.07095229987,1995,126.67021100365908,126.744395274937
France,25-29,female,2013,251116.45721235633,1988,126.31612535832814,126.420179582939
France,25-29,female,2014,246765.99870954728,1973,125.07146412039903,124.52116230058199
France,25-29,female,2015,237058.48700327435,1953,121.3817137753581,119.909448158424
France,25-29,female,2016,228457.74245201072,1940,117.76172291340758,115.86422063065099
France,25-29,female,2017,221695.0746249732,1921,115.40607736854409,113.209970495736
France,25-29,female,2018,217579.8140580726,1898,114.6363614636842,112.26780244463299
France,25-29,female,2019,214978.6255037322,1874,114.71644904147931,112.267717629657
France,30-34,female,2002,239690.2929331332,2149,111.53573426390562,108.981475148567
