"week","year","spain","france","italy","poland","uk","age","gender"
52,2020,7,-32.2,42.2,170.2,NA,"55-59","M"
53,2020,36,-47,21,175,NA,"55-59","M"
1,2020,-5.40000000000001,16.2,17.4,-27.6,14,"55-59","F"
1,2021,-13.4,-6.80000000000001,-3.59999999999999,26.4,NA,"55-59","F"
2,2020,-5.2,-1,-11.6,-22.6,1,"55-59","F"
2,2021,36.8,-19,-6.59999999999999,-27.6,NA,"55-59","F"
3,2020,0.599999999999994,-5.40000000000001,-14.2,-52.2,15.6,"55-59","F"
3,2021,13.6,12.6,-0.199999999999989,-27.2,NA,"55-59","F"
4,2020,3.8,-0.800000000000011,-19.8,-35.8,8.59999999999999,"55-59","F"
4,2021,11.8,-13.8,-7.80000000000001,-53.8,NA,"55-59","F"
5,2020,10,-9.59999999999999,12.8,-19.2,-10,"55-59","F"
5,2021,32,1.40000000000001,2.80000000000001,-29.2,NA,"55-59","F"
6,2020,7,15.2,-3.19999999999999,-39.2,9,"55-59","F"
6,2021,32,-17.8,-2.19999999999999,-6.19999999999999,NA,"55-59","F"
7,2020,-12.8,-4.19999999999999,-12,-42,-21.6,"55-59","F"
7,2021,18.2,-16.2,6,-18,NA,"55-59","F"
8,2020,18,-25.6,4.59999999999999,-29.4,5.19999999999999,"55-59","F"
8,2021,10,-5.59999999999999,-9.40000000000001,-24.4,NA,"55-59","F"
9,2020,-5,16.2,-8.8,-26.8,20.8,"55-59","F"
9,2021,6,-12.8,NA,-12.8,NA,"55-59","F"
10,2020,22.2,0,-14.2,-18.2,5.59999999999999,"55-59","F"
10,2021,7.2,3,NA,-4.19999999999999,NA,"55-59","F"
11,2020,11,-12.6,13.8,-26.2,15.4,"55-59","F"
11,2021,-12,6.40000000000001,NA,26.8,NA,"55-59","F"
12,2020,33.6,18.4,25.6,-9.40000000000001,44.2,"55-59","F"
12,2021,2.59999999999999,-2.59999999999999,NA,52.6,NA,"55-59","F"
13,2020,61.8,21.2,52,6,20,"55-59","F"
13,2021,NA,-12.8,NA,27,NA,"55-59","F"
14,2020,76.6,17,19.8,-41.2,61.4,"55-59","F"
14,2021,NA,4,NA,36.8,NA,"55-59","F"
15,2020,40,20.2,-0.200000000000003,-1.2,98.4,"55-59","F"
15,2021,NA,-2.80000000000001,NA,12.8,NA,"55-59","F"
16,2020,49,30.4,23.6,-21.4,118.6,"55-59","F"
16,2021,NA,10.4,NA,29.6,NA,"55-59","F"
17,2020,23.8,-6.59999999999999,6.8,-25.2,103.8,"55-59","F"
17,2021,NA,NA,NA,2.8,NA,"55-59","F"
18,2020,6,-7.59999999999999,15.2,-7.8,67.6,"55-59","F"
18,2021,NA,NA,NA,-10.8,NA,"55-59","F"
19,2020,14.4,-24.6,23.8,-17.2,21.6,"55-59","F"
20,2020,-1.59999999999999,-8.80000000000001,8.59999999999999,-32.4,66.2,"55-59","F"
21,2020,5.8,16.6,4,-16,31.2,"55-59","F"
22,2020,17.6,-5.59999999999999,17.6,-2.40000000000001,15.6,"55-59","F"
23,2020,6.8,-10.2,-5,9,17,"55-59","F"
24,2020,-1,-34.2,-6,-17,10.2,"55-59","F"
25,2020,-13.2,-10,2.59999999999999,-4.40000000000001,5.59999999999999,"55-59","F"
26,2020,-1,-7.59999999999999,20.8,-22.2,-11,"55-59","F"
27,2020,1.8,-21.8,-4.2,-0.200000000000003,10,"55-59","F"
28,2020,6.59999999999999,-18.6,-7,-7,-19.4,"55-59","F"
29,2020,11.4,0.400000000000006,3.2,-9.8,10.2,"55-59","F"
30,2020,10.6,6,10.2,-20.8,17.6,"55-59","F"
31,2020,12.4,6.59999999999999,23.4,-28.6,-10.8,"55-59","F"
32,2020,25,-15.6,5.8,-15.2,6.80000000000001,"55-59","F"
33,2020,11.2,26.4,13,-6,-3.59999999999999,"55-59","F"
34,2020,-6.8,-4.19999999999999,-5.59999999999999,-8.59999999999999,45.6,"55-59","F"
35,2020,18.6,-12.4,8.59999999999999,-14.4,22.2,"55-59","F"
36,2020,23.6,-20,12.6,15.6,35,"55-59","F"
37,2020,23.4,-11.4,4,1,8.19999999999999,"55-59","F"
38,2020,9.59999999999999,8.19999999999999,1.8,-3.2,5.59999999999999,"55-59","F"
39,2020,17.2,-13.2,-10.2,-16.2,1.59999999999999,"55-59","F"
40,2020,-6.2,5.80000000000001,7.59999999999999,-12.4,3.40000000000001,"55-59","F"
41,2020,16,12.8,13.4,-4.59999999999999,2,"55-59","F"
42,2020,-7.2,18.4,8.2,5.2,-2,"55-59","F"
43,2020,19.2,-4.19999999999999,34.4,39.4,22.6,"55-59","F"
44,2020,12.4,-15.8,26.4,44.4,18.4,"55-59","F"
45,2020,25.2,4,25.6,54.6,19.4,"55-59","F"
46,2020,24.2,24.8,28.2,46.2,24.2,"55-59","F"
47,2020,4.2,-7,29,88,11.4,"55-59","F"
48,2020,-5.59999999999999,3.59999999999999,26.4,49.4,36.6,"55-59","F"
49,2020,19.8,11.8,30,34,43.4,"55-59","F"
50,2020,14,-22.8,-2.80000000000001,10.2,4.40000000000001,"55-59","F"
51,2020,12.4,-2.80000000000001,-3.2,12.8,17.8,"55-59","F"
52,2020,7,9.80000000000001,3.80000000000001,13.8,NA,"55-59","F"
53,2020,-7,-38,30,29,NA,"55-59","F"
1,2020,24,-50.6,-42,208,-14,"60-64","M"
1,2021,61,-37.6,69,219,NA,"60-64","M"
2,2020,-20.4,-49.2,-15.6,114.4,22.4,"60-64","M"
2,2021,102.6,-54.2,36.4,195.4,NA,"60-64","M"
3,2020,17.2,-9,-36,105,8.19999999999999,"60-64","M"
3,2021,104.2,-37,44,197,NA,"60-64","M"
4,2020,-4.60000000000002,-23.4,-23.4,96.6,8,"60-64","M"
4,2021,123.4,-1.39999999999998,41.6,170.6,NA,"60-64","M"
5,2020,41.2,-30.4,-55.4,86.6,13,"60-64","M"
5,2021,104.2,-43.4,-0.399999999999977,153.6,NA,"60-64","M"
6,2020,11,-37,-42.8,130.2,-9.60000000000002,"60-64","M"
6,2021,78,-5,-7.80000000000001,216.2,NA,"60-64","M"
7,2020,-7.19999999999999,-60.8,8.60000000000002,166.6,-28.4,"60-64","M"
7,2021,32.8,-26.8,45.6,217.6,NA,"60-64","M"
8,2020,-29.2,-44.2,-29.2,186.8,-19.6,"60-64","M"
8,2021,46.8,-15.2,9.80000000000001,132.8,NA,"60-64","M"
9,2020,-29,-57.6,-33.8,163.2,-19.6,"60-64","M"
9,2021,18,-40.6,NA,176.2,NA,"60-64","M"
10,2020,10.6,23.4,30.8,164.8,-14,"60-64","M"
10,2021,27.6,-18.6,NA,243.8,NA,"60-64","M"
11,2020,31.2,42.8,84,160,-6.80000000000001,"60-64","M"
11,2021,39.2,-16.2,NA,327,NA,"60-64","M"
12,2020,58,24.8,214.2,144.2,-6.80000000000001,"60-64","M"
12,2021,38,21.8,NA,377.2,NA,"60-64","M"
13,2020,218,56,255.6,154.6,40.8,"60-64","M"
13,2021,NA,4,NA,399.6,NA,"60-64","M"
14,2020,222.2,111.8,169.2,231.2,187,"60-64","M"
14,2021,NA,13.8,NA,515.2,NA,"60-64","M"
15,2020,114.6,23.2,130.8,119.8,301.4,"60-64","M"
15,2021,NA,-5.80000000000001,NA,422.8,NA,"60-64","M"
16,2020,105.2,-13.2,91.4,200.4,347.2,"60-64","M"
16,2021,NA,24.8,NA,364.4,NA,"60-64","M"
17,2020,47.6,42.8,49.8,163.8,295.6,"60-64","M"
17,2021,NA,NA,NA,269.8,NA,"60-64","M"
18,2020,54.8,-14.4,47.8,177.8,206.2,"60-64","M"
18,2021,NA,NA,NA,247.8,NA,"60-64","M"
19,2020,49.8,-19.4,33,186,80,"60-64","M"
20,2020,11,-24.4,42,184,137.2,"60-64","M"
21,2020,28,15.2,12.8,148.8,75.6,"60-64","M"
22,2020,13.6,-7.19999999999999,-1.60000000000002,205.4,31.4,"60-64","M"
23,2020,-6.80000000000001,-16.6,-1.60000000000002,146.4,30.6,"60-64","M"
24,2020,7,7.60000000000002,1.80000000000001,158.8,36,"60-64","M"
25,2020,-23.8,-38,16.4,135.4,1,"60-64","M"
26,2020,19.4,-12.8,5.19999999999999,153.2,-22.6,"60-64","M"
27,2020,38.6,-90.4,22.6,211.6,25.6,"60-64","M"
28,2020,21,-14.8,23.4,164.4,5,"60-64","M"
29,2020,5,-19.6,-46.2,113.8,-4.19999999999999,"60-64","M"
30,2020,47,-40.2,0,164,27.2,"60-64","M"
31,2020,23,-36,5,165,22.4,"60-64","M"
32,2020,39,-1.80000000000001,1.60000000000002,164.6,-8.19999999999999,"60-64","M"
33,2020,52.8,19.2,1.80000000000001,195.8,2.80000000000001,"60-64","M"
34,2020,44.6,-25.4,-8.80000000000001,156.2,34.4,"60-64","M"
35,2020,22,-11,22.6,139.6,70.8,"60-64","M"
36,2020,31.2,-0.399999999999977,-0.600000000000023,166.4,-69.4,"60-64","M"
37,2020,39.4,-32.8,20.8,153.8,21.6,"60-64","M"
38,2020,-4.59999999999999,8,0,196,17,"60-64","M"
39,2020,46.8,0.800000000000011,2.39999999999998,247.4,65.2,"60-64","M"
40,2020,48.6,1.39999999999998,30.6,207.6,42.8,"60-64","M"
41,2020,71.4,-6.39999999999998,21.6,237.6,19,"60-64","M"
42,2020,58.2,9.80000000000001,57.6,268.6,45.6,"60-64","M"
43,2020,65.8,53.4,51,316,56.8,"60-64","M"
44,2020,126.2,41.4,64.8,475.8,44.4,"60-64","M"
45,2020,92.6,44,124.4,578.4,67.2,"60-64","M"
46,2020,96,36.4,140.2,521.2,74.2,"60-64","M"
47,2020,56.8,28,173.6,486.6,120.6,"60-64","M"
48,2020,88.4,27.2,189.4,478.4,108.8,"60-64","M"
49,2020,41.2,5.39999999999998,122,448,67.6,"60-64","M"
50,2020,56.4,41,94.2,341.2,90,"60-64","M"
51,2020,44.6,8.60000000000002,72.4,331.4,55.6,"60-64","M"
52,2020,40.8,-1,61.8,406.8,NA,"60-64","M"
53,2020,76,14,50,302,NA,"60-64","M"
1,2020,-17.8,1.19999999999999,3.59999999999999,-6.40000000000001,-3,"60-64","F"
1,2021,45.2,-12.8,-27.4,67.6,NA,"60-64","F"
2,2020,-2.19999999999999,-23.6,-13.6,23.4,17,"60-64","F"
2,2021,29.8,-3.59999999999999,-5.59999999999999,20.4,NA,"60-64","F"
3,2020,5.8,5,-6.80000000000001,19.2,10.6,"60-64","F"
3,2021,50.8,7,15.2,47.2,NA,"60-64","F"
4,2020,7.80000000000001,-21.4,-16.6,-5.59999999999999,-13.8,"60-64","F"
4,2021,71.8,-14.4,-0.599999999999994,47.4,NA,"60-64","F"
5,2020,26.6,-10.8,-23.8,16.2,-15.2,"60-64","F"
5,2021,59.6,11.2,-33.8,5.19999999999999,NA,"60-64","F"
6,2020,19.2,0.599999999999994,7.40000000000001,43.4,4.59999999999999,"60-64","F"
6,2021,19.2,-12.4,10.4,76.4,NA,"60-64","F"
7,2020,-6.40000000000001,-12.4,13,35,-15.6,"60-64","F"
7,2021,37.6,25.6,3,55,NA,"60-64","F"
8,2020,2.2,-17.2,-9.80000000000001,28.2,23.2,"60-64","F"
8,2021,20.2,-3.19999999999999,-1.80000000000001,54.2,NA,"60-64","F"
9,2020,24,-24,-7.80000000000001,14.2,9.80000000000001,"60-64","F"
9,2021,30,-9,NA,57.2,NA,"60-64","F"
10,2020,-0.200000000000003,-0.400000000000006,14.8,57.8,-4.59999999999999,"60-64","F"
10,2021,11.8,-6.40000000000001,NA,93.8,NA,"60-64","F"
11,2020,35.4,8.40000000000001,31,66,9.59999999999999,"60-64","F"
11,2021,16.4,18.4,NA,77,NA,"60-64","F"
12,2020,43,25.6,49.4,50.4,1.59999999999999,"60-64","F"
12,2021,0,-10.4,NA,154.4,NA,"60-64","F"
13,2020,119.4,18.4,72.4,48.4,38.6,"60-64","F"
13,2021,NA,34.4,NA,161.4,NA,"60-64","F"
14,2020,89.6,54,62.6,42.6,122.8,"60-64","F"
14,2021,NA,23,NA,179.6,NA,"60-64","F"
15,2020,51.4,23.4,27.8,53.8,126.8,"60-64","F"
15,2021,NA,17.4,NA,176.8,NA,"60-64","F"
16,2020,57.6,25.8,27.6,33.6,157.4,"60-64","F"
16,2021,NA,11.8,NA,187.6,NA,"60-64","F"
17,2020,34.6,18,30,46,160.6,"60-64","F"
17,2021,NA,NA,NA,176,NA,"60-64","F"
18,2020,24.4,27.2,-2.40000000000001,68.6,88.2,"60-64","F"
18,2021,NA,NA,NA,98.6,NA,"60-64","F"
19,2020,13.2,-15,6.19999999999999,60.2,12,"60-64","F"
20,2020,17.4,29,15,44,66.2,"60-64","F"
21,2020,28.6,15.8,0.400000000000006,62.4,57,"60-64","F"
22,2020,-4,-7.19999999999999,-18.8,24.2,30.4,"60-64","F"
23,2020,17.2,-16.8,-6.40000000000001,41.6,19.2,"60-64","F"
24,2020,9,6,12,34,18.4,"60-64","F"
25,2020,15,-39.6,4,32,22.2,"60-64","F"
26,2020,20.4,-19.6,9.80000000000001,44.8,-3,"60-64","F"
27,2020,23.8,8.19999999999999,27.8,14.8,13,"60-64","F"
28,2020,1,-6.40000000000001,-16.6,44.4,-3.40000000000001,"60-64","F"
29,2020,2.40000000000001,-16.6,-13.2,65.8,9,"60-64","F"
30,2020,17.8,-24.8,-1.19999999999999,32.8,-11.4,"60-64","F"
31,2020,21.6,-4,-0.199999999999989,46.8,-1,"60-64","F"
32,2020,11.6,-7.59999999999999,-4.40000000000001,81.6,31,"60-64","F"
33,2020,19.2,28.2,-15.8,60.2,30.6,"60-64","F"
34,2020,22.6,7.80000000000001,13.4,31.4,27.2,"60-64","F"
35,2020,49.8,-0.800000000000011,2.80000000000001,25.8,30.4,"60-64","F"
36,2020,32,-10.4,16.8,70.8,-29.2,"60-64","F"
37,2020,37,6.40000000000001,16.6,56.6,-24,"60-64","F"
38,2020,32,24.4,25,45,43.2,"60-64","F"
39,2020,13,23.6,-0.199999999999989,67.8,31.4,"60-64","F"
40,2020,20.6,1.80000000000001,17.2,32.2,25.8,"60-64","F"
41,2020,54.6,5.19999999999999,0.199999999999989,87.2,14.4,"60-64","F"
42,2020,44,-8.59999999999999,12.8,71.8,47,"60-64","F"
43,2020,28.6,23.6,30.6,138.6,17.6,"60-64","F"
44,2020,40.4,37.6,26,150,32.6,"60-64","F"
45,2020,29.4,44.6,44.8,248.8,18.4,"60-64","F"
46,2020,41.6,35,33.6,158.6,54.6,"60-64","F"
47,2020,45,21.4,34,168,34.2,"60-64","F"
48,2020,21,-3.59999999999999,78.2,166.2,36.6,"60-64","F"
49,2020,24,39.4,56.4,149.4,34.4,"60-64","F"
50,2020,16,16,59,109,14.6,"60-64","F"
51,2020,52.6,6.19999999999999,38.6,91.6,29.8,"60-64","F"
52,2020,36.8,-11.8,30,134,NA,"60-64","F"
53,2020,2,16,27,96,NA,"60-64","F"
1,2020,-11.4,44.8,-126.2,150.8,-59.2,"65-69","M"
1,2021,44.6,-22.2,9.79999999999995,344.8,NA,"65-69","M"
2,2020,-14,-32,-77.6,114.4,-32.4,"65-69","M"
2,2021,89,-4,29.4,247.4,NA,"65-69","M"
3,2020,-38,-33.6,-60.8,81.2,-28.4,"65-69","M"
3,2021,59,5.39999999999998,36.2,319.2,NA,"65-69","M"
4,2020,10.4,-29,-31,96,-29.2,"65-69","M"
4,2021,105.4,12,-35,281,NA,"65-69","M"
5,2020,-9.19999999999999,-9.39999999999998,-20.8,147.2,-37.2,"65-69","M"
5,2021,99.8,-4.39999999999998,-17.8,247.2,NA,"65-69","M"
6,2020,-31,-44.6,-44.6,113.4,-62.8,"65-69","M"
6,2021,103,-6.60000000000002,-27.6,233.4,NA,"65-69","M"
7,2020,-5.39999999999998,-66,-19.6,157.4,-59.6,"65-69","M"
7,2021,94.6,26,18.4,268.4,NA,"65-69","M"
8,2020,-44.8,-69.2,-74.2,112.8,-44.6,"65-69","M"
8,2021,82.2,-3.20000000000005,-18.2,195.8,NA,"65-69","M"
9,2020,-28.4,-12.8,-62,137,-19.8,"65-69","M"
9,2021,24.6,-10.8,NA,243,NA,"65-69","M"
10,2020,-10.2,-39.8,39.8,130.8,-79,"65-69","M"
10,2021,22.8,-6.79999999999995,NA,396.8,NA,"65-69","M"
11,2020,26.4,-25,127,161,-7,"65-69","M"
11,2021,39.4,21,NA,448,NA,"65-69","M"
12,2020,128.8,75.6,350.4,187.4,-1.80000000000001,"65-69","M"
12,2021,21.8,25.6,NA,580.4,NA,"65-69","M"
13,2020,388.6,148.4,381.2,139.2,13.4,"65-69","M"
13,2021,NA,112.4,NA,675.2,NA,"65-69","M"
14,2020,341.8,180,261.6,220.6,280,"65-69","M"
14,2021,NA,62,NA,703.6,NA,"65-69","M"
15,2020,204,145.4,205.2,126.2,324.4,"65-69","M"
15,2021,NA,53.4,NA,592.2,NA,"65-69","M"
16,2020,102.8,80.4,44.8,185.8,378.6,"65-69","M"
16,2021,NA,56.4,NA,537.8,NA,"65-69","M"
17,2020,78.6,61.8,21.6,159.6,394,"65-69","M"
17,2021,NA,NA,NA,501.6,NA,"65-69","M"
18,2020,26,-39.2,30.6,157.6,211.8,"65-69","M"
18,2021,NA,NA,NA,326.6,NA,"65-69","M"
19,2020,25.4,-13.4,-21,166,52.6,"65-69","M"
20,2020,-9.39999999999998,-38.2,-3.39999999999998,152.6,94,"65-69","M"
21,2020,6.19999999999999,-11.4,-51.8,137.2,21,"65-69","M"
22,2020,15.4,-24.6,-9.19999999999999,237.8,10,"65-69","M"
23,2020,16.8,-48.8,-46.2,199.8,-4.39999999999998,"65-69","M"
24,2020,-34.8,4,-69.4,227.6,-27.8,"65-69","M"
25,2020,-2.60000000000002,-22.8,-52.8,175.2,-0.199999999999989,"65-69","M"
26,2020,-30.4,-6.60000000000002,-67.8,138.2,-44.2,"65-69","M"
27,2020,37,-21.8,-19.4,142.6,-7.60000000000002,"65-69","M"
28,2020,14.4,-32.4,-10.6,173.4,-51.2,"65-69","M"
29,2020,42.2,-19,-8,181,-19.2,"65-69","M"
30,2020,31,10.4,-18.2,186.8,-53.2,"65-69","M"
31,2020,11,-36.2,-19.4,174.6,-4.19999999999999,"65-69","M"
32,2020,10.8,4.19999999999999,-19.2,199.8,-38.2,"65-69","M"
33,2020,39.8,47.4,-18,230,-12.6,"65-69","M"
34,2020,15.6,-61.4,11.4,209.4,-26.2,"65-69","M"
35,2020,25.4,17.8,18.8,168.8,-3.19999999999999,"65-69","M"
36,2020,47.2,17.8,-35.6,136.4,-85,"65-69","M"
37,2020,9.80000000000001,30.8,-8.39999999999998,228.6,19.2,"65-69","M"
38,2020,32.8,5.19999999999999,-17.2,223.8,-29.4,"65-69","M"
39,2020,28.6,-37.2,-27,220,-21.6,"65-69","M"
40,2020,71.8,13.6,-37.8,224.2,15.8,"65-69","M"
41,2020,62.4,17,-5.80000000000001,240.2,-21,"65-69","M"
42,2020,50.6,37.2,40.2,328.2,-54.2,"65-69","M"
43,2020,82.4,98.2,58.2,422.2,-10.6,"65-69","M"
44,2020,76.6,43.2,82.4,654.4,29.4,"65-69","M"
45,2020,61.4,66.6,114.8,835.8,18.4,"65-69","M"
46,2020,56.8,68.2,212.2,742.2,49.2,"65-69","M"
47,2020,57.6,61.6,210.8,678.8,80.8,"65-69","M"
48,2020,58,3.60000000000002,235.4,560.4,65.8,"65-69","M"
49,2020,126.2,53.6,175.2,581.2,41.6,"65-69","M"
50,2020,47.4,73.2,173.6,487.6,22.8,"65-69","M"
51,2020,63.6,-14.8,95,478,23.4,"65-69","M"
52,2020,5.39999999999998,-1.20000000000005,14,448,NA,"65-69","M"
53,2020,50,54,-5,397,NA,"65-69","M"
1,2020,-31,9.19999999999999,-51.2,6.80000000000001,-59.2,"65-69","F"
1,2021,25,11.2,-26.2,82.8,NA,"65-69","F"
2,2020,-8.40000000000001,-10,-33,-10,-41,"65-69","F"
2,2021,36.6,12,2,121,NA,"65-69","F"
3,2020,22.6,-26.4,-63,30,-22.4,"65-69","F"
3,2021,65.6,19.6,-10,80,NA,"65-69","F"
4,2020,10.2,-10,-24.8,25.2,-47,"65-69","F"
4,2021,64.2,22,-24.8,128.2,NA,"65-69","F"
5,2020,3.59999999999999,-41,-42.4,12.6,-19.8,"65-69","F"
5,2021,26.6,-6,-10.4,82.6,NA,"65-69","F"
6,2020,13.2,-18.8,-40.4,52.6,-79.6,"65-69","F"
6,2021,46.2,-25.8,-24.4,102.6,NA,"65-69","F"
7,2020,-17.8,-7.39999999999998,-61.4,36.6,-83,"65-69","F"
7,2021,36.2,24.6,4.60000000000002,114.6,NA,"65-69","F"
8,2020,-19.4,-13.6,-7.60000000000002,64.4,-25.8,"65-69","F"
8,2021,15.6,14.4,-22.6,112.4,NA,"65-69","F"
9,2020,-16.2,22.6,-45,24,-59,"65-69","F"
9,2021,13.8,10.6,NA,156,NA,"65-69","F"
10,2020,-6.19999999999999,-29,-25.6,46.4,-28.6,"65-69","F"
10,2021,36.8,8,NA,166.4,NA,"65-69","F"
11,2020,13.6,3.80000000000001,49.4,75.4,-43.8,"65-69","F"
11,2021,4.59999999999999,16.8,NA,230.4,NA,"65-69","F"
12,2020,45,50,87.2,69.2,-30,"65-69","F"
12,2021,5,10,NA,284.2,NA,"65-69","F"
13,2020,161.6,68.6,120.6,64.6,7,"65-69","F"
13,2021,NA,36.6,NA,324.6,NA,"65-69","F"
14,2020,141.4,104.2,69.2,46.2,107,"65-69","F"
14,2021,NA,43.2,NA,385.2,NA,"65-69","F"
15,2020,112.6,51.2,48.2,67.2,170.4,"65-69","F"
15,2021,NA,44.2,NA,284.2,NA,"65-69","F"
16,2020,57.6,63.2,63.2,56.2,202.8,"65-69","F"
16,2021,NA,54.2,NA,282.2,NA,"65-69","F"
17,2020,26.2,-18.8,31.4,58.4,160.4,"65-69","F"
17,2021,NA,NA,NA,230.4,NA,"65-69","F"
18,2020,23.8,9,7,52,110,"65-69","F"
18,2021,NA,NA,NA,175,NA,"65-69","F"
19,2020,11.2,1.80000000000001,-14,35,60.8,"65-69","F"
20,2020,3.80000000000001,-17.6,-25,70,47,"65-69","F"
21,2020,20.4,-48.2,-3,27,14,"65-69","F"
22,2020,18.2,6.40000000000001,-9.59999999999999,65.4,0.199999999999989,"65-69","F"
23,2020,1.80000000000001,-15.4,-25.6,55.4,-2,"65-69","F"
24,2020,-11.2,0.600000000000023,-27,62,-3.80000000000001,"65-69","F"
25,2020,-5,8.19999999999999,-15.6,42.4,-15.8,"65-69","F"
26,2020,8.19999999999999,13.2,-11.4,75.6,-34.6,"65-69","F"
27,2020,13.8,-0.800000000000011,-28.6,69.4,-37.6,"65-69","F"
28,2020,33,21.8,-21,27,-5.80000000000001,"65-69","F"
29,2020,7.40000000000001,-38.4,-10.6,59.4,-21,"65-69","F"
30,2020,-1.40000000000001,8.39999999999998,-39,57,-9,"65-69","F"
31,2020,42.2,14.4,11.6,44.6,-28.4,"65-69","F"
32,2020,13.4,26.2,-22.4,56.6,-30,"65-69","F"
33,2020,16.6,44.2,-11.2,107.8,8.60000000000002,"65-69","F"
34,2020,4.19999999999999,48.2,-23,81,-28.8,"65-69","F"
35,2020,29,18,7.40000000000001,44.4,3,"65-69","F"
36,2020,20.6,19.4,-9.40000000000001,106.6,-25.8,"65-69","F"
37,2020,20.2,12.2,-7,105,-16.4,"65-69","F"
38,2020,20.8,-6.60000000000002,8,95,-32.4,"65-69","F"
39,2020,16.2,9,-23.2,74.8,-21.6,"65-69","F"
40,2020,45,11.8,-12,118,-23.6,"65-69","F"
41,2020,32.4,12.2,-29,115,-38.4,"65-69","F"
42,2020,37.6,28.2,-2.19999999999999,138.8,-9.60000000000002,"65-69","F"
43,2020,49.6,1.60000000000002,30.8,251.8,53.8,"65-69","F"
44,2020,68,38.2,40.4,319.4,29.6,"65-69","F"
45,2020,51.4,49.4,40.2,304.2,29,"65-69","F"
46,2020,56.6,28,74.6,355.6,27.4,"65-69","F"
47,2020,43,42.4,66,312,6.60000000000002,"65-69","F"
48,2020,28,49.2,44.2,238.2,-12.4,"65-69","F"
49,2020,41.6,11.4,20.6,220.6,46,"65-69","F"
50,2020,40.8,46.6,66.8,215.8,0,"65-69","F"
51,2020,35.8,22.2,44,210,-6,"65-69","F"
52,2020,-1.40000000000001,-4.60000000000002,18.2,240.2,NA,"65-69","F"
53,2020,17,31,-25,165,NA,"65-69","F"
1,2020,-10.4,79.6,-35.6,-79.6,76,"70-74","M"
1,2021,66.6,160.6,135.4,241.4,NA,"70-74","M"
2,2020,-59.8,177.2,-4.79999999999995,-139.8,36.8,"70-74","M"
2,2021,89.2,202.2,78.2,142.2,NA,"70-74","M"
3,2020,-2.80000000000001,77.6,-31.8,-90.8,23.2,"70-74","M"
3,2021,205.2,167.6,131.2,180.2,NA,"70-74","M"
4,2020,57.6,61.8,-13.8,-67.8,16.4,"70-74","M"
4,2021,191.6,182.8,117.2,127.2,NA,"70-74","M"
5,2020,-19.6,128.4,7.79999999999995,-64.2,42.8,"70-74","M"
5,2021,188.4,217.4,109.8,129.8,NA,"70-74","M"
6,2020,-18.2,81,-0.200000000000045,-22.2,0.600000000000023,"70-74","M"
6,2021,103.8,200,40.8,196.8,NA,"70-74","M"
7,2020,-23.2,69.8,27.6,-34.4,40.4,"70-74","M"
7,2021,50.8,236.8,123.6,156.6,NA,"70-74","M"
8,2020,-7,90.2,-21.4,-53.4,0.200000000000045,"70-74","M"
8,2021,87,118.2,90.6,193.6,NA,"70-74","M"
9,2020,-28.2,85.4,63.2,-8.79999999999995,50.8,"70-74","M"
9,2021,62.8,128.4,NA,174.2,NA,"70-74","M"
10,2020,-30.8,56.4,132.6,-44.4,26,"70-74","M"
10,2021,40.2,183.4,NA,257.6,NA,"70-74","M"
11,2020,65.4,169.2,395.8,-2.20000000000005,38.6,"70-74","M"
11,2021,16.4,202.2,NA,370.8,NA,"70-74","M"
12,2020,290.4,270.2,735.2,36.2,68.2,"70-74","M"
12,2021,23.4,216.2,NA,454.2,NA,"70-74","M"
13,2020,736.4,337.8,822,-64,110.4,"70-74","M"
13,2021,NA,237.8,NA,584,NA,"70-74","M"
14,2020,587.4,399.8,553.2,77.2,542.4,"70-74","M"
14,2021,NA,206.8,NA,615.2,NA,"70-74","M"
15,2020,393.4,418.2,368.4,14.4,568.8,"70-74","M"
15,2021,NA,196.2,NA,510.4,NA,"70-74","M"
16,2020,201.6,263.6,223.4,62.4,748.4,"70-74","M"
16,2021,NA,213.6,NA,450.4,NA,"70-74","M"
17,2020,106.6,168.8,151.6,-4.39999999999998,677.8,"70-74","M"
17,2021,NA,NA,NA,344.6,NA,"70-74","M"
18,2020,66.2,144,82.6,32.6,426,"70-74","M"
18,2021,NA,NA,NA,173.6,NA,"70-74","M"
19,2020,92.8,116.2,51.8,-26.2,163.8,"70-74","M"
20,2020,3.19999999999999,143.6,41,11,222,"70-74","M"
21,2020,10.8,145.2,43.6,88.6,141.6,"70-74","M"
22,2020,-20.8,60.6,48.6,37.6,67.2,"70-74","M"
23,2020,36.8,101.2,38.4,23.4,77.8,"70-74","M"
24,2020,-37.2,117,-4.39999999999998,6.60000000000002,70.6,"70-74","M"
25,2020,-38.2,35.2,41.8,-3.20000000000005,-2.79999999999995,"70-74","M"
26,2020,19,168.8,57.2,21.2,-37,"70-74","M"
27,2020,0,80.6,35.2,0.200000000000045,15.4,"70-74","M"
28,2020,17.2,70.8,70.2,28.2,-21,"70-74","M"
29,2020,-21.4,93.8,21.2,24.2,3.79999999999995,"70-74","M"
30,2020,24.4,149.4,40.2,14.2,15.4,"70-74","M"
31,2020,32.2,132.2,75.2,26.2,49,"70-74","M"
32,2020,13,142.2,22.6,15.6,28.2,"70-74","M"
33,2020,8.80000000000001,200.6,58,13,35.4,"70-74","M"
34,2020,55.8,111.4,73.2,103.2,32.6,"70-74","M"
