country,year,age,gender,value,pop,fertility_rate
Poland,2011,45-49,Male,6086,1199,5.075896580483737
Poland,2011,50+,Male,2679,5881,0.4555347729977895
Poland,2012,15-19,Male,2231,1181,1.8890770533446233
Poland,2012,20-24,Male,33640,1393,24.14931801866475
Poland,2012,25-29,Male,114291,1607,71.1207218419415
Poland,2012,30-34,Male,126439,1611,78.48479205462446
Poland,2012,35-39,Male,65320,1419,46.03241719520789
Poland,2012,40-44,Male,20696,1216,17.019736842105264
Poland,2012,45-49,Male,6013,1169,5.1437125748503
Poland,2012,50+,Male,2613,5955,0.4387909319899244
Poland,2013,15-19,Male,2231,1181,1.8890770533446233
Poland,2013,20-24,Male,33640,1393,24.14931801866475
Poland,2013,25-29,Male,114291,1607,71.1207218419415
Poland,2013,30-34,Male,126439,1611,78.48479205462446
Poland,2013,35-39,Male,65320,1419,46.03241719520789
Poland,2013,40-44,Male,20696,1216,17.019736842105264
Poland,2013,45-49,Male,6013,1169,5.1437125748503
Poland,2013,50+,Male,2613,5955,0.4387909319899244
Poland,2014,15-19,Male,1668,1021,1.633692458374143
Poland,2014,20-24,Male,27666,1271,21.767112509834774
Poland,2014,25-29,Male,95145,1474,64.54884667571234
Poland,2014,30-34,Male,129420,1661,77.91691751956652
Poland,2014,35-39,Male,69982,1525,45.88983606557377
Poland,2014,40-44,Male,23164,1318,17.575113808801213
Poland,2014,45-49,Male,5812,1147,5.067131647776809
Poland,2014,50+,Male,2468,6119,0.4033338780846544
Poland,2015,15-19,Male,1668,1021,1.633692458374143
Poland,2015,20-24,Male,27666,1271,21.767112509834774
Poland,2015,25-29,Male,95145,1474,64.54884667571234
Poland,2015,30-34,Male,129420,1661,77.91691751956652
Poland,2015,35-39,Male,69982,1525,45.88983606557377
Poland,2015,40-44,Male,23164,1318,17.575113808801213
Poland,2015,45-49,Male,5812,1147,5.067131647776809
Poland,2015,50+,Male,2468,6119,0.4033338780846544
Poland,2016,15-19,Male,1575,978,1.6104294478527608
Poland,2016,20-24,Male,26632,1221,21.81162981162981
Poland,2016,25-29,Male,96032,1433,67.01465457083043
Poland,2016,30-34,Male,135909,1646,82.56925880923451
Poland,2016,35-39,Male,75239,1563,48.13755598208573
Poland,2016,40-44,Male,25750,1357,18.975681650700075
Poland,2016,45-49,Male,6205,1162,5.339931153184165
Poland,2016,50+,Male,2583,6174,0.41836734693877553
Poland,2017,15-19,Male,1493,938,1.591684434968017
Poland,2017,20-24,Male,26406,1165,22.66609442060086
Poland,2017,25-29,Male,99545,1394,71.40961262553802
Poland,2017,30-34,Male,142884,1612,88.6377171215881
Poland,2017,35-39,Male,82676,1598,51.737171464330416
Poland,2017,40-44,Male,28505,1394,20.448350071736012
Poland,2017,45-49,Male,6731,1186,5.675379426644182
Poland,2017,50+,Male,2703,6213,0.4350555287300821
Poland,2018,15-19,Male,1493,938,1.591684434968017
Poland,2018,20-24,Male,26406,1165,22.66609442060086
Poland,2018,25-29,Male,99545,1394,71.40961262553802
Poland,2018,30-34,Male,142884,1612,88.6377171215881
Poland,2018,35-39,Male,82676,1598,51.737171464330416
Poland,2018,40-44,Male,28505,1394,20.448350071736012
Poland,2018,45-49,Male,6731,1186,5.675379426644182
Poland,2018,50+,Male,2703,6213,0.4350555287300821
Poland,2019,15-19,Male,1493,938,1.591684434968017
Poland,2019,20-24,Male,26406,1165,22.66609442060086
Poland,2019,25-29,Male,99545,1394,71.40961262553802
Poland,2019,30-34,Male,142884,1612,88.6377171215881
Poland,2019,35-39,Male,82676,1598,51.737171464330416
Poland,2019,40-44,Male,28505,1394,20.448350071736012
Poland,2019,45-49,Male,6731,1186,5.675379426644182
Poland,2019,50+,Male,2703,6213,0.4350555287300821
Poland,2020,15-19,Male,1493,938,1.591684434968017
Poland,2020,20-24,Male,26406,1165,22.66609442060086
Poland,2020,25-29,Male,99545,1394,71.40961262553802
Poland,2020,30-34,Male,142884,1612,88.6377171215881
Poland,2020,35-39,Male,82676,1598,51.737171464330416
Poland,2020,40-44,Male,28505,1394,20.448350071736012
Poland,2020,45-49,Male,6731,1186,5.675379426644182
Poland,2020,50+,Male,2703,6213,0.4350555287300821
