"Period","age","fertility_rate","country","gender","date"
"2010-2015","25-29",80.458,"Germany","Female","2012"
"2010-2015","25-29",80.458,"Germany","Female","2013"
"2010-2015","25-29",80.458,"Germany","Female","2014"
"2015-2020","25-29",82.501,"Germany","Female","2015"
"2015-2020","25-29",82.501,"Germany","Female","2016"
"2015-2020","25-29",82.501,"Germany","Female","2017"
"2015-2020","25-29",82.501,"Germany","Female","2018"
"2015-2020","25-29",82.501,"Germany","Female","2019"
"2000-2005","30-34",79.54,"Germany","Female","2003"
"2000-2005","30-34",79.54,"Germany","Female","2004"
"2005-2010","30-34",87.708,"Germany","Female","2005"
"2005-2010","30-34",87.708,"Germany","Female","2006"
"2005-2010","30-34",87.708,"Germany","Female","2007"
"2005-2010","30-34",87.708,"Germany","Female","2008"
"2005-2010","30-34",87.708,"Germany","Female","2009"
"2010-2015","30-34",97.498,"Germany","Female","2010"
"2010-2015","30-34",97.498,"Germany","Female","2011"
"2010-2015","30-34",97.498,"Germany","Female","2012"
"2010-2015","30-34",97.498,"Germany","Female","2013"
"2010-2015","30-34",97.498,"Germany","Female","2014"
"2015-2020","30-34",109.77,"Germany","Female","2015"
"2015-2020","30-34",109.77,"Germany","Female","2016"
"2015-2020","30-34",109.77,"Germany","Female","2017"
"2015-2020","30-34",109.77,"Germany","Female","2018"
"2015-2020","30-34",109.77,"Germany","Female","2019"
"2000-2005","35-39",32.669,"Germany","Female","2003"
"2000-2005","35-39",32.669,"Germany","Female","2004"
"2005-2010","35-39",41.722,"Germany","Female","2005"
"2005-2010","35-39",41.722,"Germany","Female","2006"
"2005-2010","35-39",41.722,"Germany","Female","2007"
"2005-2010","35-39",41.722,"Germany","Female","2008"
"2005-2010","35-39",41.722,"Germany","Female","2009"
"2010-2015","35-39",52.813,"Germany","Female","2010"
"2010-2015","35-39",52.813,"Germany","Female","2011"
"2010-2015","35-39",52.813,"Germany","Female","2012"
"2010-2015","35-39",52.813,"Germany","Female","2013"
"2010-2015","35-39",52.813,"Germany","Female","2014"
"2015-2020","35-39",66.624,"Germany","Female","2015"
"2015-2020","35-39",66.624,"Germany","Female","2016"
"2015-2020","35-39",66.624,"Germany","Female","2017"
"2015-2020","35-39",66.624,"Germany","Female","2018"
"2015-2020","35-39",66.624,"Germany","Female","2019"
"2000-2005","40-44",5.197,"Germany","Female","2003"
"2000-2005","40-44",5.197,"Germany","Female","2004"
"2005-2010","40-44",7.229,"Germany","Female","2005"
"2005-2010","40-44",7.229,"Germany","Female","2006"
"2005-2010","40-44",7.229,"Germany","Female","2007"
"2005-2010","40-44",7.229,"Germany","Female","2008"
"2005-2010","40-44",7.229,"Germany","Female","2009"
"2010-2015","40-44",9.47,"Germany","Female","2010"
"2010-2015","40-44",9.47,"Germany","Female","2011"
"2010-2015","40-44",9.47,"Germany","Female","2012"
"2010-2015","40-44",9.47,"Germany","Female","2013"
"2010-2015","40-44",9.47,"Germany","Female","2014"
"2015-2020","40-44",13.24,"Germany","Female","2015"
"2015-2020","40-44",13.24,"Germany","Female","2016"
"2015-2020","40-44",13.24,"Germany","Female","2017"
"2015-2020","40-44",13.24,"Germany","Female","2018"
"2015-2020","40-44",13.24,"Germany","Female","2019"
"2000-2005","45-49",0.195,"Germany","Female","2003"
"2000-2005","45-49",0.195,"Germany","Female","2004"
"2005-2010","45-49",0.286,"Germany","Female","2005"
"2005-2010","45-49",0.286,"Germany","Female","2006"
"2005-2010","45-49",0.286,"Germany","Female","2007"
"2005-2010","45-49",0.286,"Germany","Female","2008"
"2005-2010","45-49",0.286,"Germany","Female","2009"
"2010-2015","45-49",0.405,"Germany","Female","2010"
"2010-2015","45-49",0.405,"Germany","Female","2011"
"2010-2015","45-49",0.405,"Germany","Female","2012"
"2010-2015","45-49",0.405,"Germany","Female","2013"
"2010-2015","45-49",0.405,"Germany","Female","2014"
"2015-2020","45-49",0.546,"Germany","Female","2015"
"2015-2020","45-49",0.546,"Germany","Female","2016"
"2015-2020","45-49",0.546,"Germany","Female","2017"
"2015-2020","45-49",0.546,"Germany","Female","2018"
"2015-2020","45-49",0.546,"Germany","Female","2019"
