"gender","age","deaths","child_age","nb_c","orphans"
"Male","30-39",15613,17,0.0262369487766694,410
"Female","40-49",26248,0,0.00445090337262715,117
"Female","40-49",26248,1,0.00671005398287442,176
"Female","40-49",26248,2,0.00896920459312169,235
"Female","40-49",26248,3,0.011228355203369,295
"Female","40-49",26248,4,0.0134875058136162,354
"Female","40-49",26248,5,0.0157466564238635,413
"Female","40-49",26248,6,0.0215660670160941,566
"Female","40-49",26248,7,0.0273854776083247,719
"Female","40-49",26248,8,0.0332048882005553,872
"Female","40-49",26248,9,0.0390242987927859,1024
"Female","40-49",26248,10,0.050668375197815,1330
"Female","40-49",26248,11,0.0610372160669002,1602
"Female","40-49",26248,12,0.0714060569359854,1874
"Female","40-49",26248,13,0.0817748978050706,2146
"Female","40-49",26248,14,0.0991531379494133,2603
"Female","40-49",26248,15,0.11111735130435,2917
"Female","40-49",26248,16,0.121645261187118,3193
"Female","40-49",26248,17,0.132173171069886,3469
"Male","40-49",36720,0,0.0214657551371116,788
"Male","40-49",36720,1,0.0276645187431368,1016
"Male","40-49",36720,2,0.0338632823491619,1243
"Male","40-49",36720,3,0.0400620459551871,1471
"Male","40-49",36720,4,0.0462608095612123,1699
"Male","40-49",36720,5,0.0524595731672374,1926
"Male","40-49",36720,6,0.0635971732501912,2335
"Male","40-49",36720,7,0.0747347733331449,2744
"Male","40-49",36720,8,0.0858723734160986,3153
"Male","40-49",36720,9,0.0970099734990523,3562
"Male","40-49",36720,10,0.110585434483719,4061
"Male","40-49",36720,11,0.119313848755915,4381
"Male","40-49",36720,12,0.128042263028112,4702
"Male","40-49",36720,13,0.136770677300308,5022
"Male","40-49",36720,14,0.159475126508367,5856
"Male","40-49",36720,15,0.167819542812175,6162
"Male","40-49",36720,16,0.159986819219264,5875
"Male","40-49",36720,17,0.152154095626352,5587
"Female","50-59",37255,0,0,0
"Female","50-59",37255,1,0.000167581901436191,6
"Female","50-59",37255,2,0.000335163802872382,12
"Female","50-59",37255,3,0.000502745704308573,19
"Female","50-59",37255,4,0.000670327605744764,25
"Female","50-59",37255,5,0.000837909507180955,31
"Female","50-59",37255,6,0.00233536948160999,87
"Female","50-59",37255,7,0.00305796825469923,114
"Female","50-59",37255,8,0.00455542822912826,170
"Female","50-59",37255,9,0.0052780270022175,197
"Female","50-59",37255,10,0.00632414600422135,236
"Female","50-59",37255,11,0.00909567478863893,339
"Female","50-59",37255,12,0.0121907238019711,454
"Female","50-59",37255,13,0.0149051671709031,555
"Female","50-59",37255,14,0.0180002161842353,671
"Female","50-59",37255,15,0.0207146595531674,772
"Female","50-59",37255,16,0.0265944312143037,991
"Female","50-59",37255,17,0.0328684584323797,1225
"Male","50-59",80668,0,0.0031279147078136,252
"Male","50-59",80668,1,0.00416681735506818,336
"Male","50-59",80668,2,0.00520572000232275,420
"Male","50-59",80668,3,0.00624462264957732,504
"Male","50-59",80668,4,0.0072835252968319,588
"Male","50-59",80668,5,0.00832242794408647,671
"Male","50-59",80668,6,0.0115470029286986,931
"Male","50-59",80668,7,0.0141756683673037,1144
"Male","50-59",80668,8,0.0174002433519158,1404
"Male","50-59",80668,9,0.0200289087905209,1616
"Male","50-59",80668,10,0.026648735324528,2150
"Male","50-59",80668,11,0.0330625397297504,2667
"Male","50-59",80668,12,0.040310893010084,3252
"Male","50-59",80668,13,0.0463972910236649,3743
"Male","50-59",80668,14,0.0604889976218197,4880
"Male","50-59",80668,15,0.0675786768139242,5451
"Male","50-59",80668,16,0.0796220611422133,6423
"Male","50-59",80668,17,0.0910993997497569,7349
"Female","60-69",51648,0,0,0
"Female","60-69",51648,1,0,0
"Female","60-69",51648,2,0,0
"Female","60-69",51648,3,0,0
"Female","60-69",51648,4,0,0
"Female","60-69",51648,5,0,0
"Female","60-69",51648,6,0,0
"Female","60-69",51648,7,0,0
"Female","60-69",51648,8,0,0
"Female","60-69",51648,9,0,0
"Female","60-69",51648,10,0,0
"Female","60-69",51648,11,0.00025300075387691,13
"Female","60-69",51648,12,0.00050600150775382,26
"Female","60-69",51648,13,0.000905872259950712,47
"Female","60-69",51648,14,0.00115887301382762,60
"Female","60-69",51648,15,0.00155874376602451,81
"Female","60-69",51648,16,0.00237257391726766,123
"Female","60-69",51648,17,0.0033332740668308,172
"Male","60-69",94835,0,0.000508783621588709,48
"Male","60-69",94835,1,0.000646379863459113,61
"Male","60-69",94835,2,0.000783976105329517,74
"Male","60-69",94835,3,0.00092157234719992,87
"Male","60-69",94835,4,0.00105916858907032,100
"Male","60-69",94835,5,0.00119676483094073,113
"Male","60-69",94835,6,0.00196903990808122,187
"Male","60-69",94835,7,0.00235526988345579,223
"Male","60-69",94835,8,0.00312754496059628,297
"Male","60-69",94835,9,0.00351377493597086,333
"Male","60-69",94835,10,0.00449595495926416,426
"Male","60-69",94835,11,0.00611332511007982,580
"Male","60-69",94835,12,0.0083266453088142,790
"Male","60-69",94835,13,0.00986811293456082,936
"Male","60-69",94835,14,0.0120814331332952,1146
"Male","60-69",94835,15,0.0136229007590418,1292
"Male","60-69",94835,16,0.0173948731573036,1650
"Male","60-69",94835,17,0.0208810380843435,1980
"Female","70-79",28788,0,0,0
"Female","70-79",28788,1,0,0
"Female","70-79",28788,2,0,0
"Female","70-79",28788,3,0,0
"Female","70-79",28788,4,0,0
"Female","70-79",28788,5,0,0
"Female","70-79",28788,6,0,0
"Female","70-79",28788,7,0,0
"Female","70-79",28788,8,0,0
"Female","70-79",28788,9,0,0
"Female","70-79",28788,10,0,0
"Female","70-79",28788,11,0,0
"Female","70-79",28788,12,0,0
"Female","70-79",28788,13,0,0
"Female","70-79",28788,14,0,0
"Female","70-79",28788,15,0,0
"Female","70-79",28788,16,0,0
"Female","70-79",28788,17,0,0
"Male","70-79",39322,0,0.000299723798661318,12
"Male","70-79",39322,1,0.000310192245126057,12
"Male","70-79",39322,2,0.000320660691590797,13
"Male","70-79",39322,3,0.000331129138055537,13
"Male","70-79",39322,4,0.000341597584520277,13
"Male","70-79",39322,5,0.000352066030985016,14
"Male","70-79",39322,6,0.000437413887707625,17
"Male","70-79",39322,7,0.000468757405828364,18
"Male","70-79",39322,8,0.000554105262550972,22
"Male","70-79",39322,9,0.000585448780671711,23
"Male","70-79",39322,10,0.00072065536544315,28
"Male","70-79",39322,11,0.0011148806923024,44
"Male","70-79",39322,12,0.00161296908581235,63
"Male","70-79",39322,13,0.00182537460316829,72
"Male","70-79",39322,14,0.00239240473019551,94
"Male","70-79",39322,15,0.00253586851403417,100
"Male","70-79",39322,16,0.00338923492324007,133
"Male","70-79",39322,17,0.00401092279489382,158
"Female","80+",11854,0,0,0
"Female","80+",11854,1,0,0
"Female","80+",11854,2,0,0
"Female","80+",11854,3,0,0
"Female","80+",11854,4,0,0
"Female","80+",11854,5,0,0
"Female","80+",11854,6,0,0
"Female","80+",11854,7,0,0
"Female","80+",11854,8,0,0
"Female","80+",11854,9,0,0
"Female","80+",11854,10,0,0
"Female","80+",11854,11,0,0
"Female","80+",11854,12,0,0
"Female","80+",11854,13,0,0
"Female","80+",11854,14,0,0
"Female","80+",11854,15,0,0
"Female","80+",11854,16,0,0
"Female","80+",11854,17,0,0
"Male","80+",12433,0,0,0
"Male","80+",12433,1,1.11692510816731e-05,0
"Male","80+",12433,2,2.23385021633463e-05,0
"Male","80+",12433,3,3.35077532450194e-05,0
"Male","80+",12433,4,4.46770043266926e-05,1
"Male","80+",12433,5,5.58462554083657e-05,1
"Male","80+",12433,6,7.2325151963889e-05,1
"Male","80+",12433,7,8.97010245642461e-05,1
"Male","80+",12433,8,0.000106179921119769,1
"Male","80+",12433,9,0.000123555793720127,2
"Male","80+",12433,10,0.000146708603781536,2
"Male","80+",12433,11,0.000195431410359945,2
"Male","80+",12433,12,0.000249931154399406,3
"Male","80+",12433,13,0.000274911709525991,3
"Male","80+",12433,14,0.000329411453565452,4
"Male","80+",12433,15,0.000354392008692036,4
"Male","80+",12433,16,0.000466828950159772,6
"Male","80+",12433,17,0.000548849726669797,7
