week_nb,gender,age,year,covid19_deaths,week,value_20,value_pre,excess_deaths
week-24,female,45-49,2020,2,Week 24,67,64,3
week-24,female,50-54,2020,4,Week 24,94,95,-1
week-24,female,55-59,2020,9,Week 24,135,133,2
week-24,female,60-64,2020,14,Week 24,202,172,30
week-24,female,65-69,2020,20,Week 24,272,263,9
week-24,female,70-74,2020,34,Week 24,470,385,85
week-24,female,75-79,2020,60,Week 24,548,496,52
week-24,female,80-84,2020,99,Week 24,796,725,71
week-24,female,85-89,2020,122,Week 24,950,885,65
week-24,female,90+,2020,174,Week 24,1323,1274,49
week-24,female,all-ages,2020,0,Week 24,0,0,0
week-24,male,00-04,2020,0,Week 24,29,33,-4
week-24,male,05-09,2020,0,Week 24,2,4,-2
week-24,male,10-14,2020,0,Week 24,3,4,-1
week-24,male,15-19,2020,0,Week 24,7,9,-2
week-24,male,20-24,2020,0,Week 24,18,17,1
week-24,male,25-29,2020,1,Week 24,19,19,0
week-24,male,30-34,2020,0,Week 24,22,32,-10
week-24,male,35-39,2020,2,Week 24,52,40,12
week-24,male,40-44,2020,1,Week 24,56,59,-3
week-24,male,45-49,2020,6,Week 24,99,101,-2
week-24,male,50-54,2020,12,Week 24,152,137,15
week-24,male,55-59,2020,18,Week 24,211,192,19
week-24,male,60-64,2020,20,Week 24,310,247,63
week-24,male,65-69,2020,25,Week 24,376,390,-14
week-24,male,70-74,2020,58,Week 24,601,518,83
week-24,male,75-79,2020,79,Week 24,682,634,48
week-24,male,80-84,2020,125,Week 24,840,759,81
week-24,male,85-89,2020,121,Week 24,761,740,21
week-24,male,90+,2020,103,Week 24,745,621,124
week-24,male,all-ages,2020,0,Week 24,0,0,0
week-25,female,00-04,2020,0,Week 25,24,24,0
week-25,female,05-09,2020,0,Week 25,3,2,1
week-25,female,10-14,2020,0,Week 25,1,1,0
week-25,female,15-19,2020,0,Week 25,4,3,1
week-25,female,20-24,2020,1,Week 25,3,7,-4
week-25,female,25-29,2020,0,Week 25,9,11,-2
week-25,female,30-34,2020,1,Week 25,14,17,-3
week-25,female,35-39,2020,0,Week 25,21,24,-3
week-25,female,40-44,2020,1,Week 25,36,38,-2
week-25,female,45-49,2020,4,Week 25,72,62,10
week-25,female,50-54,2020,3,Week 25,91,89,2
week-25,female,55-59,2020,6,Week 25,143,124,19
week-25,female,60-64,2020,14,Week 25,198,171,27
week-25,female,65-69,2020,14,Week 25,256,271,-15
week-25,female,70-74,2020,20,Week 25,415,372,43
week-25,female,75-79,2020,35,Week 25,441,508,-67
week-25,female,80-84,2020,78,Week 25,736,723,13
week-25,female,85-89,2020,100,Week 25,819,909,-90
week-25,female,90+,2020,114,Week 25,1283,1269,14
week-25,female,all-ages,2020,0,Week 25,0,0,0
week-25,male,00-04,2020,0,Week 25,34,29,5
week-25,male,05-09,2020,0,Week 25,2,2,0
week-25,male,10-14,2020,0,Week 25,3,3,0
week-25,male,15-19,2020,0,Week 25,5,10,-5
week-25,male,20-24,2020,0,Week 25,10,16,-6
week-25,male,25-29,2020,1,Week 25,23,22,1
week-25,male,30-34,2020,0,Week 25,26,31,-5
week-25,male,35-39,2020,3,Week 25,43,35,8
week-25,male,40-44,2020,5,Week 25,69,58,11
week-25,male,45-49,2020,2,Week 25,72,92,-20
week-25,male,50-54,2020,8,Week 25,157,138,19
week-25,male,55-59,2020,13,Week 25,224,197,27
week-25,male,60-64,2020,17,Week 25,249,264,-15
week-25,male,65-69,2020,24,Week 25,408,384,24
week-25,male,70-74,2020,45,Week 25,536,542,-6
week-25,male,75-79,2020,60,Week 25,689,634,55
week-25,male,80-84,2020,85,Week 25,814,759,55
week-25,male,85-89,2020,64,Week 25,777,765,12
week-25,male,90+,2020,65,Week 25,629,631,-2
week-25,male,all-ages,2020,0,Week 25,0,0,0
week-26,female,00-04,2020,0,Week 26,22,20,2
week-26,female,05-09,2020,0,Week 26,2,1,1
week-26,female,10-14,2020,0,Week 26,2,3,-1
week-26,female,15-19,2020,0,Week 26,0,6,-6
week-26,female,20-24,2020,0,Week 26,1,5,-4
week-26,female,25-29,2020,0,Week 26,9,13,-4
week-26,female,30-34,2020,0,Week 26,8,18,-10
week-26,female,35-39,2020,0,Week 26,22,22,0
week-26,female,40-44,2020,1,Week 26,34,36,-2
week-26,female,45-49,2020,2,Week 26,54,66,-12
week-26,female,50-54,2020,4,Week 26,95,88,7
week-26,female,55-59,2020,4,Week 26,120,138,-18
week-26,female,60-64,2020,10,Week 26,174,170,4
week-26,female,65-69,2020,8,Week 26,246,274,-28
week-26,female,70-74,2020,24,Week 26,435,391,44
week-26,female,75-79,2020,34,Week 26,525,462,63
week-26,female,80-84,2020,48,Week 26,715,697,18
week-26,female,85-89,2020,50,Week 26,803,887,-84
week-26,female,90+,2020,82,Week 26,1212,1228,-16
week-26,female,all-ages,2020,0,Week 26,0,0,0
week-26,male,00-04,2020,0,Week 26,29,32,-3
week-26,male,05-09,2020,0,Week 26,2,3,-1
week-26,male,10-14,2020,0,Week 26,1,4,-3
week-26,male,15-19,2020,0,Week 26,2,8,-6
week-26,male,20-24,2020,0,Week 26,12,11,1
week-26,male,25-29,2020,0,Week 26,29,24,5
week-26,male,30-34,2020,0,Week 26,20,29,-9
week-26,male,35-39,2020,0,Week 26,26,41,-15
week-26,male,40-44,2020,2,Week 26,56,54,2
week-26,male,45-49,2020,2,Week 26,105,92,13
week-26,male,50-54,2020,8,Week 26,137,134,3
week-26,male,55-59,2020,8,Week 26,215,185,30
week-26,male,60-64,2020,17,Week 26,250,254,-4
week-26,male,65-69,2020,24,Week 26,352,395,-43
week-26,male,70-74,2020,29,Week 26,535,532,3
week-26,male,75-79,2020,46,Week 26,627,622,5
week-26,male,80-84,2020,72,Week 26,740,754,-14
week-26,male,85-89,2020,72,Week 26,743,731,12
week-26,male,90+,2020,59,Week 26,619,606,13
week-26,male,all-ages,2020,0,Week 26,0,0,0
week-27,female,00-04,2020,0,Week 27,24,25,-1
week-27,female,05-09,2020,0,Week 27,0,3,-3
week-27,female,10-14,2020,0,Week 27,1,4,-3
week-27,female,15-19,2020,0,Week 27,5,6,-1
week-27,female,20-24,2020,0,Week 27,7,8,-1
week-27,female,25-29,2020,0,Week 27,9,9,0
week-27,female,30-34,2020,1,Week 27,15,15,0
week-27,female,35-39,2020,1,Week 27,29,23,6
week-27,female,40-44,2020,2,Week 27,41,33,8
week-27,female,45-49,2020,4,Week 27,59,61,-2
week-27,female,50-54,2020,1,Week 27,84,100,-16
week-27,female,55-59,2020,2,Week 27,141,135,6
week-27,female,60-64,2020,0,Week 27,172,171,1
week-27,female,65-69,2020,10,Week 27,243,258,-15
week-27,female,70-74,2020,25,Week 27,426,380,46
week-27,female,75-79,2020,27,Week 27,524,518,6
week-27,female,80-84,2020,47,Week 27,641,714,-73
week-27,female,85-89,2020,61,Week 27,872,911,-39
week-27,female,90+,2020,69,Week 27,1209,1260,-51
week-27,female,all-ages,2020,0,Week 27,0,0,0
week-27,male,00-04,2020,0,Week 27,30,29,1
week-27,male,05-09,2020,0,Week 27,2,2,0
week-27,male,10-14,2020,0,Week 27,3,2,1
week-27,male,15-19,2020,0,Week 27,9,8,1
week-27,male,20-24,2020,0,Week 27,12,17,-5
week-27,male,25-29,2020,0,Week 27,20,26,-6
week-27,male,30-34,2020,0,Week 27,29,34,-5
week-27,male,35-39,2020,0,Week 27,33,39,-6
week-27,male,40-44,2020,2,Week 27,63,50,13
week-27,male,45-49,2020,4,Week 27,98,93,5
week-27,male,50-54,2020,7,Week 27,148,146,2
week-27,male,55-59,2020,11,Week 27,198,192,6
week-27,male,60-64,2020,12,Week 27,281,254,27
week-27,male,65-69,2020,18,Week 27,378,404,-26
week-27,male,70-74,2020,19,Week 27,554,535,19
week-27,male,75-79,2020,44,Week 27,667,635,32
week-27,male,80-84,2020,66,Week 27,798,764,34
week-27,male,85-89,2020,53,Week 27,704,754,-50
week-27,male,90+,2020,46,Week 27,611,635,-24
week-27,male,all-ages,2020,0,Week 27,0,0,0
week-28,female,00-04,2020,0,Week 28,28,26,2
week-28,female,05-09,2020,0,Week 28,1,2,-1
week-28,female,10-14,2020,0,Week 28,3,3,0
week-28,female,15-19,2020,0,Week 28,3,5,-2
week-28,female,20-24,2020,0,Week 28,7,7,0
week-28,female,25-29,2020,0,Week 28,9,8,1
week-28,female,30-34,2020,0,Week 28,19,17,2
week-28,female,35-39,2020,1,Week 28,24,22,2
week-28,female,40-44,2020,0,Week 28,29,38,-9
week-28,female,45-49,2020,0,Week 28,58,60,-2
week-28,female,50-54,2020,3,Week 28,86,87,-1
week-28,female,55-59,2020,1,Week 28,120,131,-11
week-28,female,60-64,2020,4,Week 28,157,173,-16
week-28,female,65-69,2020,10,Week 28,249,244,5
week-28,female,70-74,2020,14,Week 28,419,378,41
week-28,female,75-79,2020,18,Week 28,482,487,-5
week-28,female,80-84,2020,23,Week 28,677,688,-11
week-28,female,85-89,2020,31,Week 28,807,854,-47
week-28,female,90+,2020,59,Week 28,1102,1206,-104
week-28,female,all-ages,2020,0,Week 28,0,0,0
week-28,male,00-04,2020,0,Week 28,33,30,3
week-28,male,05-09,2020,0,Week 28,1,2,-1
week-28,male,10-14,2020,0,Week 28,2,3,-1
week-28,male,15-19,2020,0,Week 28,8,10,-2
week-28,male,20-24,2020,1,Week 28,17,16,1
week-28,male,25-29,2020,0,Week 28,20,25,-5
week-28,male,30-34,2020,0,Week 28,29,27,2
week-28,male,35-39,2020,0,Week 28,46,36,10
week-28,male,40-44,2020,2,Week 28,53,58,-5
week-28,male,45-49,2020,1,Week 28,101,91,10
week-28,male,50-54,2020,2,Week 28,138,134,4
week-28,male,55-59,2020,7,Week 28,180,186,-6
week-28,male,60-64,2020,11,Week 28,268,262,6
week-28,male,65-69,2020,12,Week 28,352,379,-27
week-28,male,70-74,2020,23,Week 28,523,517,6
week-28,male,75-79,2020,33,Week 28,619,602,17
week-28,male,80-84,2020,40,Week 28,751,747,4
week-28,male,85-89,2020,34,Week 28,668,715,-47
week-28,male,90+,2020,36,Week 28,601,605,-4
week-28,male,all-ages,2020,0,Week 28,0,0,0
week-29,female,00-04,2020,0,Week 29,20,21,-1
week-29,female,05-09,2020,0,Week 29,1,1,0
week-29,female,10-14,2020,0,Week 29,0,1,-1
week-29,female,15-19,2020,0,Week 29,3,5,-2
week-29,female,20-24,2020,0,Week 29,5,8,-3
week-29,female,25-29,2020,0,Week 29,12,9,3
week-29,female,30-34,2020,0,Week 29,22,16,6
week-29,female,35-39,2020,0,Week 29,23,23,0
week-29,female,40-44,2020,0,Week 29,35,33,2
week-29,female,45-49,2020,1,Week 29,64,61,3
week-29,female,50-54,2020,2,Week 29,100,93,7
week-29,female,55-59,2020,2,Week 29,134,124,10
week-29,female,60-64,2020,5,Week 29,188,172,16
week-29,female,65-69,2020,5,Week 29,231,259,-28
week-29,female,70-74,2020,14,Week 29,422,384,38
week-29,female,75-79,2020,13,Week 29,510,482,28
week-29,female,80-84,2020,17,Week 29,681,698,-17
week-29,female,85-89,2020,25,Week 29,836,909,-73
week-29,female,90+,2020,47,Week 29,1171,1253,-82
week-29,female,all-ages,2020,0,Week 29,0,0,0
week-29,male,00-04,2020,0,Week 29,21,34,-13
week-29,male,05-09,2020,0,Week 29,3,3,0
week-29,male,10-14,2020,0,Week 29,0,2,-2
week-29,male,15-19,2020,0,Week 29,7,8,-1
week-29,male,20-24,2020,0,Week 29,16,13,3
week-29,male,25-29,2020,0,Week 29,15,25,-10
week-29,male,30-34,2020,0,Week 29,21,28,-7
week-29,male,35-39,2020,1,Week 29,49,40,9
week-29,male,40-44,2020,2,Week 29,69,55,14
week-29,male,45-49,2020,6,Week 29,97,96,1
week-29,male,50-54,2020,3,Week 29,151,144,7
week-29,male,55-59,2020,5,Week 29,210,205,5
week-29,male,60-64,2020,4,Week 29,254,252,2
week-29,male,65-69,2020,9,Week 29,377,391,-14
week-29,male,70-74,2020,13,Week 29,516,517,-1
week-29,male,75-79,2020,25,Week 29,622,613,9
week-29,male,80-84,2020,41,Week 29,734,749,-15
week-29,male,85-89,2020,29,Week 29,639,746,-107
week-29,male,90+,2020,26,Week 29,564,627,-63
week-29,male,all-ages,2020,0,Week 29,0,0,0
week-3,female,00-04,2020,0,Week 3,34,23,11
week-3,female,00-04,2021,0,Week 3,27,23,4
week-3,female,05-09,2020,0,Week 3,1,3,-2
week-3,female,05-09,2021,0,Week 3,4,3,1
week-3,female,10-14,2020,0,Week 3,1,2,-1
week-3,female,10-14,2021,1,Week 3,3,2,1
week-3,female,15-19,2020,0,Week 3,5,6,-1
week-3,female,15-19,2021,2,Week 3,12,6,6
week-3,female,20-24,2020,0,Week 3,4,6,-2
week-3,female,20-24,2021,0,Week 3,5,6,-1
week-3,female,25-29,2020,0,Week 3,6,13,-7
week-3,female,25-29,2021,3,Week 3,16,13,3
week-3,female,30-34,2020,0,Week 3,18,18,0
week-3,female,30-34,2021,3,Week 3,30,18,12
week-3,female,35-39,2020,0,Week 3,28,29,-1
week-3,female,35-39,2021,7,Week 3,26,29,-3
week-3,female,40-44,2020,0,Week 3,46,39,7
week-3,female,40-44,2021,11,Week 3,68,39,29
week-3,female,45-49,2020,0,Week 3,83,67,16
week-3,female,45-49,2021,39,Week 3,104,67,37
week-3,female,50-54,2020,0,Week 3,106,111,-5
week-3,female,50-54,2021,58,Week 3,163,111,52
week-3,female,55-59,2020,0,Week 3,166,147,19
week-3,female,55-59,2021,107,Week 3,245,147,98
week-3,female,60-64,2020,0,Week 3,224,209,15
week-3,female,60-64,2021,141,Week 3,340,209,131
week-3,female,65-69,2020,0,Week 3,332,339,-7
week-3,female,65-69,2021,205,Week 3,477,339,138
week-3,female,70-74,2020,0,Week 3,520,488,32
week-3,female,70-74,2021,317,Week 3,749,488,261
week-3,female,75-79,2020,0,Week 3,726,693,33
week-3,female,75-79,2021,438,Week 3,945,693,252
week-3,female,80-84,2020,0,Week 3,1023,1007,16
week-3,female,80-84,2021,634,Week 3,1414,1007,407
week-3,female,85-89,2020,0,Week 3,1304,1344,-40
week-3,female,85-89,2021,849,Week 3,1862,1344,518
week-3,female,90+,2020,0,Week 3,1933,2078,-145
week-3,female,90+,2021,1176,Week 3,2646,2078,568
week-3,female,all-ages,2020,0,Week 3,0,0,0
week-3,female,all-ages,2021,0,Week 3,0,0,0
week-3,male,00-04,2020,0,Week 3,42,37,5
week-3,male,00-04,2021,0,Week 3,28,37,-9
week-3,male,05-09,2020,0,Week 3,4,3,1
week-3,male,05-09,2021,0,Week 3,1,3,-2
week-3,male,10-14,2020,0,Week 3,3,3,0
week-3,male,10-14,2021,0,Week 3,2,3,-1
week-3,male,15-19,2020,0,Week 3,5,8,-3
week-3,male,15-19,2021,0,Week 3,10,8,2
week-3,male,20-24,2020,0,Week 3,21,18,3
week-3,male,20-24,2021,2,Week 3,14,18,-4
week-3,male,25-29,2020,0,Week 3,31,23,8
week-3,male,25-29,2021,4,Week 3,19,23,-4
week-3,male,30-34,2020,0,Week 3,29,29,0
week-3,male,30-34,2021,7,Week 3,38,29,9
week-3,male,35-39,2020,0,Week 3,49,44,5
week-3,male,35-39,2021,18,Week 3,70,44,26
week-3,male,40-44,2020,0,Week 3,72,71,1
week-3,male,40-44,2021,34,Week 3,108,71,37
week-3,male,45-49,2020,0,Week 3,106,108,-2
week-3,male,45-49,2021,51,Week 3,151,108,43
week-3,male,50-54,2020,0,Week 3,200,158,42
week-3,male,50-54,2021,76,Week 3,263,158,105
week-3,male,55-59,2020,0,Week 3,295,215,80
week-3,male,55-59,2021,150,Week 3,367,215,152
week-3,male,60-64,2020,0,Week 3,338,307,31
week-3,male,60-64,2021,236,Week 3,569,307,262
week-3,male,65-69,2020,0,Week 3,471,480,-9
week-3,male,65-69,2021,316,Week 3,713,480,233
week-3,male,70-74,2020,0,Week 3,690,641,49
week-3,male,70-74,2021,489,Week 3,1028,641,387
week-3,male,75-79,2020,0,Week 3,886,815,71
week-3,male,75-79,2021,672,Week 3,1350,815,535
week-3,male,80-84,2020,0,Week 3,1080,1013,67
week-3,male,80-84,2021,791,Week 3,1615,1013,602
week-3,male,85-89,2020,0,Week 3,1117,1064,53
week-3,male,85-89,2021,835,Week 3,1656,1064,592
week-3,male,90+,2020,0,Week 3,991,971,20
week-3,male,90+,2021,750,Week 3,1538,971,567
week-3,male,all-ages,2020,0,Week 3,0,0,0
week-3,male,all-ages,2021,0,Week 3,0,0,0
week-30,female,00-04,2020,0,Week 30,20,25,-5
week-30,female,05-09,2020,0,Week 30,3,3,0
week-30,female,10-14,2020,0,Week 30,1,2,-1
week-30,female,15-19,2020,0,Week 30,2,5,-3
week-30,female,20-24,2020,0,Week 30,6,6,0
week-30,female,25-29,2020,0,Week 30,14,8,6
week-30,female,30-34,2020,1,Week 30,21,19,2
week-30,female,35-39,2020,0,Week 30,19,28,-9
week-30,female,40-44,2020,0,Week 30,43,32,11
week-30,female,45-49,2020,1,Week 30,61,63,-2
week-30,female,50-54,2020,2,Week 30,95,89,6
week-30,female,55-59,2020,3,Week 30,137,125,12
week-30,female,60-64,2020,3,Week 30,152,169,-17
week-30,female,65-69,2020,5,Week 30,255,271,-16
week-30,female,70-74,2020,19,Week 30,389,385,4
week-30,female,75-79,2020,13,Week 30,506,490,16
week-30,female,80-84,2020,12,Week 30,653,727,-74
week-30,female,85-89,2020,26,Week 30,835,891,-56
week-30,female,90+,2020,18,Week 30,1190,1242,-52
week-30,female,all-ages,2020,0,Week 30,0,0,0
week-30,male,00-04,2020,0,Week 30,32,31,1
week-30,male,05-09,2020,0,Week 30,2,3,-1
week-30,male,10-14,2020,0,Week 30,3,3,0
week-30,male,15-19,2020,0,Week 30,7,7,0
week-30,male,20-24,2020,0,Week 30,11,15,-4
week-30,male,25-29,2020,0,Week 30,12,20,-8
week-30,male,30-34,2020,0,Week 30,31,29,2
week-30,male,35-39,2020,0,Week 30,45,40,5
week-30,male,40-44,2020,2,Week 30,64,60,4
week-30,male,45-49,2020,1,Week 30,108,94,14
week-30,male,50-54,2020,7,Week 30,142,132,10
week-30,male,55-59,2020,6,Week 30,233,177,56
week-30,male,60-64,2020,4,Week 30,280,248,32
week-30,male,65-69,2020,8,Week 30,334,376,-42
week-30,male,70-74,2020,8,Week 30,539,531,8
week-30,male,75-79,2020,16,Week 30,584,640,-56
week-30,male,80-84,2020,21,Week 30,763,774,-11
week-30,male,85-89,2020,22,Week 30,693,735,-42
week-30,male,90+,2020,19,Week 30,606,607,-1
week-30,male,all-ages,2020,0,Week 30,0,0,0
week-31,female,00-04,2020,0,Week 31,22,27,-5
week-31,female,05-09,2020,1,Week 31,2,2,0
week-31,female,10-14,2020,0,Week 31,1,2,-1
week-31,female,15-19,2020,0,Week 31,4,4,0
week-31,female,20-24,2020,0,Week 31,8,8,0
week-31,female,25-29,2020,0,Week 31,10,9,1
week-31,female,30-34,2020,0,Week 31,21,14,7
week-31,female,35-39,2020,1,Week 31,23,27,-4
week-31,female,40-44,2020,0,Week 31,41,34,7
week-31,female,45-49,2020,2,Week 31,66,62,4
week-31,female,50-54,2020,0,Week 31,90,90,0
week-31,female,55-59,2020,2,Week 31,125,131,-6
week-31,female,60-64,2020,3,Week 31,167,168,-1
week-31,female,65-69,2020,7,Week 31,229,250,-21
week-31,female,70-74,2020,5,Week 31,422,364,58
week-31,female,75-79,2020,13,Week 31,520,479,41
week-31,female,80-84,2020,12,Week 31,695,668,27
week-31,female,85-89,2020,17,Week 31,751,851,-100
week-31,female,90+,2020,23,Week 31,1179,1201,-22
week-31,female,all-ages,2020,0,Week 31,0,0,0
week-31,male,00-04,2020,0,Week 31,34,29,5
week-31,male,05-09,2020,0,Week 31,3,2,1
week-31,male,10-14,2020,0,Week 31,2,2,0
week-31,male,15-19,2020,0,Week 31,8,11,-3
week-31,male,20-24,2020,0,Week 31,21,19,2
week-31,male,25-29,2020,0,Week 31,20,24,-4
week-31,male,30-34,2020,0,Week 31,25,31,-6
week-31,male,35-39,2020,0,Week 31,35,37,-2
week-31,male,40-44,2020,1,Week 31,72,54,18
week-31,male,45-49,2020,2,Week 31,109,95,14
week-31,male,50-54,2020,2,Week 31,154,136,18
week-31,male,55-59,2020,5,Week 31,246,185,61
week-31,male,60-64,2020,6,Week 31,252,253,-1
week-31,male,65-69,2020,9,Week 31,366,368,-2
week-31,male,70-74,2020,9,Week 31,561,515,46
week-31,male,75-79,2020,16,Week 31,599,593,6
week-31,male,80-84,2020,27,Week 31,745,737,8
week-31,male,85-89,2020,16,Week 31,740,704,36
week-31,male,90+,2020,14,Week 31,578,598,-20
week-31,male,all-ages,2020,0,Week 31,0,0,0
week-32,female,00-04,2020,0,Week 32,25,26,-1
week-32,female,05-09,2020,0,Week 32,3,1,2
week-32,female,10-14,2020,0,Week 32,3,3,0
week-32,female,15-19,2020,0,Week 32,2,5,-3
week-32,female,20-24,2020,0,Week 32,11,5,6
week-32,female,25-29,2020,0,Week 32,15,9,6
week-32,female,30-34,2020,0,Week 32,28,16,12
week-32,female,35-39,2020,0,Week 32,28,23,5
week-32,female,40-44,2020,0,Week 32,36,34,2
week-32,female,45-49,2020,1,Week 32,60,57,3
week-32,female,50-54,2020,1,Week 32,88,94,-6
week-32,female,55-59,2020,1,Week 32,131,130,1
week-32,female,60-64,2020,4,Week 32,189,171,18
week-32,female,65-69,2020,3,Week 32,223,269,-46
week-32,female,70-74,2020,9,Week 32,369,359,10
week-32,female,75-79,2020,9,Week 32,503,490,13
week-32,female,80-84,2020,11,Week 32,694,691,3
week-32,female,85-89,2020,16,Week 32,845,874,-29
week-32,female,90+,2020,19,Week 32,1173,1250,-77
week-32,female,all-ages,2020,0,Week 32,0,0,0
week-32,male,00-04,2020,0,Week 32,23,31,-8
week-32,male,05-09,2020,0,Week 32,2,4,-2
week-32,male,10-14,2020,0,Week 32,3,3,0
week-32,male,15-19,2020,0,Week 32,11,10,1
week-32,male,20-24,2020,0,Week 32,16,19,-3
week-32,male,25-29,2020,0,Week 32,35,19,16
week-32,male,30-34,2020,0,Week 32,43,30,13
week-32,male,35-39,2020,0,Week 32,40,42,-2
week-32,male,40-44,2020,1,Week 32,64,61,3
week-32,male,45-49,2020,0,Week 32,101,95,6
week-32,male,50-54,2020,2,Week 32,151,140,11
week-32,male,55-59,2020,4,Week 32,208,185,23
week-32,male,60-64,2020,3,Week 32,251,262,-11
week-32,male,65-69,2020,9,Week 32,352,390,-38
week-32,male,70-74,2020,6,Week 32,537,519,18
week-32,male,75-79,2020,13,Week 32,621,610,11
week-32,male,80-84,2020,14,Week 32,732,752,-20
week-32,male,85-89,2020,11,Week 32,683,732,-49
week-32,male,90+,2020,15,Week 32,646,634,12
week-32,male,all-ages,2020,0,Week 32,0,0,0
week-33,female,00-04,2020,0,Week 33,25,25,0
week-33,female,05-09,2020,0,Week 33,0,1,-1
week-33,female,10-14,2020,0,Week 33,2,1,1
week-33,female,15-19,2020,0,Week 33,3,6,-3
week-33,female,20-24,2020,0,Week 33,4,6,-2
week-33,female,25-29,2020,0,Week 33,12,9,3
week-33,female,30-34,2020,1,Week 33,20,14,6
week-33,female,35-39,2020,0,Week 33,29,24,5
week-33,female,40-44,2020,0,Week 33,45,36,9
week-33,female,45-49,2020,1,Week 33,65,58,7
week-33,female,50-54,2020,0,Week 33,95,88,7
week-33,female,55-59,2020,1,Week 33,126,130,-4
week-33,female,60-64,2020,2,Week 33,197,167,30
week-33,female,65-69,2020,7,Week 33,259,259,0
week-33,female,70-74,2020,3,Week 33,397,391,6
week-33,female,75-79,2020,7,Week 33,499,480,19
week-33,female,80-84,2020,9,Week 33,720,716,4
week-33,female,85-89,2020,13,Week 33,836,878,-42
week-33,female,90+,2020,26,Week 33,1301,1215,86
week-33,female,all-ages,2020,0,Week 33,0,0,0
week-33,male,00-04,2020,0,Week 33,30,35,-5
week-33,male,05-09,2020,0,Week 33,2,3,-1
week-33,male,10-14,2020,0,Week 33,6,3,3
week-33,male,15-19,2020,0,Week 33,9,9,0
week-33,male,20-24,2020,0,Week 33,20,15,5
week-33,male,25-29,2020,0,Week 33,20,21,-1
week-33,male,30-34,2020,0,Week 33,29,27,2
week-33,male,35-39,2020,0,Week 33,38,42,-4
week-33,male,40-44,2020,1,Week 33,60,54,6
week-33,male,45-49,2020,1,Week 33,88,96,-8
week-33,male,50-54,2020,0,Week 33,140,133,7
week-33,male,55-59,2020,0,Week 33,185,186,-1
week-33,male,60-64,2020,3,Week 33,254,251,3
week-33,male,65-69,2020,3,Week 33,387,380,7
week-33,male,70-74,2020,12,Week 33,558,525,33
week-33,male,75-79,2020,9,Week 33,683,622,61
week-33,male,80-84,2020,14,Week 33,812,758,54
week-33,male,85-89,2020,16,Week 33,751,728,23
week-33,male,90+,2020,10,Week 33,685,624,61
week-33,male,all-ages,2020,0,Week 33,0,0,0
week-34,female,00-04,2020,0,Week 34,18,21,-3
week-34,female,05-09,2020,0,Week 34,3,2,1
week-34,female,10-14,2020,0,Week 34,2,2,0
week-34,female,15-19,2020,0,Week 34,5,6,-1
week-34,female,20-24,2020,0,Week 34,6,7,-1
week-34,female,25-29,2020,0,Week 34,10,12,-2
week-34,female,30-34,2020,0,Week 34,13,14,-1
week-34,female,35-39,2020,0,Week 34,28,23,5
week-34,female,40-44,2020,1,Week 34,34,30,4
week-34,female,45-49,2020,1,Week 34,60,57,3
week-34,female,50-54,2020,2,Week 34,96,93,3
week-34,female,55-59,2020,1,Week 34,164,115,49
week-34,female,60-64,2020,1,Week 34,186,163,23
week-34,female,65-69,2020,2,Week 34,246,289,-43
week-34,female,70-74,2020,4,Week 34,426,381,45
week-34,female,75-79,2020,3,Week 34,562,484,78
week-34,female,80-84,2020,21,Week 34,731,701,30
week-34,female,85-89,2020,22,Week 34,877,907,-30
week-34,female,90+,2020,10,Week 34,1345,1206,139
week-34,female,all-ages,2020,0,Week 34,0,0,0
week-34,male,00-04,2020,0,Week 34,38,27,11
week-34,male,05-09,2020,0,Week 34,1,1,0
week-34,male,10-14,2020,0,Week 34,3,3,0
week-34,male,15-19,2020,0,Week 34,9,6,3
week-34,male,20-24,2020,0,Week 34,21,11,10
week-34,male,25-29,2020,0,Week 34,18,25,-7
week-34,male,30-34,2020,0,Week 34,29,32,-3
week-34,male,35-39,2020,0,Week 34,52,36,16
week-34,male,40-44,2020,0,Week 34,70,51,19
week-34,male,45-49,2020,1,Week 34,87,77,10
week-34,male,50-54,2020,2,Week 34,164,132,32
week-34,male,55-59,2020,6,Week 34,210,191,19
week-34,male,60-64,2020,4,Week 34,284,250,34
week-34,male,65-69,2020,5,Week 34,354,380,-26
week-34,male,70-74,2020,5,Week 34,544,517,27
week-34,male,75-79,2020,16,Week 34,713,613,100
week-34,male,80-84,2020,13,Week 34,817,750,67
week-34,male,85-89,2020,13,Week 34,751,718,33
week-34,male,90+,2020,5,Week 34,654,634,20
week-34,male,all-ages,2020,0,Week 34,0,0,0
week-35,female,00-04,2020,0,Week 35,17,27,-10
week-35,female,05-09,2020,0,Week 35,5,1,4
week-35,female,10-14,2020,0,Week 35,3,1,2
week-35,female,15-19,2020,0,Week 35,5,4,1
week-35,female,20-24,2020,0,Week 35,8,8,0
week-35,female,25-29,2020,0,Week 35,11,12,-1
week-35,female,30-34,2020,0,Week 35,12,14,-2
week-35,female,35-39,2020,1,Week 35,27,24,3
week-35,female,40-44,2020,1,Week 35,24,37,-13
week-35,female,45-49,2020,0,Week 35,52,59,-7
week-35,female,50-54,2020,0,Week 35,87,92,-5
week-35,female,55-59,2020,0,Week 35,133,126,7
week-35,female,60-64,2020,2,Week 35,189,171,18
week-35,female,65-69,2020,3,Week 35,261,256,5
week-35,female,70-74,2020,1,Week 35,394,375,19
week-35,female,75-79,2020,5,Week 35,515,497,18
