week_nb,gender,age,year,covid19_deaths,week,value_20,value_pre,excess_deaths
week-46,male,20-24,2020,0,Week 46,16,17,-1
week-46,male,25-29,2020,0,Week 46,31,23,8
week-46,male,30-34,2020,1,Week 46,45,29,16
week-46,male,35-39,2020,1,Week 46,43,36,7
week-46,male,40-44,2020,6,Week 46,60,54,6
week-46,male,45-49,2020,8,Week 46,110,95,15
week-46,male,50-54,2020,21,Week 46,173,139,34
week-46,male,55-59,2020,39,Week 46,277,201,76
week-46,male,60-64,2020,63,Week 46,340,271,69
week-46,male,65-69,2020,95,Week 46,438,402,36
week-46,male,70-74,2020,175,Week 46,797,569,228
week-46,male,75-79,2020,218,Week 46,917,699,218
week-46,male,80-84,2020,279,Week 46,1134,854,280
week-46,male,85-89,2020,255,Week 46,1041,855,186
week-46,male,90+,2020,192,Week 46,882,757,125
week-46,male,all-ages,2020,0,Week 46,0,0,0
week-47,female,00-04,2020,0,Week 47,25,22,3
week-47,female,05-09,2020,0,Week 47,1,2,-1
week-47,female,10-14,2020,0,Week 47,1,1,0
week-47,female,15-19,2020,0,Week 47,5,6,-1
week-47,female,20-24,2020,0,Week 47,3,5,-2
week-47,female,25-29,2020,1,Week 47,15,10,5
week-47,female,30-34,2020,1,Week 47,16,14,2
week-47,female,35-39,2020,3,Week 47,31,26,5
week-47,female,40-44,2020,5,Week 47,57,36,21
week-47,female,45-49,2020,7,Week 47,69,67,2
week-47,female,50-54,2020,10,Week 47,118,101,17
week-47,female,55-59,2020,23,Week 47,158,130,28
week-47,female,60-64,2020,29,Week 47,216,193,23
week-47,female,65-69,2020,43,Week 47,290,293,-3
week-47,female,70-74,2020,98,Week 47,497,442,55
week-47,female,75-79,2020,152,Week 47,722,554,168
week-47,female,80-84,2020,221,Week 47,967,810,157
week-47,female,85-89,2020,240,Week 47,1139,1001,138
week-47,female,90+,2020,319,Week 47,1680,1466,214
week-47,female,all-ages,2020,0,Week 47,0,0,0
week-47,male,00-04,2020,0,Week 47,40,35,5
week-47,male,05-09,2020,0,Week 47,5,2,3
week-47,male,10-14,2020,0,Week 47,3,4,-1
week-47,male,15-19,2020,0,Week 47,12,11,1
week-47,male,20-24,2020,1,Week 47,14,16,-2
week-47,male,25-29,2020,0,Week 47,24,18,6
week-47,male,30-34,2020,2,Week 47,34,28,6
week-47,male,35-39,2020,4,Week 47,52,36,16
week-47,male,40-44,2020,3,Week 47,61,56,5
week-47,male,45-49,2020,13,Week 47,110,94,16
week-47,male,50-54,2020,24,Week 47,203,135,68
week-47,male,55-59,2020,35,Week 47,254,204,50
week-47,male,60-64,2020,68,Week 47,372,273,99
week-47,male,65-69,2020,120,Week 47,498,407,91
week-47,male,70-74,2020,175,Week 47,738,576,162
week-47,male,75-79,2020,263,Week 47,956,699,257
week-47,male,80-84,2020,318,Week 47,1140,865,275
week-47,male,85-89,2020,284,Week 47,1044,870,174
week-47,male,90+,2020,235,Week 47,965,737,228
week-47,male,all-ages,2020,0,Week 47,0,0,0
week-48,female,00-04,2020,0,Week 48,23,25,-2
week-48,female,05-09,2020,0,Week 48,2,3,-1
week-48,female,10-14,2020,0,Week 48,1,2,-1
week-48,female,15-19,2020,0,Week 48,5,3,2
week-48,female,20-24,2020,1,Week 48,6,7,-1
week-48,female,25-29,2020,1,Week 48,11,10,1
week-48,female,30-34,2020,3,Week 48,19,15,4
week-48,female,35-39,2020,3,Week 48,35,26,9
week-48,female,40-44,2020,4,Week 48,47,39,8
week-48,female,45-49,2020,6,Week 48,71,67,4
week-48,female,50-54,2020,15,Week 48,137,98,39
week-48,female,55-59,2020,29,Week 48,167,134,33
week-48,female,60-64,2020,36,Week 48,228,188,40
week-48,female,65-69,2020,45,Week 48,289,290,-1
week-48,female,70-74,2020,107,Week 48,480,415,65
week-48,female,75-79,2020,166,Week 48,662,578,84
week-48,female,80-84,2020,242,Week 48,933,819,114
week-48,female,85-89,2020,287,Week 48,1188,1059,129
week-48,female,90+,2020,394,Week 48,1702,1521,181
week-48,female,all-ages,2020,0,Week 48,0,0,0
week-48,male,00-04,2020,0,Week 48,28,34,-6
week-48,male,05-09,2020,0,Week 48,3,1,2
week-48,male,10-14,2020,1,Week 48,4,3,1
week-48,male,15-19,2020,1,Week 48,13,8,5
week-48,male,20-24,2020,1,Week 48,27,18,9
week-48,male,25-29,2020,0,Week 48,30,22,8
week-48,male,30-34,2020,3,Week 48,39,23,16
week-48,male,35-39,2020,3,Week 48,64,40,24
week-48,male,40-44,2020,3,Week 48,54,53,1
week-48,male,45-49,2020,16,Week 48,136,92,44
week-48,male,50-54,2020,23,Week 48,191,162,29
week-48,male,55-59,2020,47,Week 48,249,198,51
week-48,male,60-64,2020,67,Week 48,374,272,102
week-48,male,65-69,2020,113,Week 48,468,409,59
week-48,male,70-74,2020,199,Week 48,762,559,203
week-48,male,75-79,2020,283,Week 48,900,688,212
week-48,male,80-84,2020,327,Week 48,1066,904,162
week-48,male,85-89,2020,352,Week 48,1101,872,229
week-48,male,90+,2020,262,Week 48,941,758,183
week-48,male,all-ages,2020,0,Week 48,0,0,0
week-49,female,00-04,2020,0,Week 49,21,24,-3
week-49,female,05-09,2020,0,Week 49,1,2,-1
week-49,female,10-14,2020,0,Week 49,4,2,2
week-49,female,15-19,2020,0,Week 49,6,4,2
week-49,female,20-24,2020,1,Week 49,13,6,7
week-49,female,25-29,2020,1,Week 49,11,9,2
week-49,female,30-34,2020,1,Week 49,20,16,4
week-49,female,35-39,2020,2,Week 49,28,23,5
week-49,female,40-44,2020,7,Week 49,42,37,5
week-49,female,45-49,2020,6,Week 49,83,66,17
week-49,female,50-54,2020,15,Week 49,115,101,14
week-49,female,55-59,2020,24,Week 49,177,145,32
week-49,female,60-64,2020,35,Week 49,216,197,19
week-49,female,65-69,2020,71,Week 49,327,290,37
week-49,female,70-74,2020,99,Week 49,521,451,70
week-49,female,75-79,2020,180,Week 49,661,614,47
week-49,female,80-84,2020,217,Week 49,913,844,69
week-49,female,85-89,2020,274,Week 49,1164,1090,74
week-49,female,90+,2020,346,Week 49,1667,1601,66
week-49,female,all-ages,2020,0,Week 49,0,0,0
week-49,male,00-04,2020,0,Week 49,33,30,3
week-49,male,05-09,2020,0,Week 49,2,4,-2
week-49,male,10-14,2020,0,Week 49,4,4,0
week-49,male,15-19,2020,0,Week 49,9,8,1
week-49,male,20-24,2020,0,Week 49,14,15,-1
week-49,male,25-29,2020,2,Week 49,31,22,9
week-49,male,30-34,2020,2,Week 49,30,31,-1
week-49,male,35-39,2020,7,Week 49,60,38,22
week-49,male,40-44,2020,5,Week 49,75,53,22
week-49,male,45-49,2020,15,Week 49,117,92,25
week-49,male,50-54,2020,26,Week 49,178,155,23
week-49,male,55-59,2020,38,Week 49,291,201,90
week-49,male,60-64,2020,70,Week 49,352,282,70
week-49,male,65-69,2020,99,Week 49,465,421,44
week-49,male,70-74,2020,189,Week 49,715,584,131
week-49,male,75-79,2020,234,Week 49,867,734,133
week-49,male,80-84,2020,292,Week 49,1062,909,153
week-49,male,85-89,2020,324,Week 49,1073,905,168
week-49,male,90+,2020,253,Week 49,935,789,146
week-49,male,all-ages,2020,0,Week 49,0,0,0
week-5,female,00-04,2020,0,Week 5,30,26,4
week-5,female,00-04,2021,0,Week 5,12,26,-14
week-5,female,05-09,2020,0,Week 5,1,3,-2
week-5,female,05-09,2021,0,Week 5,5,3,2
week-5,female,10-14,2020,0,Week 5,1,2,-1
week-5,female,10-14,2021,0,Week 5,4,2,2
week-5,female,15-19,2020,0,Week 5,6,6,0
week-5,female,15-19,2021,0,Week 5,4,6,-2
week-5,female,20-24,2020,0,Week 5,7,7,0
week-5,female,20-24,2021,2,Week 5,11,7,4
week-5,female,25-29,2020,0,Week 5,9,10,-1
week-5,female,25-29,2021,2,Week 5,12,10,2
week-5,female,30-34,2020,0,Week 5,18,16,2
week-5,female,30-34,2021,8,Week 5,21,16,5
week-5,female,35-39,2020,0,Week 5,31,27,4
week-5,female,35-39,2021,11,Week 5,46,27,19
week-5,female,40-44,2020,0,Week 5,42,36,6
week-5,female,40-44,2021,17,Week 5,51,36,15
week-5,female,45-49,2020,0,Week 5,56,69,-13
week-5,female,45-49,2021,35,Week 5,87,69,18
week-5,female,50-54,2020,0,Week 5,98,107,-9
week-5,female,50-54,2021,62,Week 5,153,107,46
week-5,female,55-59,2020,0,Week 5,135,153,-18
week-5,female,55-59,2021,60,Week 5,198,153,45
week-5,female,60-64,2020,0,Week 5,201,223,-22
week-5,female,60-64,2021,135,Week 5,339,223,116
week-5,female,65-69,2020,0,Week 5,295,316,-21
week-5,female,65-69,2021,158,Week 5,397,316,81
week-5,female,70-74,2020,0,Week 5,513,467,46
week-5,female,70-74,2021,268,Week 5,690,467,223
week-5,female,75-79,2020,0,Week 5,618,641,-23
week-5,female,75-79,2021,397,Week 5,954,641,313
week-5,female,80-84,2020,0,Week 5,892,963,-71
week-5,female,80-84,2021,550,Week 5,1279,963,316
week-5,female,85-89,2020,0,Week 5,1154,1278,-124
week-5,female,85-89,2021,769,Week 5,1698,1278,420
week-5,female,90+,2020,0,Week 5,1711,1922,-211
week-5,female,90+,2021,1070,Week 5,2584,1922,662
week-5,female,all-ages,2020,0,Week 5,0,0,0
week-5,female,all-ages,2021,0,Week 5,0,0,0
week-5,male,00-04,2020,0,Week 5,26,37,-11
week-5,male,00-04,2021,0,Week 5,31,37,-6
week-5,male,05-09,2020,0,Week 5,4,3,1
week-5,male,05-09,2021,0,Week 5,2,3,-1
week-5,male,10-14,2020,0,Week 5,3,4,-1
week-5,male,10-14,2021,0,Week 5,3,4,-1
week-5,male,15-19,2020,0,Week 5,17,9,8
week-5,male,15-19,2021,3,Week 5,11,9,2
week-5,male,20-24,2020,0,Week 5,16,17,-1
week-5,male,20-24,2021,1,Week 5,17,17,0
week-5,male,25-29,2020,0,Week 5,19,22,-3
week-5,male,25-29,2021,6,Week 5,32,22,10
week-5,male,30-34,2020,0,Week 5,40,32,8
week-5,male,30-34,2021,8,Week 5,43,32,11
week-5,male,35-39,2020,0,Week 5,45,43,2
week-5,male,35-39,2021,13,Week 5,42,43,-1
week-5,male,40-44,2020,0,Week 5,58,71,-13
week-5,male,40-44,2021,26,Week 5,86,71,15
week-5,male,45-49,2020,0,Week 5,107,109,-2
week-5,male,45-49,2021,57,Week 5,156,109,47
week-5,male,50-54,2020,0,Week 5,180,164,16
week-5,male,50-54,2021,88,Week 5,224,164,60
week-5,male,55-59,2020,0,Week 5,247,221,26
week-5,male,55-59,2021,153,Week 5,347,221,126
week-5,male,60-64,2020,0,Week 5,324,314,10
week-5,male,60-64,2021,217,Week 5,511,314,197
week-5,male,65-69,2020,0,Week 5,437,463,-26
week-5,male,65-69,2021,292,Week 5,657,463,194
week-5,male,70-74,2020,0,Week 5,683,624,59
week-5,male,70-74,2021,417,Week 5,946,624,322
week-5,male,75-79,2020,0,Week 5,827,788,39
week-5,male,75-79,2021,526,Week 5,1245,788,457
week-5,male,80-84,2020,0,Week 5,919,990,-71
week-5,male,80-84,2021,647,Week 5,1429,990,439
week-5,male,85-89,2020,0,Week 5,970,1007,-37
week-5,male,85-89,2021,685,Week 5,1507,1007,500
week-5,male,90+,2020,0,Week 5,872,907,-35
week-5,male,90+,2021,637,Week 5,1358,907,451
week-5,male,all-ages,2020,0,Week 5,0,0,0
week-5,male,all-ages,2021,0,Week 5,0,0,0
week-50,female,00-04,2020,0,Week 50,25,23,2
week-50,female,05-09,2020,0,Week 50,3,3,0
week-50,female,10-14,2020,0,Week 50,4,3,1
week-50,female,15-19,2020,1,Week 50,2,5,-3
week-50,female,20-24,2020,0,Week 50,6,6,0
week-50,female,25-29,2020,1,Week 50,18,9,9
week-50,female,30-34,2020,1,Week 50,23,15,8
week-50,female,35-39,2020,3,Week 50,30,25,5
week-50,female,40-44,2020,2,Week 50,41,41,0
week-50,female,45-49,2020,10,Week 50,68,69,-1
week-50,female,50-54,2020,13,Week 50,111,97,14
week-50,female,55-59,2020,20,Week 50,154,134,20
week-50,female,60-64,2020,39,Week 50,222,201,21
week-50,female,65-69,2020,46,Week 50,300,312,-12
week-50,female,70-74,2020,104,Week 50,489,451,38
week-50,female,75-79,2020,162,Week 50,711,608,103
week-50,female,80-84,2020,187,Week 50,916,868,48
week-50,female,85-89,2020,291,Week 50,1163,1131,32
week-50,female,90+,2020,344,Week 50,1687,1630,57
week-50,female,all-ages,2020,0,Week 50,0,0,0
week-50,male,00-04,2020,0,Week 50,23,27,-4
week-50,male,05-09,2020,0,Week 50,8,4,4
week-50,male,10-14,2020,1,Week 50,2,4,-2
week-50,male,15-19,2020,0,Week 50,6,10,-4
week-50,male,20-24,2020,0,Week 50,19,16,3
week-50,male,25-29,2020,2,Week 50,17,22,-5
week-50,male,30-34,2020,0,Week 50,35,28,7
week-50,male,35-39,2020,4,Week 50,39,40,-1
week-50,male,40-44,2020,9,Week 50,74,50,24
week-50,male,45-49,2020,9,Week 50,122,96,26
week-50,male,50-54,2020,24,Week 50,188,144,44
week-50,male,55-59,2020,45,Week 50,279,210,69
week-50,male,60-64,2020,87,Week 50,381,291,90
week-50,male,65-69,2020,108,Week 50,465,425,40
week-50,male,70-74,2020,154,Week 50,741,599,142
week-50,male,75-79,2020,238,Week 50,908,730,178
week-50,male,80-84,2020,305,Week 50,1073,929,144
week-50,male,85-89,2020,279,Week 50,1030,911,119
week-50,male,90+,2020,267,Week 50,909,802,107
week-50,male,all-ages,2020,0,Week 50,0,0,0
week-51,female,00-04,2020,0,Week 51,23,28,-5
week-51,female,05-09,2020,0,Week 51,1,3,-2
week-51,female,10-14,2020,0,Week 51,3,3,0
week-51,female,15-19,2020,0,Week 51,6,5,1
week-51,female,20-24,2020,1,Week 51,5,6,-1
week-51,female,25-29,2020,0,Week 51,10,9,1
week-51,female,30-34,2020,1,Week 51,20,16,4
week-51,female,35-39,2020,2,Week 51,25,25,0
week-51,female,40-44,2020,4,Week 51,49,32,17
week-51,female,45-49,2020,13,Week 51,71,63,8
week-51,female,50-54,2020,15,Week 51,128,100,28
week-51,female,55-59,2020,38,Week 51,166,151,15
week-51,female,60-64,2020,48,Week 51,233,207,26
week-51,female,65-69,2020,71,Week 51,328,321,7
week-51,female,70-74,2020,90,Week 51,494,474,20
week-51,female,75-79,2020,151,Week 51,719,607,112
week-51,female,80-84,2020,235,Week 51,1004,898,106
week-51,female,85-89,2020,289,Week 51,1254,1199,55
week-51,female,90+,2020,413,Week 51,1802,1697,105
week-51,female,all-ages,2020,0,Week 51,0,0,0
week-51,male,00-04,2020,0,Week 51,28,34,-6
week-51,male,05-09,2020,0,Week 51,3,4,-1
week-51,male,10-14,2020,0,Week 51,2,3,-1
week-51,male,15-19,2020,0,Week 51,5,7,-2
week-51,male,20-24,2020,0,Week 51,19,16,3
week-51,male,25-29,2020,0,Week 51,28,20,8
week-51,male,30-34,2020,0,Week 51,37,25,12
week-51,male,35-39,2020,4,Week 51,48,43,5
week-51,male,40-44,2020,6,Week 51,66,56,10
week-51,male,45-49,2020,12,Week 51,118,93,25
week-51,male,50-54,2020,28,Week 51,189,148,41
week-51,male,55-59,2020,37,Week 51,271,212,59
week-51,male,60-64,2020,71,Week 51,348,287,61
week-51,male,65-69,2020,106,Week 51,477,445,32
week-51,male,70-74,2020,162,Week 51,752,629,123
week-51,male,75-79,2020,237,Week 51,895,742,153
week-51,male,80-84,2020,309,Week 51,1120,947,173
week-51,male,85-89,2020,320,Week 51,1185,913,272
week-51,male,90+,2020,323,Week 51,1079,860,219
week-51,male,all-ages,2020,0,Week 51,0,0,0
week-52,female,00-04,2020,0,Week 52,17,23,-6
week-52,female,05-09,2020,0,Week 52,3,2,1
week-52,female,10-14,2020,0,Week 52,2,3,-1
week-52,female,15-19,2020,0,Week 52,3,5,-2
week-52,female,20-24,2020,0,Week 52,9,6,3
week-52,female,25-29,2020,1,Week 52,14,11,3
week-52,female,30-34,2020,1,Week 52,15,19,-4
week-52,female,35-39,2020,3,Week 52,26,25,1
week-52,female,40-44,2020,6,Week 52,41,37,4
week-52,female,45-49,2020,6,Week 52,62,66,-4
week-52,female,50-54,2020,20,Week 52,99,104,-5
week-52,female,55-59,2020,24,Week 52,136,146,-10
week-52,female,60-64,2020,47,Week 52,216,201,15
week-52,female,65-69,2020,59,Week 52,315,319,-4
week-52,female,70-74,2020,111,Week 52,478,464,14
week-52,female,75-79,2020,145,Week 52,610,656,-46
week-52,female,80-84,2020,247,Week 52,864,928,-64
week-52,female,85-89,2020,274,Week 52,1089,1192,-103
week-52,female,90+,2020,354,Week 52,1585,1726,-141
week-52,female,all-ages,2020,0,Week 52,0,0,0
week-52,male,00-04,2020,0,Week 52,23,33,-10
week-52,male,05-09,2020,0,Week 52,2,5,-3
week-52,male,10-14,2020,0,Week 52,4,2,2
week-52,male,15-19,2020,0,Week 52,7,9,-2
week-52,male,20-24,2020,0,Week 52,12,16,-4
week-52,male,25-29,2020,0,Week 52,21,20,1
week-52,male,30-34,2020,2,Week 52,31,29,2
week-52,male,35-39,2020,2,Week 52,44,38,6
week-52,male,40-44,2020,6,Week 52,58,62,-4
week-52,male,45-49,2020,15,Week 52,117,101,16
week-52,male,50-54,2020,21,Week 52,163,150,13
week-52,male,55-59,2020,39,Week 52,223,214,9
week-52,male,60-64,2020,60,Week 52,299,297,2
week-52,male,65-69,2020,101,Week 52,414,443,-29
week-52,male,70-74,2020,164,Week 52,676,624,52
week-52,male,75-79,2020,252,Week 52,826,762,64
week-52,male,80-84,2020,336,Week 52,1028,952,76
week-52,male,85-89,2020,331,Week 52,1065,997,68
week-52,male,90+,2020,285,Week 52,923,857,66
week-52,male,all-ages,2020,0,Week 52,0,0,0
week-53,female,00-04,2020,0,Week 53,16,0,16
week-53,female,05-09,2020,0,Week 53,0,0,0
week-53,female,10-14,2020,0,Week 53,5,0,5
week-53,female,15-19,2020,0,Week 53,2,0,2
week-53,female,20-24,2020,0,Week 53,3,0,3
week-53,female,25-29,2020,2,Week 53,8,0,8
week-53,female,30-34,2020,1,Week 53,9,0,9
week-53,female,35-39,2020,3,Week 53,16,0,16
week-53,female,40-44,2020,7,Week 53,34,0,34
week-53,female,45-49,2020,8,Week 53,54,0,54
week-53,female,50-54,2020,21,Week 53,89,0,89
week-53,female,55-59,2020,35,Week 53,137,0,137
week-53,female,60-64,2020,35,Week 53,165,0,165
week-53,female,65-69,2020,75,Week 53,234,0,234
week-53,female,70-74,2020,118,Week 53,430,0,430
week-53,female,75-79,2020,155,Week 53,549,0,549
week-53,female,80-84,2020,256,Week 53,774,0,774
week-53,female,85-89,2020,340,Week 53,1027,0,1027
week-53,female,90+,2020,398,Week 53,1392,0,1392
week-53,female,all-ages,2020,0,Week 53,0,0,0
week-53,male,00-04,2020,0,Week 53,20,0,20
week-53,male,05-09,2020,0,Week 53,1,0,1
week-53,male,10-14,2020,0,Week 53,4,0,4
week-53,male,15-19,2020,0,Week 53,6,0,6
week-53,male,20-24,2020,0,Week 53,7,0,7
week-53,male,25-29,2020,4,Week 53,16,0,16
week-53,male,30-34,2020,3,Week 53,18,0,18
week-53,male,35-39,2020,2,Week 53,27,0,27
week-53,male,40-44,2020,5,Week 53,34,0,34
week-53,male,45-49,2020,12,Week 53,69,0,69
week-53,male,50-54,2020,28,Week 53,114,0,114
week-53,male,55-59,2020,46,Week 53,174,0,174
week-53,male,60-64,2020,80,Week 53,284,0,284
week-53,male,65-69,2020,109,Week 53,385,0,385
week-53,male,70-74,2020,183,Week 53,560,0,560
week-53,male,75-79,2020,252,Week 53,713,0,713
week-53,male,80-84,2020,305,Week 53,877,0,877
week-53,male,85-89,2020,365,Week 53,953,0,953
week-53,male,90+,2020,296,Week 53,863,0,863
week-53,male,all-ages,2020,0,Week 53,0,0,0
week-6,female,00-04,2020,0,Week 6,19,32,-13
week-6,female,00-04,2021,0,Week 6,32,32,0
week-6,female,05-09,2020,0,Week 6,2,2,0
week-6,female,05-09,2021,0,Week 6,2,2,0
week-6,female,10-14,2020,0,Week 6,0,3,-3
week-6,female,10-14,2021,0,Week 6,2,3,-1
week-6,female,15-19,2020,0,Week 6,2,5,-3
week-6,female,15-19,2021,0,Week 6,6,5,1
week-6,female,20-24,2020,0,Week 6,11,6,5
week-6,female,20-24,2021,0,Week 6,7,6,1
week-6,female,25-29,2020,0,Week 6,12,14,-2
week-6,female,25-29,2021,2,Week 6,14,14,0
week-6,female,30-34,2020,0,Week 6,14,16,-2
week-6,female,30-34,2021,6,Week 6,23,16,7
week-6,female,35-39,2020,0,Week 6,18,27,-9
week-6,female,35-39,2021,8,Week 6,42,27,15
week-6,female,40-44,2020,0,Week 6,40,39,1
week-6,female,40-44,2021,14,Week 6,55,39,16
week-6,female,45-49,2020,0,Week 6,62,66,-4
week-6,female,45-49,2021,25,Week 6,105,66,39
week-6,female,50-54,2020,0,Week 6,114,107,7
week-6,female,50-54,2021,37,Week 6,126,107,19
week-6,female,55-59,2020,0,Week 6,163,139,24
week-6,female,55-59,2021,61,Week 6,221,139,82
week-6,female,60-64,2020,0,Week 6,206,194,12
week-6,female,60-64,2021,100,Week 6,275,194,81
week-6,female,65-69,2020,0,Week 6,266,326,-60
week-6,female,65-69,2021,158,Week 6,380,326,54
week-6,female,70-74,2020,0,Week 6,494,456,38
week-6,female,70-74,2021,200,Week 6,594,456,138
week-6,female,75-79,2020,0,Week 6,645,633,12
week-6,female,75-79,2021,297,Week 6,853,633,220
week-6,female,80-84,2020,0,Week 6,823,927,-104
week-6,female,80-84,2021,408,Week 6,1127,927,200
week-6,female,85-89,2020,0,Week 6,1097,1197,-100
week-6,female,85-89,2021,538,Week 6,1477,1197,280
week-6,female,90+,2020,0,Week 6,1590,1798,-208
week-6,female,90+,2021,795,Week 6,2167,1798,369
week-6,female,all-ages,2020,0,Week 6,0,0,0
week-6,female,all-ages,2021,0,Week 6,0,0,0
week-6,male,00-04,2020,0,Week 6,19,33,-14
week-6,male,00-04,2021,0,Week 6,33,33,0
week-6,male,05-09,2020,0,Week 6,2,3,-1
week-6,male,05-09,2021,0,Week 6,2,3,-1
week-6,male,10-14,2020,0,Week 6,4,3,1
week-6,male,10-14,2021,0,Week 6,1,3,-2
week-6,male,15-19,2020,0,Week 6,8,8,0
week-6,male,15-19,2021,1,Week 6,6,8,-2
week-6,male,20-24,2020,0,Week 6,23,16,7
week-6,male,20-24,2021,2,Week 6,26,16,10
week-6,male,25-29,2020,0,Week 6,11,20,-9
week-6,male,25-29,2021,4,Week 6,29,20,9
week-6,male,30-34,2020,0,Week 6,24,31,-7
week-6,male,30-34,2021,4,Week 6,39,31,8
week-6,male,35-39,2020,0,Week 6,53,48,5
week-6,male,35-39,2021,16,Week 6,77,48,29
week-6,male,40-44,2020,0,Week 6,55,60,-5
week-6,male,40-44,2021,15,Week 6,88,60,28
week-6,male,45-49,2020,0,Week 6,95,114,-19
week-6,male,45-49,2021,39,Week 6,135,114,21
week-6,male,50-54,2020,0,Week 6,175,152,23
week-6,male,50-54,2021,92,Week 6,250,152,98
week-6,male,55-59,2020,0,Week 6,208,215,-7
week-6,male,55-59,2021,121,Week 6,367,215,152
week-6,male,60-64,2020,0,Week 6,306,303,3
week-6,male,60-64,2021,201,Week 6,447,303,144
week-6,male,65-69,2020,0,Week 6,423,458,-35
week-6,male,65-69,2021,223,Week 6,549,458,91
week-6,male,70-74,2020,0,Week 6,626,634,-8
week-6,male,70-74,2021,351,Week 6,951,634,317
week-6,male,75-79,2020,0,Week 6,713,776,-63
week-6,male,75-79,2021,455,Week 6,1129,776,353
week-6,male,80-84,2020,0,Week 6,875,951,-76
week-6,male,80-84,2021,490,Week 6,1277,951,326
week-6,male,85-89,2020,0,Week 6,943,988,-45
week-6,male,85-89,2021,540,Week 6,1254,988,266
week-6,male,90+,2020,0,Week 6,843,867,-24
week-6,male,90+,2021,488,Week 6,1186,867,319
week-6,male,all-ages,2020,0,Week 6,0,0,0
week-6,male,all-ages,2021,0,Week 6,0,0,0
week-7,female,00-04,2020,0,Week 7,16,25,-9
week-7,female,00-04,2021,0,Week 7,17,25,-8
week-7,female,05-09,2020,0,Week 7,1,2,-1
week-7,female,05-09,2021,0,Week 7,4,2,2
week-7,female,10-14,2020,0,Week 7,1,2,-1
week-7,female,10-14,2021,0,Week 7,4,2,2
week-7,female,15-19,2020,0,Week 7,7,5,2
week-7,female,15-19,2021,0,Week 7,2,5,-3
week-7,female,20-24,2020,0,Week 7,7,8,-1
week-7,female,20-24,2021,2,Week 7,12,8,4
week-7,female,25-29,2020,0,Week 7,8,14,-6
week-7,female,25-29,2021,3,Week 7,10,14,-4
week-7,female,30-34,2020,0,Week 7,13,16,-3
week-7,female,30-34,2021,3,Week 7,23,16,7
week-7,female,35-39,2020,0,Week 7,33,24,9
week-7,female,35-39,2021,4,Week 7,30,24,6
week-7,female,40-44,2020,0,Week 7,34,39,-5
week-7,female,40-44,2021,12,Week 7,47,39,8
week-7,female,45-49,2020,0,Week 7,66,71,-5
week-7,female,45-49,2021,22,Week 7,95,71,24
week-7,female,50-54,2020,0,Week 7,116,106,10
week-7,female,50-54,2021,38,Week 7,136,106,30
week-7,female,55-59,2020,0,Week 7,136,143,-7
week-7,female,55-59,2021,66,Week 7,227,143,84
week-7,female,60-64,2020,0,Week 7,203,218,-15
week-7,female,60-64,2021,77,Week 7,267,218,49
week-7,female,65-69,2020,0,Week 7,241,311,-70
week-7,female,65-69,2021,117,Week 7,369,311,58
week-7,female,70-74,2020,0,Week 7,453,453,0
week-7,female,70-74,2021,166,Week 7,597,453,144
week-7,female,75-79,2020,0,Week 7,579,625,-46
week-7,female,75-79,2021,215,Week 7,751,625,126
week-7,female,80-84,2020,0,Week 7,834,924,-90
week-7,female,80-84,2021,308,Week 7,1063,924,139
week-7,female,85-89,2020,0,Week 7,1044,1238,-194
week-7,female,85-89,2021,347,Week 7,1234,1238,-4
week-7,female,90+,2020,0,Week 7,1665,1742,-77
week-7,female,90+,2021,528,Week 7,1894,1742,152
week-7,female,all-ages,2020,0,Week 7,0,0,0
week-7,female,all-ages,2021,0,Week 7,0,0,0
week-7,male,00-04,2020,0,Week 7,33,33,0
week-7,male,00-04,2021,0,Week 7,28,33,-5
week-7,male,05-09,2020,0,Week 7,1,3,-2
week-7,male,05-09,2021,0,Week 7,0,3,-3
week-7,male,10-14,2020,0,Week 7,3,4,-1
week-7,male,10-14,2021,0,Week 7,3,4,-1
week-7,male,15-19,2020,0,Week 7,9,10,-1
week-7,male,15-19,2021,0,Week 7,13,10,3
week-7,male,20-24,2020,0,Week 7,19,19,0
week-7,male,20-24,2021,3,Week 7,23,19,4
week-7,male,25-29,2020,0,Week 7,19,23,-4
week-7,male,25-29,2021,0,Week 7,20,23,-3
week-7,male,30-34,2020,0,Week 7,27,26,1
week-7,male,30-34,2021,6,Week 7,35,26,9
week-7,male,35-39,2020,0,Week 7,52,41,11
week-7,male,35-39,2021,11,Week 7,55,41,14
week-7,male,40-44,2020,0,Week 7,58,59,-1
week-7,male,40-44,2021,10,Week 7,77,59,18
week-7,male,45-49,2020,0,Week 7,99,102,-3
week-7,male,45-49,2021,28,Week 7,118,102,16
week-7,male,50-54,2020,0,Week 7,172,154,18
week-7,male,50-54,2021,49,Week 7,218,154,64
week-7,male,55-59,2020,0,Week 7,209,214,-5
week-7,male,55-59,2021,98,Week 7,311,214,97
week-7,male,60-64,2020,0,Week 7,287,309,-22
week-7,male,60-64,2021,157,Week 7,461,309,152
week-7,male,65-69,2020,0,Week 7,400,448,-48
week-7,male,65-69,2021,184,Week 7,564,448,116
week-7,male,70-74,2020,0,Week 7,660,623,37
week-7,male,70-74,2021,248,Week 7,782,623,159
week-7,male,75-79,2020,0,Week 7,726,772,-46
week-7,male,75-79,2021,304,Week 7,967,772,195
