"date","age","gender","COVID19_deaths","rate","deaths","child_age","nb_c","orphans"
"2021-10-09","40-59","Female",7544.25,0.0665321298825948,7714,3,0.0102978423628997,79
"2021-10-09","40-59","Female",7544.25,0.0665321298825948,7714,4,0.0123700073352103,95
"2021-10-09","40-59","Female",7544.25,0.0665321298825948,7714,5,0.0144421723075209,111
"2021-10-09","40-59","Female",7544.25,0.0665321298825948,7714,6,0.0182450253224352,141
"2021-10-09","40-59","Female",7544.25,0.0665321298825948,7714,7,0.0218782852482023,169
"2021-10-09","40-59","Female",7544.25,0.0665321298825948,7714,8,0.0256811382631166,198
"2021-10-09","40-59","Female",7544.25,0.0665321298825948,7714,9,0.0293143981888837,226
"2021-10-09","40-59","Female",7544.25,0.0665321298825948,7714,10,0.0379239206373095,293
"2021-10-09","40-59","Female",7544.25,0.0665321298825948,7714,11,0.0437199724512113,337
"2021-10-09","40-59","Female",7544.25,0.0665321298825948,7714,12,0.0494708678582498,382
"2021-10-09","40-59","Female",7544.25,0.0665321298825948,7714,13,0.0552669196721516,426
"2021-10-09","40-59","Female",7544.25,0.0665321298825948,7714,14,0.0610178150791902,471
"2021-10-09","40-59","Female",7544.25,0.0665321298825948,7714,15,0.0713223786969018,550
"2021-10-09","40-59","Female",7544.25,0.0665321298825948,7714,16,0.0773298201914806,597
"2021-10-09","40-59","Female",7544.25,0.0665321298825948,7714,17,0.0833372616860594,643
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,0,0.00060304141641666,31
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,1,0.000730503714952781,37
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,2,0.000857966013488901,44
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,3,0.000985428312025021,50
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,4,0.00111289061056114,57
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,5,0.00124035290909726,63
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,6,0.00183006464367806,93
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,7,0.00208391289403428,106
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,8,0.00267362462861508,136
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,9,0.00292747287897129,149
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,10,0.00351718461355209,179
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,11,0.00448336903424019,228
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,12,0.00561256871393131,286
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,13,0.00657875313461941,335
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,14,0.00770795281431053,393
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,15,0.00867413723499862,442
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,16,0.0102892317872704,524
"2021-10-09","60+","Male",49830.9525,0.439455135222642,50955,17,0.0119043263395422,607
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,0,0,0
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,1,0,0
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,2,0,0
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,3,0,0
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,4,0,0
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,5,0,0
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,6,0,0
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,7,0,0
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,8,0,0
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,9,0,0
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,10,0,0
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,11,5.13436981844663e-05,2
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,12,0.000102971060375063,4
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,13,0.00015431475855953,6
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,14,0.000205942120750127,8
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,15,0.000257285818934593,10
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,16,0.000652197817795723,26
"2021-10-09","60+","Female",38657.0004,0.340912956421688,39529,17,0.00104710981665685,41
