"age","gender","deaths","child_age","nb_c","orphans"
"5-9","Female",42,8,0,0
"5-9","Female",42,9,0,0
"5-9","Female",42,10,0,0
"5-9","Female",42,11,0,0
"5-9","Female",42,12,0,0
"5-9","Female",42,13,0,0
"5-9","Female",42,14,0,0
"5-9","Female",42,15,0,0
"5-9","Female",42,16,0,0
"5-9","Female",42,17,0,0
"50-54","Male",16682,0,0.00518477157360406,86
"50-54","Male",16682,1,0.00644130400249387,107
"50-54","Male",16682,2,0.00769847606360316,128
"50-54","Male",16682,3,0.00895618439165748,149
"50-54","Male",16682,4,0.0102138093804023,170
"50-54","Male",16682,5,0.0120402969098595,201
"50-54","Male",16682,6,0.0155684418941188,260
"50-54","Male",16682,7,0.0193098719985493,322
"50-54","Male",16682,8,0.0247339137134633,413
"50-54","Male",16682,9,0.0281516273631637,470
"50-54","Male",16682,10,0.0312180978835825,521
"50-54","Male",16682,11,0.0394087672395214,657
"50-54","Male",16682,12,0.0473506455502722,790
"50-54","Male",16682,13,0.0540704828610224,902
"50-54","Male",16682,14,0.0607900407239634,1014
"50-54","Male",16682,15,0.0674006576271969,1124
"50-54","Male",16682,16,0.0752519697247131,1255
"50-54","Male",16682,17,0.0831038067184716,1386
"50-54","Female",8973,0,0,0
"50-54","Female",8973,1,0.000311807408749208,3
"50-54","Female",8973,2,0.000623701777697972,6
"50-54","Female",8973,3,0.00093566905398183,8
"50-54","Female",8973,4,0.001247625,11
"50-54","Female",8973,5,0.00158172984593336,14
"50-54","Female",8973,6,0.00331865525118229,30
"50-54","Female",8973,7,0.00479397704743293,43
"50-54","Female",8973,8,0.00626930815260689,56
"50-54","Female",8973,9,0.00774463026874116,69
"50-54","Female",8973,10,0.00921563074442354,83
"50-54","Female",8973,11,0.0170708630100215,153
"50-54","Female",8973,12,0.0244211366598233,219
"50-54","Female",8973,13,0.0317714179516891,285
"50-54","Female",8973,14,0.0391215356122813,351
"50-54","Female",8973,15,0.046396647810926,416
"50-54","Female",8973,16,0.0613742207292173,551
"50-54","Female",8973,17,0.069779186682243,626
"55-59","Male",20704,0,0.00261270236612702,54
"55-59","Male",20704,1,0.00312711620762243,65
"55-59","Male",20704,2,0.00364153004911784,75
"55-59","Male",20704,3,0.00415594389061324,86
"55-59","Male",20704,4,0.00467035773210865,97
"55-59","Male",20704,5,0.00545423023578363,113
"55-59","Male",20704,6,0.00690911679141267,143
"55-59","Male",20704,7,0.00856542341235601,177
"55-59","Male",20704,8,0.0112774259162305,233
"55-59","Male",20704,9,0.012879200545826,267
"55-59","Male",20704,10,0.0139257988133045,288
"55-59","Male",20704,11,0.0185493677478403,384
"55-59","Male",20704,12,0.0229971108183697,476
"55-59","Male",20704,13,0.0266352320723275,551
"55-59","Male",20704,14,0.0302732157246798,627
"55-59","Male",20704,15,0.033856475196011,701
"55-59","Male",20704,16,0.0405647734289826,840
"55-59","Male",20704,17,0.0472733107479816,979
"55-59","Female",12710,0,0,0
"55-59","Female",12710,1,0,0
"55-59","Female",12710,2,0,0
"55-59","Female",12710,3,0,0
"55-59","Female",12710,4,0,0
"55-59","Female",12710,5,0,0
"55-59","Female",12710,6,0.00036867290086553,5
"55-59","Female",12710,7,0.000737350577367204,9
"55-59","Female",12710,8,0.00110603130034522,14
"55-59","Female",12710,9,0.00147471117397454,19
"55-59","Female",12710,10,0.00184252727761354,23
"55-59","Female",12710,11,0.00348523881531854,44
"55-59","Female",12710,12,0.0050441270374007,64
"55-59","Female",12710,13,0.00660301713165166,84
"55-59","Female",12710,14,0.00816187322384863,104
"55-59","Female",12710,15,0.00970503990701279,123
"55-59","Female",12710,16,0.0198365234613515,252
"55-59","Female",12710,17,0.0281195037383177,357
"60-64","Male",23362,0,0.00130523560209424,30
"60-64","Male",23362,1,0.0015667289549008,37
"60-64","Male",23362,2,0.00182822230770735,43
"60-64","Male",23362,3,0.00208971566051391,49
"60-64","Male",23362,4,0.00235120901332046,55
"60-64","Male",23362,5,0.00281670235546039,66
"60-64","Male",23362,6,0.00334654039153369,78
"60-64","Male",23362,7,0.00411925978655364,96
"60-64","Male",23362,8,0.00518510092088567,121
"60-64","Male",23362,9,0.00582863415566589,136
"60-64","Male",23362,10,0.00646857142857143,151
"60-64","Male",23362,11,0.00873477653927219,204
"60-64","Male",23362,12,0.0108098516482914,253
"60-64","Male",23362,13,0.0124469300247398,291
"60-64","Male",23362,14,0.0140839599818696,329
"60-64","Male",23362,15,0.0156956128917713,367
"60-64","Male",23362,16,0.019327528895978,452
"60-64","Male",23362,17,0.0229595510977423,536
"60-64","Female",15196,0,0,0
"60-64","Female",15196,1,0,0
"60-64","Female",15196,2,0,0
"60-64","Female",15196,3,0,0
"60-64","Female",15196,4,0,0
"60-64","Female",15196,5,0,0
"60-64","Female",15196,6,0,0
"60-64","Female",15196,7,0,0
"60-64","Female",15196,8,0,0
"60-64","Female",15196,9,0,0
"60-64","Female",15196,10,0,0
"60-64","Female",15196,11,0.000385274695776664,6
"60-64","Female",15196,12,0.000770552887619388,12
"60-64","Female",15196,13,0.00115583242713254,18
"60-64","Female",15196,14,0.00154110603355944,23
"60-64","Female",15196,15,0.00192327005036807,29
"60-64","Female",15196,16,0.00427498395721926,65
"60-64","Female",15196,17,0.00609456542056075,93
"65-69","Male",23767,0,0.00037565445026178,9
"65-69","Male",23767,1,0.000561570680628272,13
"65-69","Male",23767,2,0.000747486910994764,18
"65-69","Male",23767,3,0.000933403141361256,22
"65-69","Male",23767,4,0.00111931937172775,27
"65-69","Male",23767,5,0.00138494856524093,33
"65-69","Male",23767,6,0.00172540601653094,41
"65-69","Male",23767,7,0.00207675752528476,49
"65-69","Male",23767,8,0.00267892702162092,64
"65-69","Male",23767,9,0.00296671411908297,71
"65-69","Male",23767,10,0.00325327951564077,77
"65-69","Male",23767,11,0.00430466470448776,102
"65-69","Male",23767,12,0.00668697516028732,159
"65-69","Male",23767,13,0.00696989858113895,166
"65-69","Male",23767,14,0.00725282200199057,172
"65-69","Male",23767,15,0.0075357454228422,179
"65-69","Male",23767,16,0.00916767726421838,218
"65-69","Male",23767,17,0.01079958119675,257
"65-69","Female",15635,0,0,0
"65-69","Female",15635,1,0,0
"65-69","Female",15635,2,0,0
"65-69","Female",15635,3,0,0
"65-69","Female",15635,4,0,0
"65-69","Female",15635,5,0,0
"65-69","Female",15635,6,0,0
"65-69","Female",15635,7,0,0
"65-69","Female",15635,8,0,0
"65-69","Female",15635,9,0,0
"65-69","Female",15635,10,0,0
"65-69","Female",15635,11,0,0
"65-69","Female",15635,12,0,0
"65-69","Female",15635,13,0,0
"65-69","Female",15635,14,0,0
"65-69","Female",15635,15,0,0
"65-69","Female",15635,16,0.000491075080213904,8
"65-69","Female",15635,17,0.000982145794392524,15
"70-74","Male",21367,0,0.00037565445026178,8
"70-74","Male",21367,1,0.00037565445026178,8
"70-74","Male",21367,2,0.00037565445026178,8
"70-74","Male",21367,3,0.00037565445026178,8
"70-74","Male",21367,4,0.00037565445026178,8
"70-74","Male",21367,5,0.000420796100731113,9
"70-74","Male",21367,6,0.000648207596315296,14
"70-74","Male",21367,7,0.00089929256597394,19
"70-74","Male",21367,8,0.00130742095761443,28
"70-74","Male",21367,9,0.00156149334342461,33
"70-74","Male",21367,10,0.00180068259385666,38
"70-74","Male",21367,11,0.00227746731008717,49
"70-74","Male",21367,12,0.00294243959722835,63
"70-74","Male",21367,13,0.00400200250434692,86
"70-74","Male",21367,14,0.0050615654114655,108
"70-74","Male",21367,15,0.00612112831858407,131
"70-74","Male",21367,16,0.0064040517394357,137
"70-74","Male",21367,17,0.00668697516028732,143
"70-74","Female",13936,0,0,0
"70-74","Female",13936,1,0,0
"70-74","Female",13936,2,0,0
"70-74","Female",13936,3,0,0
"70-74","Female",13936,4,0,0
"70-74","Female",13936,5,0,0
"70-74","Female",13936,6,0,0
"70-74","Female",13936,7,0,0
"70-74","Female",13936,8,0,0
"70-74","Female",13936,9,0,0
"70-74","Female",13936,10,0,0
"70-74","Female",13936,11,0,0
"70-74","Female",13936,12,0,0
"70-74","Female",13936,13,0,0
"70-74","Female",13936,14,0,0
"70-74","Female",13936,15,0,0
"70-74","Female",13936,16,0,0
"70-74","Female",13936,17,0,0
"75-79","Male",16956,0,0.00037565445026178,6
"75-79","Male",16956,1,0.00037565445026178,6
"75-79","Male",16956,2,0.00037565445026178,6
"75-79","Male",16956,3,0.00037565445026178,6
"75-79","Male",16956,4,0.00037565445026178,6
"75-79","Male",16956,5,0.000420796100731113,7
"75-79","Male",16956,6,0.000445222751471,8
"75-79","Male",16956,7,0.00049783299624386,8
"75-79","Male",16956,8,0.00054520380018388,9
"75-79","Male",16956,9,0.00054520380018388,9
"75-79","Male",16956,10,0.00056248022777602,10
"75-79","Male",16956,11,0.000914873882966068,16
"75-79","Male",16956,12,0.000482322465448428,8
"75-79","Male",16956,13,0.000595986237962686,10
"75-79","Male",16956,14,0.000709650010476944,12
"75-79","Male",16956,15,0.000823313782991202,14
"75-79","Male",16956,16,0.00188287669010978,32
"75-79","Male",16956,17,0.00294243959722835,50
"75-79","Female",11415,0,0,0
"75-79","Female",11415,1,0,0
"75-79","Female",11415,2,0,0
"75-79","Female",11415,3,0,0
"75-79","Female",11415,4,0,0
"75-79","Female",11415,5,0,0
"75-79","Female",11415,6,0,0
"75-79","Female",11415,7,0,0
"75-79","Female",11415,8,0,0
"75-79","Female",11415,9,0,0
"75-79","Female",11415,10,0,0
"75-79","Female",11415,11,0,0
"75-79","Female",11415,12,0,0
"75-79","Female",11415,13,0,0
"75-79","Female",11415,14,0,0
"75-79","Female",11415,15,0,0
"75-79","Female",11415,16,0,0
"75-79","Female",11415,17,0,0
"80+","Male",21147,0,0.00037565445026178,8
"80+","Male",21147,1,0.00037565445026178,8
"80+","Male",21147,2,0.00037565445026178,8
"80+","Male",21147,3,0.00037565445026178,8
"80+","Male",21147,4,0.00037565445026178,8
"80+","Male",21147,5,0.000420796100731113,9
"80+","Male",21147,6,0.000445222751471,9
"80+","Male",21147,7,0.00049783299624386,11
"80+","Male",21147,8,0.00054520380018388,12
"80+","Male",21147,9,0.00054520380018388,12
"80+","Male",21147,10,0.00056248022777602,12
"80+","Male",21147,11,0.000656198887798495,14
"80+","Male",21147,12,0.000254994920419912,5
"80+","Male",21147,13,0.000254994920419912,5
"80+","Male",21147,14,0.000254994920419912,5
"80+","Male",21147,15,0.000254994920419912,5
"80+","Male",21147,16,0.000282057723399497,6
"80+","Male",21147,17,0.000309120526379082,7
"80+","Female",14753,0,0,0
"80+","Female",14753,1,0,0
"80+","Female",14753,2,0,0
"80+","Female",14753,3,0,0
"80+","Female",14753,4,0,0
"80+","Female",14753,5,0,0
"80+","Female",14753,6,0,0
"80+","Female",14753,7,0,0
"80+","Female",14753,8,0,0
"80+","Female",14753,9,0,0
"80+","Female",14753,10,0,0
"80+","Female",14753,11,0,0
"80+","Female",14753,12,0,0
"80+","Female",14753,13,0,0
"80+","Female",14753,14,0,0
"80+","Female",14753,15,0,0
"80+","Female",14753,16,0,0
"80+","Female",14753,17,0,0
