"age","gender","deaths","child_age","nb_c","orphans"
"50-59","Female",141,11,0.0623027453256017,9
"50-59","Female",141,12,0.0803051626056132,11
"50-59","Female",141,13,0.0942886567458674,13
"50-59","Female",141,14,0.112291074025879,16
"50-59","Female",141,15,0.126274568166133,18
"50-59","Female",141,16,0.139725510476625,20
"50-59","Female",141,17,0.153176452787116,22
"60-69","Male",349,0,0.01344202578782,5
"60-69","Male",349,1,0.0157129854975536,5
"60-69","Male",349,2,0.0179839452072873,6
"60-69","Male",349,3,0.0202549049170209,7
"60-69","Male",349,4,0.0225258646267546,8
"60-69","Male",349,5,0.0247968243364882,9
"60-69","Male",349,6,0.0348852563766143,12
"60-69","Male",349,7,0.0396952512327099,14
"60-69","Male",349,8,0.049783683272836,17
"60-69","Male",349,9,0.0545936781289315,19
"60-69","Male",349,10,0.0646821101690576,23
"60-69","Male",349,11,0.0745177694604218,26
"60-69","Male",349,12,0.088567092139596,31
"60-69","Male",349,13,0.0984027514309602,34
"60-69","Male",349,14,0.112452074110134,39
"60-69","Male",349,15,0.122287733401499,43
"60-69","Male",349,16,0.13676915757913,48
"60-69","Male",349,17,0.151250581756762,53
"60-69","Female",184,0,0,0
"60-69","Female",184,1,0,0
"60-69","Female",184,2,0,0
"60-69","Female",184,3,0,0
"60-69","Female",184,4,0,0
"60-69","Female",184,5,0,0
"60-69","Female",184,6,0,0
"60-69","Female",184,7,0,0
"60-69","Female",184,8,0,0
"60-69","Female",184,9,0,0
"60-69","Female",184,10,0,0
"60-69","Female",184,11,0.00263115953669824,0
"60-69","Female",184,12,0.00554848478898147,1
"60-69","Female",184,13,0.00817964432567971,2
"60-69","Female",184,14,0.0110969695779629,2
"60-69","Female",184,15,0.0137281291146612,3
"60-69","Female",184,16,0.023185846328156,4
"60-69","Female",184,17,0.0326435635416508,6
"70+","Male",418,0,0.00118152995668196,0
"70+","Male",418,1,0.00160761430994489,1
"70+","Male",418,2,0.00203369866320781,1
"70+","Male",418,3,0.00245978301647074,1
"70+","Male",418,4,0.00288586736973366,1
"70+","Male",418,5,0.00331195172299659,1
"70+","Male",418,6,0.00419856813358397,2
"70+","Male",418,7,0.00463971125050298,2
"70+","Male",418,8,0.00552632766109036,2
"70+","Male",418,9,0.00596747077800937,2
"70+","Male",418,10,0.00685408718859675,3
"70+","Male",418,11,0.0081657783235767,3
"70+","Male",418,12,0.0102481145524431,4
"70+","Male",418,13,0.0115598056874231,5
"70+","Male",418,14,0.0136421419162895,6
"70+","Male",418,15,0.0146612831860683,6
"70+","Male",418,16,0.0176532499103926,7
"70+","Male",418,17,0.0206452166347168,9
"70+","Female",245,0,0,0
"70+","Female",245,1,0,0
"70+","Female",245,2,0,0
"70+","Female",245,3,0,0
"70+","Female",245,4,0,0
"70+","Female",245,5,0,0
"70+","Female",245,6,0,0
"70+","Female",245,7,0,0
"70+","Female",245,8,0,0
"70+","Female",245,9,0,0
"70+","Female",245,10,0,0
"70+","Female",245,11,0,0
"70+","Female",245,12,0,0
"70+","Female",245,13,0,0
"70+","Female",245,14,0,0
"70+","Female",245,15,0,0
"70+","Female",245,16,0,0
"70+","Female",245,17,0,0
